phase,job_key,run_phase,dataset,source_dataset,target_dataset,pair_id,triplet_id,comparison_role,hparam_id,seed,transfer_mode,backend_transfer_mode,policy,source_checkpoint,baseline_native_checkpoint,checkpoint_export,lr_values,log_path
native_topup,native_topup/beauty/shared_6/seed_4,AI502_REAL_NATIVE_beauty_shared_6_s4,beauty,,beauty,,,,shared_6,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_6/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_6/seed_4/best.pth,[0.0005672],
native_topup,native_topup/beauty/shared_6/seed_5,AI502_REAL_NATIVE_beauty_shared_6_s5,beauty,,beauty,,,,shared_6,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_6/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_6/seed_5/best.pth,[0.0005672],
native_topup,native_topup/foursquare/shared_4/seed_4,AI502_REAL_NATIVE_foursquare_shared_4_s4,foursquare,,foursquare,,,,shared_4,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_4/best.pth,[0.00095164],
native_topup,native_topup/foursquare/shared_4/seed_5,AI502_REAL_NATIVE_foursquare_shared_4_s5,foursquare,,foursquare,,,,shared_4,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_5/best.pth,[0.00095164],
native_topup,native_topup/foursquare/shared_5/seed_4,AI502_REAL_NATIVE_foursquare_shared_5_s4,foursquare,,foursquare,,,,shared_5,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_4/best.pth,[0.00095164],
native_topup,native_topup/foursquare/shared_5/seed_5,AI502_REAL_NATIVE_foursquare_shared_5_s5,foursquare,,foursquare,,,,shared_5,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_5/best.pth,[0.00095164],
native_topup,native_topup/lastfm/shared_3/seed_4,AI502_REAL_NATIVE_lastfm_shared_3_s4,lastfm0.03,,lastfm0.03,,,,shared_3,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_4/best.pth,[0.0004983],
native_topup,native_topup/lastfm/shared_3/seed_5,AI502_REAL_NATIVE_lastfm_shared_3_s5,lastfm0.03,,lastfm0.03,,,,shared_3,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_5/best.pth,[0.0004983],
native_topup,native_topup/lastfm/shared_5/seed_4,AI502_REAL_NATIVE_lastfm_shared_5_s4,lastfm0.03,,lastfm0.03,,,,shared_5,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_4/best.pth,[0.0004983],
native_topup,native_topup/lastfm/shared_5/seed_5,AI502_REAL_NATIVE_lastfm_shared_5_s5,lastfm0.03,,lastfm0.03,,,,shared_5,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_5/best.pth,[0.0004983],
native_topup,native_topup/retail_rocket/shared_3/seed_4,AI502_REAL_NATIVE_retail_rocket_shared_3_s4,retail_rocket,,retail_rocket,,,,shared_3,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_4/best.pth,[0.00056966],
native_topup,native_topup/retail_rocket/shared_3/seed_5,AI502_REAL_NATIVE_retail_rocket_shared_3_s5,retail_rocket,,retail_rocket,,,,shared_3,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_5/best.pth,[0.00056966],
native_topup,native_topup/retail_rocket/shared_5/seed_4,AI502_REAL_NATIVE_retail_rocket_shared_5_s4,retail_rocket,,retail_rocket,,,,shared_5,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_5/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_5/seed_4/best.pth,[0.00056966],
native_topup,native_topup/retail_rocket/shared_5/seed_5,AI502_REAL_NATIVE_retail_rocket_shared_5_s5,retail_rocket,,retail_rocket,,,,shared_5,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_5/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_5/seed_5/best.pth,[0.00056966],
native_topup,native_topup/retail_rocket/shared_6/seed_4,AI502_REAL_NATIVE_retail_rocket_shared_6_s4,retail_rocket,,retail_rocket,,,,shared_6,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_6/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_6/seed_4/best.pth,[0.00056966],
native_topup,native_topup/retail_rocket/shared_6/seed_5,AI502_REAL_NATIVE_retail_rocket_shared_6_s5,retail_rocket,,retail_rocket,,,,shared_6,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_6/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_6/seed_5/best.pth,[0.00056966],
