dataset,model,model_label,pair_id,combo_id,combo_source,hparam_id,architecture_id,run_phase,run_id,runtime_seed,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,valid_unseen_hit20,test_unseen_mrr20,test_unseen_hit20,valid_main_seen_count,valid_main_unseen_count,test_main_seen_count,test_main_unseen_count,lr_lo,lr_hi,result_path,log_path,elapsed_sec,error,timestamp_utc,params_json
KuaiRecLargeStrictPosV2_0.2,fearec,FEARec,P026,C1,baseline_p14:KuaiRecLargeStrictPosV2_0.2:FEARec:H1,H1,,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MFEAREC_P026_C1_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_P026_C1_S1,51,3,ok,0.0187,0.3184,0.0,0.0,0.0,0.0,2639,860,893,1813,0.0003794733192202055,0.001517893276880822,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_FEARec_pair60_v4_dkuaireclargestrictposv2_0_2_mfearec_p026_c1_s1_20260415_065905_383121_pid1159601.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/fearec/combo_C1/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MFEAREC_P026_C1_S1.log,599.4486935138702,,2026-04-15T07:09:01.417167+00:00,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""global_ratio"": 0.85, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
KuaiRecLargeStrictPosV2_0.2,fearec,FEARec,P026,C2,baseline_p14:KuaiRecLargeStrictPosV2_0.2:FEARec:H2,H2,,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MFEAREC_P026_C2_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_P026_C2_S1,52,0,ok,0.0191,0.317,0.0,0.0,0.0,0.0,2639,860,893,1813,0.00034152598729818496,0.0013661039491927398,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_FEARec_pair60_v4_dkuaireclargestrictposv2_0_2_mfearec_p026_c2_s1_20260415_065952_613634_pid1159708.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/fearec/combo_C2/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MFEAREC_P026_C2_S1.log,700.17871260643,,2026-04-15T07:11:29.261051+00:00,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""global_ratio"": 0.85, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,FeaturedMoE_N3,P030,C1,fmoe_p14:KuaiRecLargeStrictPosV2_0.2:A9:H14,H14,A9,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MFEATURED_MOE_N3_P030_C1_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_P030_C1_S1,59,4,ok,0.0184,0.2867,0.0,0.0,0.0,0.0,2639,860,893,1813,0.0005565608681896348,0.002226243472758539,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pair60_v4_dkuaireclargestrictposv2_0_2_mfeatured_moe_n3_p030_c1_s1_20260415_071129_876754_pid1160614.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/featured_moe_n3/combo_C1/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MFEATURED_MOE_N3_P030_C1_S1.log,620.1050541400909,,2026-04-15T07:21:46.634140+00:00,"{""d_expert_hidden"": 256, ""d_feat_emb"": 16, ""d_ff"": 512, ""d_router_hidden"": 128, ""dropout"": 0.1, ""embedding_size"": 256, ""expert_scale"": 3, ""fmoe_architecture_id"": ""A9"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 256, ""max_len"": 20, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 5e-07}"
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,FeaturedMoE_N3,P030,C2,fmoe_p14:KuaiRecLargeStrictPosV2_0.2:A8:H14,H14,A8,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MFEATURED_MOE_N3_P030_C2_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_P030_C2_S1,60,0,ok,0.0179,0.2968,0.0,0.0,0.0,0.0,2639,860,893,1813,0.0005009047813706713,0.0020036191254826853,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pair60_v4_dkuaireclargestrictposv2_0_2_mfeatured_moe_n3_p030_c2_s1_20260415_071132_804540_pid1160639.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/featured_moe_n3/combo_C2/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MFEATURED_MOE_N3_P030_C2_S1.log,495.89357829093933,,2026-04-15T07:19:45.157754+00:00,"{""d_expert_hidden"": 256, ""d_feat_emb"": 16, ""d_ff"": 512, ""d_router_hidden"": 128, ""dropout"": 0.1, ""embedding_size"": 256, ""expert_scale"": 3, ""fmoe_architecture_id"": ""A8"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 256, ""max_len"": 20, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 5e-07}"
KuaiRecLargeStrictPosV2_0.2,gru4rec,GRU4Rec,P022,C1,baseline2_stageA:KuaiRecLargeStrictPosV2_0.2:gru4rec:A014,A014,,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MGRU4REC_P022_C1_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_GRU4REC_P022_C1_S1,43,2,ok,0.0167,0.0681,0.0,0.0,0.0,0.0,2639,860,893,1813,0.0006065091920160815,0.003639055152096488,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_GRU4Rec_pair60_v4_dkuaireclargestrictposv2_0_2_mgru4rec_p022_c1_s1_20260415_064147_920395_pid1157878.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/gru4rec/combo_C1/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MGRU4REC_P022_C1_S1.log,239.95849084854126,,2026-04-15T06:45:44.477951+00:00,"{""dropout"": 0.2, ""hidden_size"": 96, ""inner_size"": 192, ""max_len"": 100, ""num_layers"": 1, ""weight_decay"": 1e-05}"
KuaiRecLargeStrictPosV2_0.2,gru4rec,GRU4Rec,P022,C2,baseline2_stageA:KuaiRecLargeStrictPosV2_0.2:gru4rec:A015,A015,,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MGRU4REC_P022_C2_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_GRU4REC_P022_C2_S1,44,4,ok,0.0182,0.1818,0.0,0.0,0.0,0.0,2639,860,893,1813,0.0005458582728144734,0.00327514963688684,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_GRU4Rec_pair60_v4_dkuaireclargestrictposv2_0_2_mgru4rec_p022_c2_s1_20260415_064208_924735_pid1157947.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/gru4rec/combo_C2/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MGRU4REC_P022_C2_S1.log,330.88587164878845,,2026-04-15T06:47:36.233589+00:00,"{""dropout"": 0.3, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 100, ""num_layers"": 1, ""weight_decay"": 0.0001}"
KuaiRecLargeStrictPosV2_0.2,sasrec,SASRec,P021,C1,baseline2_stageA:KuaiRecLargeStrictPosV2_0.2:sasrec:A013,A013,,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MSASREC_P021_C1_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_SASREC_P021_C1_S1,41,4,ok,0.0183,0.3167,0.0,0.0,0.0,0.0,2639,860,893,1813,0.00046475800154489015,0.00278854800926934,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_SASRec_pair60_v4_dkuaireclargestrictposv2_0_2_msasrec_p021_c1_s1_20260415_062307_175051_pid1155948.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/sasrec/combo_C1/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MSASREC_P021_C1_S1.log,642.9170725345612,,2026-04-15T06:33:46.628260+00:00,"{""dropout"": 0.1, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 50, ""num_heads"": 2, ""num_layers"": 2, ""weight_decay"": 1e-06}"
KuaiRecLargeStrictPosV2_0.2,sasrec,SASRec,P021,C2,baseline2_stageA:KuaiRecLargeStrictPosV2_0.2:sasrec:A002,A002,,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MSASREC_P021_C2_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_SASREC_P021_C2_S1,42,4,ok,0.0185,0.3158,0.0,0.0,0.0,0.0,2639,860,893,1813,0.00041828220139040117,0.0025096932083424066,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_SASRec_pair60_v4_dkuaireclargestrictposv2_0_2_msasrec_p021_c2_s1_20260415_063350_109417_pid1156627.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/sasrec/combo_C2/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MSASREC_P021_C2_S1.log,498.7145309448242,,2026-04-15T06:42:05.345350+00:00,"{""dropout"": 0.15, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 50, ""num_heads"": 1, ""num_layers"": 2, ""weight_decay"": 1e-05}"
KuaiRecLargeStrictPosV2_0.2,tisasrec,TiSASRec,P023,C1,baseline2_stageA:KuaiRecLargeStrictPosV2_0.2:tisasrec:A017,A017,,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MTISASREC_P023_C1_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_TISASREC_P023_C1_S1,45,2,ok,0.0183,0.2451,0.0,0.0,0.0,0.0,2639,860,893,1813,0.00043328380669355415,0.0018197919881129277,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_TiSASRec_pair60_v4_dkuaireclargestrictposv2_0_2_mtisasrec_p023_c1_s1_20260415_064547_964776_pid1158240.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/tisasrec/combo_C1/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MTISASREC_P023_C1_S1.log,3079.4929749965668,,2026-04-15T07:37:03.972632+00:00,"{""dropout"": 0.1, ""hidden_size"": 96, ""inner_size"": 192, ""max_len"": 50, ""num_heads"": 2, ""num_layers"": 2, ""time_span"": 1024, ""weight_decay"": 1e-06}"
KuaiRecLargeStrictPosV2_0.2,tisasrec,TiSASRec,P023,C2,baseline2_stageA:KuaiRecLargeStrictPosV2_0.2:tisasrec:A007,A007,,PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MTISASREC_P023_C2_S1,R_KUAIRECLARGESTRICTPOSV2_0_2_TISASREC_P023_C2_S1,46,4,ok,0.0189,0.2397,0.0,0.0,0.0,0.0,2639,860,893,1813,0.0003899554260241987,0.001637812789301635,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/KuaiRecLargeStrictPosV2_0.2_TiSASRec_pair60_v4_dkuaireclargestrictposv2_0_2_mtisasrec_p023_c2_s1_20260415_064739_762169_pid1158431.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/kuaireclargestrictposv2_0_2/tisasrec/combo_C2/logs/PAIR60_V4_DKUAIRECLARGESTRICTPOSV2_0_2_MTISASREC_P023_C2_S1.log,381.15692114830017,,2026-04-15T06:53:57.392825+00:00,"{""dropout"": 0.2, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""time_span"": 256, ""weight_decay"": 0.0001}"
beauty,bsarec,BSARec,P005,C1,baseline_p14:amazon_beauty:BSARec:H3,H3,,PAIR60_V4_DBEAUTY_MBSAREC_P005_C1_S1,R_BEAUTY_BSAREC_P005_C1_S1,9,3,ok,0.0064,0.0011,0.0,0.0,0.002228353142498001,0.008064516129032258,498,129,349,248,0.00021242645786248001,0.00127455874717488,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_pair60_v4_dbeauty_mbsarec_p005_c1_s1_20260415_050940_695291_pid1145488.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/bsarec/combo_C1/logs/PAIR60_V4_DBEAUTY_MBSAREC_P005_C1_S1.log,107.94709873199463,,2026-04-15T05:11:25.265979+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
