dataset,model,model_label,pair_id,combo_id,combo_source,hparam_id,architecture_id,run_phase,run_id,runtime_seed,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,valid_unseen_hit20,test_unseen_mrr20,test_unseen_hit20,valid_main_seen_count,valid_main_unseen_count,test_main_seen_count,test_main_unseen_count,lr_lo,lr_hi,result_path,log_path,elapsed_sec,error,timestamp_utc,params_json
foursquare,fame,FAME,P038,C2,fallback_baseline:foursquare:fame:H3,H3,,PAIR60_V4_DFOURSQUARE_MFAME_P038_C2_S1,R_FOURSQUARE_FAME_P038_C2_S1,76,6,ok,0.1134,0.0944,9.589566837383222e-05,0.0010548523206751054,0.00011803588290840416,0.0009442870632672333,2673,948,2502,1059,0.00016505862594847932,0.0006602345037939173,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FAME_pair60_v4_dfoursquare_mfame_p038_c2_s1_20260415_074012_032608_pid1164506.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/fame/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MFAME_P038_C2_S1.log,831.4524073600769,,2026-04-15T07:54:00.196837+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}"
foursquare,fdsa,FDSA,P039,C1,baseline_p14:foursquare:DIFSR:H3,H3,,PAIR60_V4_DFOURSQUARE_MFDSA_P039_C1_S1,R_FOURSQUARE_FDSA_P039_C1_S1,77,0,ok,0.2083,0.1714,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00019049409439665053,0.0009524704719832527,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FDSA_pair60_v4_dfoursquare_mfdsa_p039_c1_s1_20260415_074108_358556_pid1164818.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/fdsa/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MFDSA_P039_C1_S1.log,703.3954968452454,,2026-04-15T07:52:48.319227+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
foursquare,fdsa,FDSA,P039,C2,baseline_p14:foursquare:DIFSR:H4,H4,,PAIR60_V4_DFOURSQUARE_MFDSA_P039_C2_S1,R_FOURSQUARE_FDSA_P039_C2_S1,78,3,ok,0.1994,0.1662,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00013887019481515826,0.0006943509740757913,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FDSA_pair60_v4_dfoursquare_mfdsa_p039_c2_s1_20260415_074121_813201_pid1164930.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/fdsa/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MFDSA_P039_C2_S1.log,665.1341469287872,,2026-04-15T07:52:23.681704+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}"
foursquare,fearec,FEARec,P036,C1,baseline_p14:foursquare:FEARec:H1,H1,,PAIR60_V4_DFOURSQUARE_MFEAREC_P036_C1_S1,R_FOURSQUARE_FEAREC_P036_C1_S1,71,7,ok,0.177,0.1495,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00017748239349298848,0.0007099295739719539,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FEARec_pair60_v4_dfoursquare_mfearec_p036_c1_s1_20260415_073256_434567_pid1162974.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/fearec/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MFEAREC_P036_C1_S1.log,559.8157773017883,,2026-04-15T07:42:12.942173+00:00,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""global_ratio"": 0.85, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
foursquare,fearec,FEARec,P036,C2,baseline_p14:foursquare:FEARec:H2,H2,,PAIR60_V4_DFOURSQUARE_MFEAREC_P036_C2_S1,R_FOURSQUARE_FEAREC_P036_C2_S1,72,6,ok,0.1788,0.1505,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00015973415414368965,0.0006389366165747586,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FEARec_pair60_v4_dfoursquare_mfearec_p036_c2_s1_20260415_073553_656811_pid1163407.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/fearec/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MFEAREC_P036_C2_S1.log,258.37054228782654,,2026-04-15T07:40:08.741338+00:00,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""global_ratio"": 0.85, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
foursquare,featured_moe_n3,FeaturedMoE_N3,P040,C1,fmoe_p14:foursquare:A1:H2,H2,A1,PAIR60_V4_DFOURSQUARE_MFEATURED_MOE_N3_P040_C1_S1,R_FOURSQUARE_FEATURED_MOE_N3_P040_C1_S1,79,5,ok,0.2084,0.163,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00026030751045638315,0.0010412300418255326,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FeaturedMoE_N3_pair60_v4_dfoursquare_mfeatured_moe_n3_p040_c1_s1_20260415_074204_393194_pid1164965.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/featured_moe_n3/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MFEATURED_MOE_N3_P040_C1_S1.log,693.4023985862732,,2026-04-15T07:53:34.189708+00:00,"{""d_expert_hidden"": 160, ""d_feat_emb"": 12, ""d_ff"": 320, ""d_router_hidden"": 80, ""dropout"": 0.12, ""embedding_size"": 160, ""expert_scale"": 2, ""fmoe_architecture_id"": ""A1"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 160, ""max_len"": 20, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 5e-07}"
foursquare,featured_moe_n3,FeaturedMoE_N3,P040,C2,fmoe_p14:foursquare:A1:H1,H1,A1,PAIR60_V4_DFOURSQUARE_MFEATURED_MOE_N3_P040_C2_S1,R_FOURSQUARE_FEATURED_MOE_N3_P040_C2_S1,80,7,ok,0.2012,0.1664,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00023427675941074485,0.0009371070376429794,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FeaturedMoE_N3_pair60_v4_dfoursquare_mfeatured_moe_n3_p040_c2_s1_20260415_074217_577325_pid1165053.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/featured_moe_n3/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MFEATURED_MOE_N3_P040_C2_S1.log,1076.3071112632751,,2026-04-15T08:00:10.538014+00:00,"{""d_expert_hidden"": 128, ""d_feat_emb"": 12, ""d_ff"": 256, ""d_router_hidden"": 64, ""dropout"": 0.15, ""embedding_size"": 128, ""expert_scale"": 2, ""fmoe_architecture_id"": ""A1"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 128, ""max_len"": 20, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 1e-06}"
foursquare,gru4rec,GRU4Rec,P032,C1,baseline2_stageA:foursquare:gru4rec:A006,A006,,PAIR60_V4_DFOURSQUARE_MGRU4REC_P032_C1_S1,R_FOURSQUARE_GRU4REC_P032_C1_S1,63,3,ok,0.1507,0.1072,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00028366869980665836,0.0017020121988399499,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_GRU4Rec_pair60_v4_dfoursquare_mgru4rec_p032_c1_s1_20260415_071646_960338_pid1161203.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/gru4rec/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MGRU4REC_P032_C1_S1.log,477.28937220573425,,2026-04-15T07:24:40.965857+00:00,"{""dropout"": 0.3, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-05}"
foursquare,gru4rec,GRU4Rec,P032,C2,baseline2_stageA:foursquare:gru4rec:A009,A009,,PAIR60_V4_DFOURSQUARE_MGRU4REC_P032_C2_S1,R_FOURSQUARE_GRU4REC_P032_C2_S1,64,0,ok,0.1463,0.1091,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00028366869980665836,0.0017020121988399499,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_GRU4Rec_pair60_v4_dfoursquare_mgru4rec_p032_c2_s1_20260415_071948_600059_pid1161442.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/gru4rec/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MGRU4REC_P032_C2_S1.log,230.5210657119751,,2026-04-15T07:23:35.681432+00:00,"{""dropout"": 0.3, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 20, ""num_layers"": 1, ""weight_decay"": 1e-06}"
foursquare,sasrec,SASRec,P031,C1,baseline2_stageA:foursquare:sasrec:A008,A008,,PAIR60_V4_DFOURSQUARE_MSASREC_P031_C1_S1,R_FOURSQUARE_SASREC_P031_C1_S1,61,7,ok,0.2034,0.1675,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00019563358607355746,0.0011738015164413445,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_SASRec_pair60_v4_dfoursquare_msasrec_p031_c1_s1_20260415_071248_935966_pid1160730.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/sasrec/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MSASREC_P031_C1_S1.log,874.626540184021,,2026-04-15T07:27:20.258011+00:00,"{""dropout"": 0.25, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0005}"
foursquare,sasrec,SASRec,P031,C2,baseline2_stageA:foursquare:sasrec:A004,A004,,PAIR60_V4_DFOURSQUARE_MSASREC_P031_C2_S1,R_FOURSQUARE_SASREC_P031_C2_S1,62,6,ok,0.2013,0.168,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00017607022746620173,0.0010564213647972101,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_SASRec_pair60_v4_dfoursquare_msasrec_p031_c2_s1_20260415_071411_055616_pid1160812.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/sasrec/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MSASREC_P031_C2_S1.log,922.0746991634369,,2026-04-15T07:29:29.837898+00:00,"{""dropout"": 0.25, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 50, ""num_heads"": 2, ""num_layers"": 2, ""weight_decay"": 0.0005}"
foursquare,tisasrec,TiSASRec,P033,C1,baseline2_stageA:foursquare:tisasrec:A007,A007,,PAIR60_V4_DFOURSQUARE_MTISASREC_P033_C1_S1,R_FOURSQUARE_TISASREC_P033_C1_S1,65,4,ok,0.2001,0.1592,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00020264994448555864,0.0008511297668393464,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_TiSASRec_pair60_v4_dfoursquare_mtisasrec_p033_c1_s1_20260415_072150_051020_pid1161855.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/tisasrec/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MTISASREC_P033_C1_S1.log,1347.4789409637451,,2026-04-15T07:44:14.116113+00:00,"{""dropout"": 0.2, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""time_span"": 256, ""weight_decay"": 0.0001}"
foursquare,tisasrec,TiSASRec,P033,C2,baseline_p14:foursquare:TiSASRec:H3,H3,,PAIR60_V4_DFOURSQUARE_MTISASREC_P033_C2_S1,R_FOURSQUARE_TISASREC_P033_C2_S1,66,0,ok,0.205,0.1636,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00020264994448555864,0.0008511297668393464,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_TiSASRec_pair60_v4_dfoursquare_mtisasrec_p033_c2_s1_20260415_072339_046022_pid1161998.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/tisasrec/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MTISASREC_P033_C2_S1.log,1049.2366876602173,,2026-04-15T07:41:04.920879+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_heads"": 4, ""num_layers"": 2, ""time_span"": 384, ""weight_decay"": 0.0002}"
lastfm0.03,bsarec,BSARec,P055,C1,baseline_p14:lastfm0.03:BSARec:H3,H3,,PAIR60_V4_DLASTFM0_03_MBSAREC_P055_C1_S1,R_LASTFM0_03_BSAREC_P055_C1_S1,109,3,ok,0.2893,0.2839,0.0,0.0,0.0,0.0,3108,491,2754,685,0.00012264447262990154,0.0007358668357794092,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_BSARec_pair60_v4_dlastfm0_03_mbsarec_p055_c1_s1_20260415_095357_375945_pid1176857.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/bsarec/combo_C1/logs/PAIR60_V4_DLASTFM0_03_MBSAREC_P055_C1_S1.log,866.6516327857971,,2026-04-15T10:08:20.789996+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
lastfm0.03,bsarec,BSARec,P055,C2,baseline_p14:lastfm0.03:BSARec:H4,H4,,PAIR60_V4_DLASTFM0_03_MBSAREC_P055_C2_S1,R_LASTFM0_03_BSAREC_P055_C2_S1,110,7,ok,0.0195,0.023,0.0,0.0,0.0,0.0,3108,491,2754,685,8.940782054719823e-05,0.0005364469232831893,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_BSARec_pair60_v4_dlastfm0_03_mbsarec_p055_c2_s1_20260415_100041_823043_pid1176879.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/bsarec/combo_C2/logs/PAIR60_V4_DLASTFM0_03_MBSAREC_P055_C2_S1.log,1047.8885991573334,,2026-04-15T10:18:06.452468+00:00,"{""dropout"": 0.25, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}"
lastfm0.03,difsr,DIFSR,P057,C1,baseline_p14:lastfm0.03:DIFSR:H3,H3,,PAIR60_V4_DLASTFM0_03_MDIFSR_P057_C1_S1,R_LASTFM0_03_DIFSR_P057_C1_S1,113,4,ok,0.3067,0.302,0.0,0.0,0.0,0.0,3108,491,2754,685,9.553358920644963e-05,0.0005732015352386977,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_DIFSR_pair60_v4_dlastfm0_03_mdifsr_p057_c1_s1_20260415_101024_612560_pid1177286.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/difsr/combo_C1/logs/PAIR60_V4_DLASTFM0_03_MDIFSR_P057_C1_S1.log,1907.7499160766602,,2026-04-15T10:42:08.847369+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
lastfm0.03,difsr,DIFSR,P057,C2,baseline_p14:lastfm0.03:DIFSR:H4,H4,,PAIR60_V4_DLASTFM0_03_MDIFSR_P057_C2_S1,R_LASTFM0_03_DIFSR_P057_C2_S1,114,1,ok,0.0315,0.0348,0.0,0.0,0.0,0.0,3108,491,2754,685,6.964398653150179e-05,0.0004178639191890107,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_DIFSR_pair60_v4_dlastfm0_03_mdifsr_p057_c2_s1_20260415_101301_147025_pid1179268.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/difsr/combo_C2/logs/PAIR60_V4_DLASTFM0_03_MDIFSR_P057_C2_S1.log,186.06242060661316,,2026-04-15T10:16:03.800438+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}"
lastfm0.03,duorec,DuoRec,P054,C1,baseline_p14:lastfm0.03:DuoRec:H2,H2,,PAIR60_V4_DLASTFM0_03_MDUOREC_P054_C1_S1,R_LASTFM0_03_DUOREC_P054_C1_S1,107,1,ok,0.2755,0.2743,0.0,0.0,0.0,0.0,3108,491,2754,685,8.696263565463044e-05,0.00034785054261852176,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_DuoRec_pair60_v4_dlastfm0_03_mduorec_p054_c1_s1_20260415_094802_087786_pid1176817.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/duorec/combo_C1/logs/PAIR60_V4_DLASTFM0_03_MDUOREC_P054_C1_S1.log,1499.131868839264,,2026-04-15T10:12:57.735860+00:00,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
lastfm0.03,duorec,DuoRec,P054,C2,baseline_p14:lastfm0.03:DuoRec:H1,H1,,PAIR60_V4_DLASTFM0_03_MDUOREC_P054_C2_S1,R_LASTFM0_03_DUOREC_P054_C2_S1,108,6,ok,0.2412,0.241,0.0,0.0,0.0,0.0,3108,491,2754,685,7.826637208916739e-05,0.00031306548835666957,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_DuoRec_pair60_v4_dlastfm0_03_mduorec_p054_c2_s1_20260415_095159_877786_pid1176839.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/duorec/combo_C2/logs/PAIR60_V4_DLASTFM0_03_MDUOREC_P054_C2_S1.log,2637.518858909607,,2026-04-15T10:35:54.130825+00:00,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 1, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
lastfm0.03,fame,FAME,P058,C1,baseline_p14:lastfm0.03:FAME:H3,H3,,PAIR60_V4_DLASTFM0_03_MFAME_P058_C1_S1,R_LASTFM0_03_FAME_P058_C1_S1,115,1,ok,0.2314,0.2284,0.0,0.0,0.0,0.0,3108,491,2754,685,9.803060746521976e-05,0.00039212242986087905,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FAME_pair60_v4_dlastfm0_03_mfame_p058_c1_s1_20260415_101607_243450_pid1179461.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/fame/combo_C1/logs/PAIR60_V4_DLASTFM0_03_MFAME_P058_C1_S1.log,2100.015477657318,,2026-04-15T10:51:03.818282+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}"
lastfm0.03,fame,FAME,P058,C2,baseline_p14:lastfm0.03:FAME:H1,H1,,PAIR60_V4_DLASTFM0_03_MFAME_P058_C2_S1,R_LASTFM0_03_FAME_P058_C2_S1,116,7,ok,0.2529,0.2483,0.0,0.0,0.0,0.0,3108,491,2754,685,8.822754671869779e-05,0.00035291018687479115,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FAME_pair60_v4_dlastfm0_03_mfame_p058_c2_s1_20260415_101809_740083_pid1179590.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/fame/combo_C2/logs/PAIR60_V4_DLASTFM0_03_MFAME_P058_C2_S1.log,3903.9574975967407,,2026-04-15T11:23:10.412736+00:00,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}"
lastfm0.03,fdsa,FDSA,P059,C1,baseline_p14:lastfm0.03:DIFSR:H3,H3,,PAIR60_V4_DLASTFM0_03_MFDSA_P059_C1_S1,R_LASTFM0_03_FDSA_P059_C1_S1,117,6,ok,0.2997,0.2923,0.0,0.0,0.0,0.0,3108,491,2754,685,0.00010182337649086284,0.0005091168824543143,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FDSA_pair60_v4_dlastfm0_03_mfdsa_p059_c1_s1_20260415_103557_386490_pid1181160.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/fdsa/combo_C1/logs/PAIR60_V4_DLASTFM0_03_MFDSA_P059_C1_S1.log,2142.192211866379,,2026-04-15T11:11:36.325744+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
lastfm0.03,fdsa,FDSA,P059,C2,baseline_p14:lastfm0.03:DIFSR:H4,H4,,PAIR60_V4_DLASTFM0_03_MFDSA_P059_C2_S1,R_LASTFM0_03_FDSA_P059_C2_S1,118,5,ok,0.278,0.2747,0.0,0.0,0.0,0.0,3108,491,2754,685,7.422924146183902e-05,0.00037114620730919513,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FDSA_pair60_v4_dlastfm0_03_mfdsa_p059_c2_s1_20260415_103750_539524_pid1181288.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/fdsa/combo_C2/logs/PAIR60_V4_DLASTFM0_03_MFDSA_P059_C2_S1.log,1440.9283728599548,,2026-04-15T11:01:48.054117+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}"
lastfm0.03,fearec,FEARec,P056,C1,baseline_p14:lastfm0.03:FEARec:H2,H2,,PAIR60_V4_DLASTFM0_03_MFEAREC_P056_C1_S1,R_LASTFM0_03_FEAREC_P056_C1_S1,111,5,ok,0.3001,0.2911,0.0,0.0,0.0,0.0,3108,491,2754,685,9.486832980505138e-05,0.0003794733192202055,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FEARec_pair60_v4_dlastfm0_03_mfearec_p056_c1_s1_20260415_100331_546410_pid1176901.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/fearec/combo_C1/logs/PAIR60_V4_DLASTFM0_03_MFEAREC_P056_C1_S1.log,2059.009301185608,,2026-04-15T10:37:47.123552+00:00,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""global_ratio"": 0.85, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
lastfm0.03,fearec,FEARec,P056,C2,baseline_p14:lastfm0.03:FEARec:H1,H1,,PAIR60_V4_DLASTFM0_03_MFEAREC_P056_C2_S1,R_LASTFM0_03_FEAREC_P056_C2_S1,112,3,ok,0.2855,0.2838,0.0,0.0,0.0,0.0,3108,491,2754,685,8.538149682454624e-05,0.00034152598729818496,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FEARec_pair60_v4_dlastfm0_03_mfearec_p056_c2_s1_20260415_100824_091778_pid1176921.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/lastfm0_03/fearec/combo_C2/logs/PAIR60_V4_DLASTFM0_03_MFEAREC_P056_C2_S1.log,5239.4471645355225,,2026-04-15T11:35:40.239503+00:00,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""global_ratio"": 0.85, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
