phase,pair_id,triplet_id,comparison_role,source_dataset,target_dataset,hparam_id,seed,transfer_mode,policy,valid_mrr20,test_mrr20,baseline_test_mrr20,gain_mrr20,test_ndcg20,test_recall20,test_hit10,epochs_run,early_stopped,avg_epoch_time_sec,loaded_tensors,init_changed_tensors,train_changed_tensors,loaded_lr_scale,loaded_lr,route_entropy_macro,route_neff_macro,route_top1_macro,route_knn_js_macro,group_knn_js_macro,result_path
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,3,full_model_init,global_lr_0.5,0.0179,0.3379,0.338,-0.0001000000000000445,0.3457,0.374,0.3527,24,True,18.98629038532575,198,158,125,1.0,,1.3229362316627429,3.857506993179035,0.38574763581687965,0.0037917698339313462,0.012468978519881237,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_model_init_global_lr_0_5_s3_20260505_191038_517479_pid516798.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,feature_encoder_init,std,0.0183,0.3376,0.3353,0.0023000000000000242,0.3441,0.3673,0.355,18,True,16.688446429040695,30,27,24,1.0,,1.1992238505519726,2.973936776339772,0.9616982550548016,0.00347149457274658,0.007561870628372196,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_init_std_s4_20260505_191044_202499_pid516809.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,group_router_init,std,0.0182,0.3361,0.3353,0.0008000000000000229,0.3426,0.3651,0.3561,18,True,25.630377292633057,24,24,24,1.0,,1.2238452195772167,3.009987262842314,0.979939065405769,0.002865561555882596,0.00568084738601375,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_group_router_init_std_s4_20260505_191623_530542_pid516839.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,feature_encoder_group_router_init,std,0.018,0.3394,0.3353,0.0040999999999999925,0.3481,0.3796,0.3606,14,True,17.159862892968313,54,51,48,1.0,,1.308788421066949,3.7053513887655773,0.41965734182724646,0.0028133584486140155,0.008380537477347742,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_group_router_init_st_20260505_191633_765650_pid516850.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,feature_encoder_a12_router_init,std,0.018,0.3394,0.3353,0.0040999999999999925,0.3481,0.3796,0.3606,14,True,19.306194305419922,102,75,48,1.0,,1.308788421066949,3.7053513887655773,0.41965734182724646,0.0028133584486140155,0.008380537477347742,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_a12_router_init_std__20260505_191633_758328_pid516851.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,full_except_feature_router_init,std,0.0178,0.3383,0.3353,0.0030000000000000027,0.3469,0.3796,0.355,14,True,16.951464857373917,96,83,77,1.0,,1.2622537283489297,3.312808677444757,0.9721441854944012,0.0016796875081766874,0.004325197096653208,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_except_feature_router_init_std__20260505_191859_077024_pid516900.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,full_model_init,std,0.0183,0.3383,0.3353,0.0030000000000000027,0.3467,0.3774,0.3527,14,True,16.810989822660172,198,158,125,1.0,,1.2497010381014324,3.4415684504730892,0.771139160368773,0.004636726368492282,0.01490749540108209,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_model_init_std_s4_20260505_192114_233940_pid516920.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,feature_encoder_init,loaded_lr_0.35,0.0184,0.3365,0.3353,0.0012000000000000344,0.3429,0.3651,0.355,18,True,18.23067847887675,30,27,24,0.35,0.00019166,1.2537672213182052,3.2200534755766013,0.9645471451746923,0.0024163519256146983,0.005239038134888603,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_init_loaded_lr_0_35__20260505_192149_297538_pid516940.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,group_router_init,loaded_lr_0.35,0.018,0.3362,0.3353,0.0009000000000000119,0.3431,0.3673,0.3561,18,True,16.662760257720947,24,24,24,0.35,0.00019166,1.2604611548144264,3.193140954317565,0.9680291219878923,0.0019001147855380904,0.003767250810019729,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_group_router_init_loaded_lr_0_35_s4_20260505_192339_659542_pid516960.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,feature_encoder_group_router_init,loaded_lr_0.35,0.0186,0.3303,0.3353,-0.0050000000000000044,0.3373,0.3628,0.3449,23,True,16.77516676032025,54,51,48,0.35,0.00019166,1.2526720709848456,3.5998974781623443,0.4990701539192023,0.00548817137712477,0.01965148192059827,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_group_router_init_lo_20260505_192449_791045_pid516980.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,feature_encoder_a12_router_init,loaded_lr_0.35,0.0186,0.3303,0.3353,-0.0050000000000000044,0.3373,0.3628,0.3449,23,True,17.0452022863471,102,75,48,0.35,0.00019166,1.2526720709848456,3.5998974781623443,0.4990701539192023,0.00548817137712477,0.01965148192059827,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_a12_router_init_load_20260505_192549_300088_pid517000.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,full_except_feature_router_init,loaded_lr_0.35,0.0183,0.3315,0.3353,-0.00379999999999997,0.3394,0.3684,0.3471,20,True,16.58180626630783,96,83,77,0.35,0.00019166,1.2717375478524513,3.509356560008869,0.7344201321568472,0.00418393957373005,0.010480783434723678,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_except_feature_router_init_load_20260505_192759_600635_pid517020.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,full_model_init,loaded_lr_0.35,0.0188,0.3232,0.3353,-0.0121,0.3304,0.3561,0.3404,26,True,17.098250801746662,198,158,125,0.35,0.00019166,1.222405472861354,3.44209907689044,0.6053100146401298,0.005980976515751152,0.020322479974136724,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_model_init_loaded_lr_0_35_s4_20260505_192919_945432_pid517040.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,feature_encoder_a12_router_init,global_lr_0.5,0.0191,0.3395,0.3353,0.004200000000000037,0.3475,0.3763,0.3606,18,True,16.943884942266678,102,75,48,1.0,,1.3125414226645036,3.723314903786938,0.40311795196454714,0.0027563398175322693,0.00821154006517557,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_a12_router_init_glob_20260505_193154_842744_pid517060.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,full_except_feature_router_init,global_lr_0.5,0.0176,0.3383,0.3353,0.0030000000000000027,0.346,0.374,0.3539,18,True,16.45536054505242,96,83,77,1.0,,1.2621235483519961,3.3133255311778793,0.9724211609227239,0.001705657553420676,0.004444389896550905,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_except_feature_router_init_glob_20260505_193305_655888_pid517080.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,4,full_model_init,global_lr_0.5,0.0184,0.3365,0.3353,0.0012000000000000344,0.3458,0.3807,0.355,17,True,16.561898455900305,198,158,125,1.0,,1.262381551272603,3.5022483447669335,0.7449847663514423,0.004257177345818811,0.013835088223448888,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_model_init_global_lr_0_5_s4_20260505_193409_860881_pid517100.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,feature_encoder_init,std,0.0191,0.3403,0.3344,0.005900000000000016,0.3496,0.3841,0.3628,15,True,16.887888034184773,30,27,24,1.0,,1.2808936568917422,3.3365450090686353,0.9653385035413287,0.0024581218522151697,0.005158497967628726,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_init_std_s5_20260505_193725_074446_pid517121.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,group_router_init,std,0.0192,0.3411,0.3344,0.006700000000000039,0.3496,0.3807,0.3583,15,True,17.00067122777303,24,24,24,1.0,,1.321532459294504,3.6490692024438465,0.6612590511613184,0.001521801941733457,0.003605716533066716,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_group_router_init_std_s5_20260505_193740_200472_pid517132.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,feature_encoder_group_router_init,std,0.0188,0.3414,0.3344,0.007000000000000006,0.3515,0.3897,0.3606,15,True,17.261943165461222,54,51,48,1.0,,1.3011147951865627,3.6367462497688723,0.5482530764056504,0.002764755809399086,0.007826713058872883,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_group_router_init_st_20260505_193840_215748_pid517160.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,feature_encoder_a12_router_init,std,0.0188,0.3414,0.3344,0.007000000000000006,0.3515,0.3897,0.3606,15,True,17.103766441345215,102,75,48,1.0,,1.3011147951865627,3.6367462497688723,0.5482530764056504,0.002764755809399086,0.007826713058872883,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_a12_router_init_std__20260505_193935_675050_pid517180.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,full_except_feature_router_init,std,0.017,0.3368,0.3344,0.0024000000000000132,0.3451,0.3763,0.3505,13,True,17.21686918918903,96,83,77,1.0,,1.1914597285146205,2.8082552300715955,0.9914137617219958,0.0020783660956265825,0.0041691436533179745,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_except_feature_router_init_std__20260505_194220_403887_pid517201.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,full_model_init,std,0.0173,0.334,0.3344,-0.00039999999999995595,0.3407,0.3651,0.3483,26,True,20.28302173431103,198,158,125,1.0,,1.1067409126711312,2.7905842902955382,0.9283029319827484,0.012371163533121628,0.028282474333574243,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_model_init_std_s5_20260505_194235_696107_pid517212.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,feature_encoder_init,loaded_lr_0.35,0.0191,0.3403,0.3344,0.005900000000000016,0.3488,0.3796,0.3595,15,True,16.63475357691447,30,27,24,0.35,0.00019166,1.299717630351561,3.4319801321245222,0.9811261029557234,0.0018479757971271646,0.0036804914542626363,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_init_loaded_lr_0_35__20260505_194340_731429_pid517240.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,group_router_init,loaded_lr_0.35,0.019,0.3411,0.3344,0.006700000000000039,0.3497,0.3819,0.3595,15,True,17.83975822130839,24,24,24,0.35,0.00019166,1.3284753538237446,3.680726684606788,0.6550073200648914,0.0012913356681795384,0.0032431907604748467,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_group_router_init_loaded_lr_0_35_s5_20260505_194435_604428_pid517260.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,feature_encoder_group_router_init,loaded_lr_0.35,0.0187,0.3395,0.3344,0.005100000000000049,0.3496,0.3875,0.3606,15,True,17.392629686991373,54,51,48,0.35,0.00019166,1.3154929807131128,3.711352639772592,0.6635144225062319,0.002522914196362186,0.007273648561290688,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_group_router_init_lo_20260505_194645_909658_pid517280.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,feature_encoder_a12_router_init,loaded_lr_0.35,0.0187,0.3395,0.3344,0.005100000000000049,0.3496,0.3875,0.3606,15,True,16.736529858907065,102,75,48,0.35,0.00019166,1.3154929807131128,3.711352639772592,0.6635144225062319,0.002522914196362186,0.007273648561290688,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_a12_router_init_load_20260505_194830_731968_pid517300.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,full_except_feature_router_init,loaded_lr_0.35,0.0173,0.33,0.3344,-0.0043999999999999595,0.34,0.3763,0.3527,16,True,16.80439005792141,96,83,77,0.35,0.00019166,1.1252721840007123,2.567852921792383,0.9852411664622325,0.0040482751094603345,0.008137139227431854,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_except_feature_router_init_load_20260505_194945_802125_pid517320.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,full_model_init,loaded_lr_0.35,0.0176,0.3323,0.3344,-0.0020999999999999908,0.3414,0.374,0.3539,20,True,17.068390560150146,198,158,125,0.35,0.00019166,1.3365685773849563,3.9435425117083063,0.6023819886835754,0.0037887392809950442,0.011290392149308982,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_model_init_loaded_lr_0_35_s5_20260505_195146_365939_pid517340.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,feature_encoder_a12_router_init,global_lr_0.5,0.018,0.3351,0.3344,0.0007000000000000339,0.3458,0.3841,0.3651,15,True,17.233071899414064,102,75,48,1.0,,1.3244680587979267,3.7229554964202216,0.6799351086139358,0.0020193173293217006,0.0055022281590581925,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_feature_encoder_a12_router_init_glob_20260505_195206_084252_pid517355.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,full_except_feature_router_init,global_lr_0.5,0.0167,0.3378,0.3344,0.003400000000000014,0.3463,0.3774,0.3572,22,True,16.879512483423408,96,83,77,1.0,,1.1532184173821864,2.6876020433009615,0.9718276421477466,0.0036189297874779933,0.0078119822794043975,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_except_feature_router_init_glob_20260505_195321_266816_pid517380.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_5,5,full_model_init,global_lr_0.5,0.0178,0.3352,0.3344,0.0008000000000000229,0.344,0.3763,0.3561,25,True,16.472647581100464,198,158,125,1.0,,1.1930479708458632,3.0401942133039266,0.9522810904918292,0.006335027083631037,0.015613774498315088,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_5_full_model_init_global_lr_0_5_s5_20260505_195456_120401_pid517400.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_init,std,0.0183,0.3346,0.3352,-0.0005999999999999894,0.341,0.3639,0.3539,31,True,17.385833363379202,30,27,24,1.0,,1.2095400646811816,3.3551670697501597,0.5788786451944763,0.00480032757576209,0.013800777752558207,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_feature_encoder_init_std_s1_20260505_195706_286530_pid517420.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,group_router_init,std,0.0179,0.3383,0.3352,0.0030999999999999917,0.3479,0.383,0.3572,17,True,16.510738078285666,24,24,24,1.0,,1.2816017448833736,3.5175505734422585,0.4952716337593479,0.0020620309819354777,0.004857533112291814,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_group_router_init_std_s1_20260505_195811_481176_pid517440.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_group_router_init,std,0.0174,0.3402,0.3352,0.0050000000000000044,0.3467,0.3707,0.3595,31,True,17.028980585836596,54,51,48,1.0,,1.1566600148256043,2.8221523575947502,0.9388279982590116,0.00777128513420129,0.01655268962126386,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_feature_encoder_group_router_init_std_s1_20260505_200011_416872_pid517460.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_a12_router_init,std,0.0174,0.3402,0.3352,0.0050000000000000044,0.3467,0.3707,0.3595,31,True,16.421895642434396,102,75,48,1.0,,1.1566600148256043,2.8221523575947502,0.9388279982590116,0.00777128513420129,0.01655268962126386,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_feature_encoder_a12_router_init_std_s1_20260505_200226_894048_pid517480.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,full_except_feature_router_init,std,0.0188,0.3354,0.3352,0.00019999999999997797,0.3447,0.3785,0.3561,16,True,16.59916476905346,96,83,77,1.0,,1.2590438968958968,3.407478116826433,0.6743560321291497,0.0026575501696250547,0.0069564209900164,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_full_except_feature_router_init_std_s1_20260505_200332_122972_pid517500.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,full_model_init,std,0.0185,0.3388,0.3352,0.003599999999999992,0.3483,0.383,0.3628,16,True,16.931850165128708,198,158,125,1.0,,1.2007084589408656,2.9531001387641727,0.9588493649349108,0.004517839512984458,0.010382947733689118,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_full_model_init_std_s1_20260505_200647_139485_pid517520.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_init,loaded_lr_0.35,0.0184,0.3338,0.3352,-0.0014000000000000123,0.342,0.3718,0.3516,26,True,16.64119894687946,30,27,24,0.35,0.00019166,1.2616094745380446,3.4658828642941604,0.46769279468207176,0.0026731854951460043,0.00740223095804734,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_feature_encoder_init_loaded_lr_0_35_s1_20260505_200837_030140_pid517540.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,group_router_init,loaded_lr_0.35,0.018,0.3369,0.3352,0.0016999999999999793,0.3455,0.3774,0.3527,21,True,16.79094874291193,24,24,24,0.35,0.00019166,1.266121994692953,3.4758411227296717,0.4565346417124995,0.0027602105251071317,0.00629457121884765,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_group_router_init_loaded_lr_0_35_s1_20260505_200942_206523_pid517560.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_group_router_init,loaded_lr_0.35,0.0178,0.3355,0.3352,0.00030000000000002247,0.3424,0.3673,0.3483,34,True,16.519425013486078,54,51,48,0.35,0.00019166,1.236953019897717,3.145574849824499,0.9535076959601155,0.004109981571752434,0.009648356447222574,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_feature_encoder_group_router_init_loaded_20260505_201137_050389_pid517580.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,feature_encoder_a12_router_init,loaded_lr_0.35,0.0178,0.3355,0.3352,0.00030000000000002247,0.3424,0.3673,0.3483,34,True,17.203966288005603,102,75,48,0.35,0.00019166,1.236953019897717,3.145574849824499,0.9535076959601155,0.004109981571752434,0.009648356447222574,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_feature_encoder_a12_router_init_loaded_l_20260505_201157_413646_pid517599.json
transfer,lastfm_to_KuaiRec,,pair,lastfm0.03,KuaiRecLargeStrictPosV2_0.2,shared_3,1,full_except_feature_router_init,loaded_lr_0.35,0.0186,0.3266,0.3352,-0.008599999999999997,0.3355,0.3673,0.3449,30,True,17.28887860774994,96,83,77,0.35,0.00019166,1.2488148171962172,3.4363932857135686,0.5514185098721957,0.005022866073830804,0.011914361712250514,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_lastfm_to_kuairec_shared_3_full_except_feature_router_init_loaded_l_20260505_201617_575707_pid517621.json
