dataset,split,tier,group,available_sessions,selected_sessions,quota,selection_score_mean,selection_score_median,selection_score_min,selection_score_max,core_score_mean,balance_score_mean
KuaiRecLargeStrictPosV2_0.2,valid,permissive,focus_plus,1589,62,62,0.4433629207341645,0.43727225473769993,0.435472734769,0.507225203218,0.5032526186248387,0.11159057747647304
KuaiRecLargeStrictPosV2_0.2,valid,permissive,focus_minus,474,62,62,0.8085465289464486,0.805835639035,0.805835639035,0.8923288322859999,0.9388783096329036,0.0707133321470752
KuaiRecLargeStrictPosV2_0.2,valid,permissive,tempo_plus,802,62,62,0.6043767700983148,0.5967851403283333,0.5926334175714666,0.6814594309616666,0.6817850581891398,0.17890442768569884
KuaiRecLargeStrictPosV2_0.2,valid,permissive,tempo_minus,1430,62,62,0.706505523496643,0.7014947865191666,0.6990634034903332,0.7750127817516667,0.8070908413301076,0.1397311580054193
KuaiRecLargeStrictPosV2_0.2,valid,permissive,exposure_plus,1142,62,62,0.637065949222716,0.6059697918781666,0.5733642129283334,0.7665028101597666,0.7235521225540001,0.15336804289006442
KuaiRecLargeStrictPosV2_0.2,valid,permissive,exposure_minus,1879,62,62,0.5547994385787737,0.5429267031358334,0.5391276997511668,0.6973095096358333,0.6253042817180967,0.1573146144207096
KuaiRecLargeStrictPosV2_0.2,valid,pure,memory_plus,842,94,94,0.32372335727865104,0.30340122107475,0.182497979395,0.615419797159,0.28543379200768093,0.7118795112058866
KuaiRecLargeStrictPosV2_0.2,valid,pure,memory_minus,94,94,94,0.970651120047419,0.9741721915441,0.9270220162561,0.9936583424641,0.9959183673459998,0.8274700520221279
KuaiRecLargeStrictPosV2_0.2,valid,pure,focus_plus,1310,94,94,0.7870331042934554,0.862,0.6279160521739999,0.99439040889,0.883443790921277,0.24192937205849646
KuaiRecLargeStrictPosV2_0.2,valid,pure,focus_minus,874,94,94,0.83268038669017,0.8316666666629999,0.8316666666629999,0.839,0.9685097939821279,0.0629804120357446
KuaiRecLargeStrictPosV2_0.2,valid,pure,tempo_plus,465,94,94,0.7437560350726178,0.7370176317421833,0.7135734199450333,0.8350832582102665,0.8574773228919397,0.10984974961394321
KuaiRecLargeStrictPosV2_0.2,valid,pure,tempo_minus,1326,94,94,0.8253960877579859,0.82306355836,0.8185635583599999,0.8905202169516666,0.9503196085755319,0.12017311668468078
KuaiRecLargeStrictPosV2_0.2,valid,pure,exposure_plus,684,94,94,0.6243580494513954,0.6145534047658334,0.5997742429256666,0.786719819885,0.7101776134232981,0.1413629259658155
KuaiRecLargeStrictPosV2_0.2,valid,pure,exposure_minus,2028,94,94,0.6946458881565101,0.6906104773046251,0.6783878788555,0.7677315073958333,0.7998484728318974,0.09948577861994318
beauty,test,permissive,memory_plus,24,24,24,0.051285853967985656,0.0521192759509086,0.0468124360677927,0.0537913720028765,0.04,0.11523902645323791
beauty,test,permissive,memory_minus,50,24,24,0.9503765979626859,0.9483806348597044,0.9382433964995484,0.9712523373310596,0.98749957000344,0.7400130897317464
beauty,test,permissive,focus_plus,213,24,24,0.5480996737074596,0.5439383989427062,0.537,0.5963589087120861,0.6354186541639136,0.053292117787553835
beauty,test,permissive,focus_minus,162,24,24,0.7645574961580287,0.7630231194868127,0.7614803394709974,0.7955657039333144,0.8893857782252795,0.05719723111027453
beauty,test,permissive,tempo_plus,0,0,24,,,,,,
beauty,test,permissive,tempo_minus,137,24,24,0.7997713594055624,0.798615258641334,0.7966939572680691,0.8100362813689395,0.9313477664505054,0.054171719484219415
beauty,test,permissive,exposure_plus,258,24,24,0.45146543808310624,0.4356260299111314,0.4340540159348013,0.5643975815835205,0.519367722964574,0.0666858237547892
beauty,test,permissive,exposure_minus,137,24,24,0.5816414449383397,0.5804965005031023,0.5799800076882857,0.5996620608073894,0.6709473388726916,0.07557471264367807
beauty,test,pure,memory_plus,182,34,34,0.1584373275907517,0.1576137830716456,0.1458769887440481,0.1727220432688179,0.04,0.8295821839383447
beauty,test,pure,memory_minus,34,34,34,0.9398477196378395,0.9445900254881621,0.8598133734835167,0.9768000811906704,0.9929916426865776,0.6386988223616562
beauty,test,pure,focus_plus,136,34,34,0.7471528141054611,0.6946785865399363,0.6627722238691484,0.862,0.8669187537061137,0.06847915636842966
beauty,test,pure,focus_minus,115,34,34,0.8271899215680332,0.828,0.8094124430746801,0.8362499999999999,0.9606789562449006,0.07075205839911713
beauty,test,pure,tempo_plus,218,34,34,0.6989603300724808,0.6989603300724808,0.6989603300724808,0.6989603300724808,0.8081886236146834,0.07999999999999992
beauty,test,pure,tempo_minus,133,34,34,0.8223156732922403,0.8227700310643087,0.8178532221528235,0.8284014621915567,0.9553473386415696,0.06846956964604015
beauty,test,pure,exposure_plus,292,34,34,0.5821889938822072,0.5697141183987757,0.5375826001819024,0.707384478720234,0.673346824223432,0.06562795528193444
beauty,test,pure,exposure_minus,119,34,34,0.6052498140882655,0.6035169424630397,0.5967760137195677,0.6250766727312387,0.7013687007115158,0.060576123223181975
beauty,valid,permissive,memory_plus,23,23,23,0.05211199354341063,0.0525989834219536,0.0480849394264453,0.0555510350207493,0.040000000000000015,0.12074662362273791
beauty,valid,permissive,memory_minus,40,23,23,0.9576401369196523,0.95245624349112,0.9462831437042318,0.984621077009186,0.9885514918816846,0.7824757921348052
beauty,valid,permissive,focus_plus,226,23,23,0.5508926650618601,0.5452230415440701,0.5406738586123196,0.607401885886202,0.6391183965808765,0.0509468531207661
beauty,valid,permissive,focus_minus,160,23,23,0.7599617299765363,0.7608410145032516,0.7572894317151153,0.7641863963109353,0.8838278299322057,0.058053830227743235
beauty,valid,permissive,tempo_plus,0,0,23,,,,,,
beauty,valid,permissive,tempo_minus,134,23,23,0.7941576922325566,0.7913409186698284,0.7899641893952789,0.8089526494712425,0.9249660279713374,0.05291045637946651
beauty,valid,permissive,exposure_plus,350,23,23,0.4579789876892524,0.4366775811971597,0.4362827004219409,0.7072614138663496,0.5282987274224106,0.05950046253469001
beauty,valid,permissive,exposure_minus,139,23,23,0.5831925176916606,0.5812933487099047,0.5801012658227848,0.6058834479649046,0.6749949519776733,0.06297872340425523
beauty,valid,pure,memory_plus,220,26,26,0.1683150160164851,0.1672758031481176,0.1636324393663132,0.1727677375703232,0.04,0.8954334401099009
beauty,valid,pure,memory_minus,26,26,26,0.9489239967202666,0.9451541404058423,0.917244505876576,0.9841887390326244,0.9938121040025655,0.694558055453907
beauty,valid,pure,focus_plus,169,26,26,0.8179844763702764,0.861,0.6770346752600519,0.862,0.9499267918512623,0.07031135531135524
beauty,valid,pure,focus_minus,155,26,26,0.8288461538461538,0.828,0.828,0.8316666666666667,0.9615384615384616,0.07692307692307683
beauty,valid,pure,tempo_plus,224,26,26,0.6989603300724808,0.6989603300724808,0.6989603300724808,0.6989603300724808,0.8081886236146834,0.0799999999999999
beauty,valid,pure,tempo_minus,111,26,26,0.8216405744503403,0.820760821371046,0.818635397933678,0.8284570237912975,0.9544882647056364,0.06883699633699628
beauty,valid,pure,exposure_plus,322,26,26,0.6153159696851377,0.5919735059274163,0.5776759268955186,0.7264747226490961,0.7120556333723018,0.06712454212454205
beauty,valid,pure,exposure_minus,147,26,26,0.6085603179197934,0.6057972872337829,0.602158370702462,0.6249416695058478,0.7039396425978489,0.06807747807747801
foursquare,test,permissive,memory_plus,402,302,302,0.3195484871441619,0.2646019079937,0.221243999213,0.680000000017,0.28742749649223176,0.5853460440941501
foursquare,test,permissive,memory_minus,302,302,302,0.923036483121684,0.9348513786454999,0.816,0.965312359691,0.9631759484587019,0.6955795128785821
foursquare,test,permissive,focus_plus,624,302,302,0.6245725995547526,0.5722230415399999,0.5722230415399999,0.857323792286,0.6963164170103311,0.2180545723775717
foursquare,test,permissive,focus_minus,1495,302,302,0.8066072919604066,0.795,0.795,0.8998810907495999,0.9114531293741723,0.21614595552012772
foursquare,test,permissive,tempo_plus,819,302,302,0.6957467725734545,0.6457613079361499,0.5964855290114367,0.8436798345026032,0.7986945650014186,0.11637533425405736
foursquare,test,permissive,tempo_minus,965,302,302,0.751242833802664,0.7462016120608332,0.717726178445,0.8266888962051999,0.8330371828183223,0.3047018869407108
foursquare,test,permissive,exposure_plus,795,302,302,0.6054193136225543,0.5897744519776666,0.5787352343150001,0.6937485053139998,0.6526470059313465,0.3454153429698631
foursquare,test,permissive,exposure_minus,1160,302,302,0.552245259718002,0.5477931208559668,0.5381268434966666,0.6354300317833332,0.6102607534550772,0.22892083783968423
foursquare,test,pure,memory_plus,433,201,201,0.48654934293843627,0.4791404672109999,0.4181480265589999,0.6852154780877999,0.48177809032279595,0.6162091597257313
foursquare,test,pure,memory_minus,201,201,201,0.9517460911844502,0.9561797889853,0.8474656958869999,0.9847165807621,0.9781658581635323,0.8020340783029849
foursquare,test,pure,focus_plus,532,201,201,0.8973188081715652,0.88,0.88,0.97,1.0,0.31545872114376583
foursquare,test,pure,focus_minus,685,201,201,0.831142915681224,0.8225,0.8225,0.9412433516702,0.9521486972261689,0.14720845314713094
foursquare,test,pure,tempo_plus,724,201,201,0.8569097348717342,0.8598899940593833,0.8268617980283334,0.9078320789543332,0.975320410116871,0.18941297050013925
foursquare,test,pure,tempo_minus,1022,201,201,0.8193944886278203,0.8100381017683334,0.80013400017,0.8981086436469999,0.8942409720262023,0.4128352521722653
foursquare,test,pure,exposure_plus,795,201,201,0.689322877393349,0.6762069960399999,0.6426217570303333,0.83553376096,0.7560599800102821,0.31581770128339964
foursquare,test,pure,exposure_minus,1352,201,201,0.6190801371941157,0.6130451994363333,0.6104333295513332,0.708925764105,0.6952429677716417,0.19402355448255382
foursquare,valid,permissive,memory_plus,392,338,338,0.30138294085439166,0.2569856963042,0.1805991809996999,0.793333333322,0.265848606825142,0.5906549308843096
foursquare,valid,permissive,memory_minus,338,338,338,0.9252807182852746,0.9369829081459999,0.816,0.967215541683,0.9635268769899942,0.708552485625198
foursquare,valid,permissive,focus_plus,535,338,338,0.5590120526154733,0.5328621731375001,0.505779579493,0.8582737321499,0.6227522139647929,0.1985267942834706
foursquare,valid,permissive,focus_minus,1521,338,338,0.8076489027695255,0.795,0.795,0.9192156375522,0.9116399436576925,0.22267228943727801
foursquare,valid,permissive,tempo_plus,838,338,338,0.6896308784521591,0.644901120793075,0.6056080679003334,0.8436798345026032,0.7878476316788334,0.14211554744807886
foursquare,valid,permissive,tempo_minus,969,338,338,0.731905502439255,0.7196908328208333,0.7021760668233333,0.809822062159,0.8122822637708086,0.29025552800642207
foursquare,valid,permissive,exposure_plus,976,338,338,0.6094129469292531,0.5873736512455,0.5731463247133333,0.7894667796099999,0.6711714684638067,0.2659647480120457
foursquare,valid,permissive,exposure_minus,1290,338,338,0.5749736510505556,0.5677414741189999,0.5600028820116667,0.6552379245433332,0.6414187137577909,0.20460086125359206
foursquare,valid,pure,memory_plus,427,201,201,0.49045717031980796,0.4786836037199999,0.4176470847309999,0.6464606395550001,0.4873338915306468,0.6251083732679767
foursquare,valid,pure,memory_minus,201,201,201,0.9431762453751847,0.951357187781,0.8443269173089999,0.9790642144541,0.9771183818145275,0.7508374722189087
foursquare,valid,pure,focus_plus,723,201,201,0.8966097751103181,0.88,0.88,0.97,1.0,0.31073183406878535
foursquare,valid,pure,focus_minus,697,201,201,0.8282721750592418,0.8225,0.8225,0.926274744531,0.9532202470467661,0.1208975506072503
foursquare,valid,pure,tempo_plus,717,201,201,0.8598277928615594,0.86144962703255,0.825295321954,0.94568565437775,0.9760911697133631,0.20569631249771136
foursquare,valid,pure,tempo_minus,1037,201,201,0.8186539399084882,0.8096908007216668,0.7990033480766666,0.8898426016783333,0.8907249973149253,0.42645991011601325
foursquare,valid,pure,exposure_plus,682,201,201,0.6686817215061126,0.6581240329033334,0.6231663800566667,0.79822651007,0.7215687511762853,0.3752607852794129
foursquare,valid,pure,exposure_minus,1244,201,201,0.6265736677539306,0.6224089520633334,0.61233905943,0.7229480816064666,0.7058387537616915,0.18990029035196349
lastfm0.03,test,permissive,memory_plus,813,13,13,0.35639202596129227,0.3553458917214999,0.35033542701,0.3661284836624,0.2738773315215385,0.8314997790584615
lastfm0.03,test,permissive,memory_minus,143,13,13,0.9864614128526846,0.9873851852416,0.9833052415393,0.9890687259949,0.9940912609364615,0.9432256070446152
lastfm0.03,test,permissive,focus_plus,13,13,13,0.8513730965995723,0.85134430298474,0.8512244897962,0.8515173916652999,1.0,0.009153977330482009
lastfm0.03,test,permissive,focus_minus,699,13,13,0.7894130989867537,0.7855793514656,0.776290793323,0.8231836875809999,0.8365492658753847,0.5411591401094359
lastfm0.03,test,permissive,tempo_plus,1197,13,13,0.7463269800334312,0.7452447366017699,0.7396952112200001,0.7553999581933334,0.7412787237661179,0.8164797359394871
lastfm0.03,test,permissive,tempo_minus,1592,13,13,0.7878202302849334,0.7824183300666666,0.778068217065,0.8065210980883333,0.7959230046179487,0.750247567592718
lastfm0.03,test,permissive,exposure_plus,1193,13,13,0.6854931454547436,0.684351444578,0.6780958076233333,0.6958627434349999,0.6615022288,0.8360231030015386
lastfm0.03,test,permissive,exposure_minus,1794,13,13,0.5853189412579127,0.583148394084,0.5726811537123333,0.6019317309516666,0.5560717835948717,0.768982440218564
lastfm0.03,test,pure,memory_plus,904,128,128,0.6730038737600483,0.6544249732089,0.5772093023427001,0.826644829308,0.7334556780099688,0.42040646470255205
lastfm0.03,test,pure,memory_minus,128,128,128,0.9634168262034968,0.97353035890555,0.8455263157901,0.9904192685541,0.9954684416484063,0.7817910053490105
lastfm0.03,test,pure,focus_plus,1313,128,128,0.9623755981300899,0.96080374374,0.94700299862,0.99433352254,1.0,0.7491706542005989
lastfm0.03,test,pure,focus_minus,645,128,128,0.8140932879004827,0.809424929496,0.7873638880580001,0.911113670006,0.914230194859375,0.25732511599290625
lastfm0.03,test,pure,tempo_plus,948,128,128,0.8549961913510321,0.8406808106702933,0.8066925430624999,0.9872866278161032,0.9527444676194883,0.35552460282209375
lastfm0.03,test,pure,tempo_minus,1489,128,128,0.8857395059325651,0.8783026153078668,0.85892809641,0.9570767652638666,0.9763156172591145,0.4315190412400103
lastfm0.03,test,pure,exposure_plus,952,128,128,0.6921383195692062,0.6821983143815,0.6602497583883332,0.8289905048466668,0.7605623315174479,0.32024260350953127
lastfm0.03,test,pure,exposure_minus,1671,128,128,0.6339399990731401,0.6284373434176334,0.6106905829983333,0.7046631085186333,0.7005653631928386,0.3554424007701531
lastfm0.03,valid,permissive,memory_plus,659,13,13,0.30960175705177223,0.30645660606,0.30209316009,0.3242831522921,0.2142951675241538,0.8496724310416102
lastfm0.03,valid,permissive,memory_minus,135,13,13,0.9854359488617462,0.9848483954231,0.9826614117331,0.9888092875031,0.9942747155247695,0.9353496044379489
lastfm0.03,valid,permissive,focus_plus,13,13,13,0.8513545942488538,0.8513523042,0.8512244897962,0.8514608252,1.0,0.00903062832569227
lastfm0.03,valid,permissive,focus_minus,681,13,13,0.807474490939446,0.8067018070649999,0.799935391722,0.8302661062960001,0.8359680229907693,0.6594024406510768
lastfm0.03,valid,permissive,tempo_plus,1357,13,13,0.7312921579864541,0.7295419569533335,0.72302031002,0.7491371875363999,0.7305318959048358,0.7860912791639999
lastfm0.03,valid,permissive,tempo_minus,1677,13,13,0.7960218031663436,0.7945377213166667,0.7850479942833333,0.8240939163866667,0.8060241941846156,0.760923626465436
lastfm0.03,valid,permissive,exposure_plus,1318,13,13,0.6770109815861025,0.67485957065,0.6710743869901332,0.6852452579716667,0.6572597469897435,0.8200571219005128
lastfm0.03,valid,permissive,exposure_minus,1840,13,13,0.6055015192504769,0.6033768856983334,0.5930262987683332,0.624347804452,0.5790397532564102,0.7725605753775384
lastfm0.03,valid,pure,memory_plus,1025,141,141,0.6462415265465411,0.6084528767955,0.558571428569,0.8437511212157,0.6933576948424823,0.5063037244689863
lastfm0.03,valid,pure,memory_minus,141,141,141,0.9706047260305745,0.9760968008879,0.84575,0.9923951508319,0.9955943266171489,0.8289969893733191
lastfm0.03,valid,pure,focus_plus,1203,141,141,0.9629855031333092,0.96178942474,0.94688295804,0.99358389766,1.0,0.7532366875553949
lastfm0.03,valid,pure,focus_minus,617,141,141,0.8156847513842959,0.8151617959134,0.789110598563,0.9144838633998,0.9152259802012765,0.2651357055320917
lastfm0.03,valid,pure,tempo_plus,1067,141,141,0.8334583401459088,0.8249326443363333,0.797437189238,0.9447297273466034,0.9411435413776913,0.2696438887442932
lastfm0.03,valid,pure,tempo_minus,1504,141,141,0.8895347663136408,0.8795789196966667,0.856813951665,0.9711040775783332,0.9782884345763592,0.4321543107939669
lastfm0.03,valid,pure,exposure_plus,992,141,141,0.6857280026877798,0.678188099115,0.6560894000399999,0.7815226447483332,0.741810323798818,0.3786189896264369
lastfm0.03,valid,pure,exposure_minus,1769,141,141,0.6481126531073711,0.643345890899,0.6254717571025,0.7223770184528333,0.7168931017395036,0.3555617352785153
movielens1m,test,permissive,memory_plus,517,458,458,0.09046049513309058,0.10610897517955001,0.0314966709615,0.1532865094861,0.01578267815886026,0.5136347913203959
movielens1m,test,permissive,memory_minus,458,458,458,0.8554946066351995,0.8574000533141,0.8465736067241,0.8614465185341,0.9959183673460003,0.05975996260733038
movielens1m,test,permissive,focus_plus,1078,458,458,0.5578613936943225,0.5567104999254999,0.5321436429484,0.85007802666,0.6531399713631659,0.017996827672890806
movielens1m,test,permissive,focus_minus,622,458,458,0.7220022998227507,0.7189974559667001,0.7104280657662001,0.7915934297030001,0.8473292570373362,0.012594977198302743
movielens1m,test,permissive,tempo_plus,907,458,458,0.6104767060951053,0.6107385874037,0.6055874823578666,0.6274577159096666,0.7161250590669578,0.011802705921275093
movielens1m,test,permissive,tempo_minus,992,458,458,0.7894151699740833,0.7897044745694,0.7827546384412001,0.8028379866616666,0.9264971313343523,0.012617388932558931
movielens1m,test,permissive,exposure_plus,1431,458,458,0.5608703441302422,0.5586706434786,0.5576949976978667,0.5900354258883334,0.6566816836181731,0.02073877605834349
movielens1m,test,permissive,exposure_minus,1816,458,458,0.5087623968915996,0.49593681131666656,0.4567555027036667,0.6700228830804998,0.5940259851243043,0.03292580830397959
movielens1m,test,pure,memory_plus,569,494,494,0.1452231030758174,0.13991263120585,0.1121596798031,0.2299999999999999,0.03269357427753846,0.7828904329327315
movielens1m,test,pure,memory_minus,1101,494,494,0.980745941585124,0.9801827480241,0.9745806595381,0.9941769746441,0.9959183673460001,0.8947688622734925
movielens1m,test,pure,focus_plus,494,494,494,0.6875095357729525,0.6513362901712,0.5801380140872,0.91,0.7983625407292267,0.05934250768739864
movielens1m,test,pure,focus_minus,507,494,494,0.7503402737223148,0.7430123197935,0.7229412561365999,0.8316666666629999,0.878008879601417,0.026979256625622103
movielens1m,test,pure,tempo_plus,780,494,494,0.6967182998492256,0.6953997854129333,0.6630890641935334,0.8018497579998334,0.8169664569840553,0.015312076085190265
movielens1m,test,pure,tempo_minus,966,494,494,0.8536839744278908,0.8520202654007334,0.8510597665112,0.8799506044883334,0.9998292470047909,0.025527429825457457
movielens1m,test,pure,exposure_plus,1043,494,494,0.5756701784093143,0.5714821634526334,0.5674703303774,0.6855980731516667,0.6721113269597908,0.02925567048095003
movielens1m,test,pure,exposure_minus,1573,494,494,0.5772897728674418,0.5722225157785666,0.5554961194152,0.6757189518285667,0.6769860178017382,0.012344384906429135
movielens1m,valid,permissive,memory_plus,441,441,441,0.09234702045748364,0.1125824383529999,0.0260647656553999,0.1489732427640999,0.010701638943859408,0.5550041823680212
movielens1m,valid,permissive,memory_minus,494,441,441,0.8765346713125276,0.8781703067941,0.8619320106741,0.8815335292441,0.9959183673460003,0.20002706045618437
movielens1m,valid,permissive,focus_plus,678,441,441,0.5990128404398998,0.5977113687419999,0.5687032994122,0.6355804112132,0.7023988011402903,0.013159063137687062
movielens1m,valid,permissive,focus_minus,643,441,441,0.7127727389184885,0.7133356477272,0.7052451852582,0.7233609062859999,0.8362259063262585,0.013204790274458032
movielens1m,valid,permissive,tempo_plus,1012,441,441,0.6401252857229306,0.6402662104462,0.6369596875245335,0.6460515775360001,0.7512047591338247,0.010674936394530602
movielens1m,valid,permissive,tempo_minus,1045,441,441,0.6456329733909996,0.6459894462562,0.6387651995828667,0.6576085404836666,0.7575780067362811,0.011277784434403616
movielens1m,valid,permissive,exposure_plus,1584,441,441,0.5560130497407099,0.5547210285778666,0.5542553169318,0.58544107657,0.6512031533685564,0.01745031242660315
movielens1m,valid,permissive,exposure_minus,1805,441,441,0.4761109662658571,0.4689999084112,0.4669044767342667,0.6149527893711667,0.5570100740777687,0.01839919816715343
movielens1m,valid,pure,memory_plus,491,363,363,0.14539922667494376,0.1417498590204,0.1272429083478999,0.2299999999999999,0.021776910487261707,0.845925685071809
movielens1m,valid,pure,memory_minus,1359,363,363,0.9849409575950808,0.9842427671641,0.9801169458441,0.9950169773881,0.9959183673460003,0.9227356356732049
movielens1m,valid,pure,focus_plus,363,363,363,0.7214153873026534,0.7018819984058001,0.6349066575232001,0.91,0.8429888844545177,0.032498903442087036
movielens1m,valid,pure,focus_minus,463,363,363,0.7490409561354474,0.7433581885142,0.7281239046529999,0.8316666666629999,0.8776959997374655,0.019995709057344328
movielens1m,valid,pure,tempo_plus,971,363,363,0.7151920151781643,0.7133659744352,0.7004554730718665,0.8018497579998334,0.8390822938077227,0.013147102943999988
movielens1m,valid,pure,tempo_minus,767,363,363,0.8502796471658416,0.8507373151791999,0.8446258730712,0.8649506044883334,0.9979028112054177,0.013748384274909074
movielens1m,valid,pure,exposure_plus,1104,363,363,0.5747449460782103,0.5719866899259333,0.5686357102699998,0.641145206967,0.6724238417501378,0.021262055547173527
movielens1m,valid,pure,exposure_minus,1662,363,363,0.5914958852690576,0.5856902973673667,0.5721599925355,0.6840655885952334,0.693799206588528,0.011832567842842966
retail_rocket,test,permissive,memory_plus,7729,1637,1637,0.46951100371777754,0.4629230769303999,0.442,0.5946409012599999,0.5277541115466255,0.15034294632766726
retail_rocket,test,permissive,memory_minus,3279,1637,1637,0.8290120453557309,0.8075,0.793333333339,0.94787554471,0.9441605139158057,0.17650405684864057
retail_rocket,test,permissive,focus_plus,1637,1637,1637,0.8585864086937001,0.8585714285739999,0.8554545454546,0.861791254087,1.0,0.05724272462466703
retail_rocket,test,permissive,focus_minus,22076,1637,1637,0.34591603977056223,0.317776958456,0.1293787364299999,0.8269136307499999,0.3335999346164019,0.4478929169089848
retail_rocket,test,permissive,tempo_plus,5139,1637,1637,0.6150074283728093,0.6120982129383333,0.5962111135183333,0.7499690375916667,0.7149463926688056,0.05051928539332518
retail_rocket,test,permissive,tempo_minus,4705,1637,1637,0.7194324471835782,0.7061738844766666,0.6917294781,0.8451189817616666,0.8172768821466707,0.1854027352269501
retail_rocket,test,permissive,exposure_plus,4721,1637,1637,0.5728595197172794,0.56444959002,0.5623997297083333,0.7061986764303333,0.661481143722521,0.07148675451937526
retail_rocket,test,permissive,exposure_minus,6137,1637,1637,0.5231945238042177,0.5132013057,0.5062887893016668,0.6402436992583332,0.5935179612392792,0.13428958295496027
retail_rocket,test,pure,memory_plus,5920,1367,1367,0.6814627441584951,0.680000000017,0.595,0.8429166666728999,0.797169328435782,0.02893411694880663
retail_rocket,test,pure,memory_minus,1367,1367,1367,0.8485526542022304,0.8257142857069999,0.8159999999932,0.9848248935311,0.9688806178111559,0.1666941937516518
retail_rocket,test,pure,focus_plus,20084,1367,1367,0.9746212603875355,0.97165573953,0.96767666411,0.99858101441,1.0,0.8308084025835694
retail_rocket,test,pure,focus_minus,1746,1367,1367,0.7055470467166767,0.702255939815,0.560001228991,0.854572385388,0.7782252171848223,0.37063019986741425
retail_rocket,test,pure,tempo_plus,5262,1367,1367,0.816687597274082,0.8170029175242166,0.7758834705525499,0.9480598250243666,0.9582392373461643,0.01647367963409412
retail_rocket,test,pure,tempo_minus,5704,1367,1367,0.8452224575790364,0.8370507633679999,0.8266217272166666,0.9560633859683334,0.9669913290509388,0.1866682114511524
retail_rocket,test,pure,exposure_plus,4320,1367,1367,0.7502088357934672,0.7545020573483332,0.7005151968733333,0.806112347885,0.8818807679653254,0.004107248643784442
retail_rocket,test,pure,exposure_minus,7132,1367,1367,0.6294053687774477,0.6210061085894999,0.6114955456011667,0.7475570539809999,0.7244608383983614,0.10365688012664422
retail_rocket,valid,permissive,memory_plus,8349,1606,1606,0.46981035469069443,0.464666666661,0.4488,0.5969227423799999,0.5321033742247672,0.12683396343202863
