global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,phase_id,source_phase,source_axis,axis_id,axis_desc,setting_uid,setting_idx,setting_key,setting_short,setting_desc,setting_group,setting_detail,hparam_id,run_id
0.079900,0.079900,P10_13_2_AP10_00_H1_S4,P10-00_FULL | group_subset | All 4 families,deep,trial_new_best,KuaiRecLargeStrictPosV2_0.2,4,3,running,0.160700,,,,,,2026-03-24T15:26:07.760937Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_00,0,P10-00_FULL,FULL,All 4 families,group_subset,All 4 families,H1,AP10_00_H1_S4
0.081400,0.080500,P10_13_2_AP10_17_H3_S2,P10-17_COMMON_TEMPLATE | compactness | Fixed reusable common template across stages,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_17_h3_s2_20260324_220134_792260_pid59388.json,2026-03-24T22:51:10.723452Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_17,17,P10-17_COMMON_TEMPLATE,COMMON_TEMPLATE,Fixed reusable common template across stages,compactness,Fixed reusable common template across stages,H3,AP10_17_H3_S2
0.081400,0.081000,P10_13_2_AP10_17_H1_S1,P10-17_COMMON_TEMPLATE | compactness | Fixed reusable common template across stages,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.161700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_17_h1_s1_20260324_220641_501196_pid59418.json,2026-03-24T22:51:11.183309Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_17,17,P10-17_COMMON_TEMPLATE,COMMON_TEMPLATE,Fixed reusable common template across stages,compactness,Fixed reusable common template across stages,H1,AP10_17_H1_S1
0.081400,0.080800,P10_13_2_AP10_17_H1_S4,P10-17_COMMON_TEMPLATE | compactness | Fixed reusable common template across stages,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,3,run_complete,0.162100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_17_h1_s4_20260324_215354_708478_pid59353.json,2026-03-24T22:51:50.775486Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_17,17,P10-17_COMMON_TEMPLATE,COMMON_TEMPLATE,Fixed reusable common template across stages,compactness,Fixed reusable common template across stages,H1,AP10_17_H1_S4
0.081400,0.080400,P10_13_2_AP10_16_H3_S1,P10-16_TOP1_PER_GROUP | compactness | Keep top-1 representative feature per family/stage,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.162100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_16_h3_s1_20260324_220657_061521_pid59432.json,2026-03-24T22:52:42.378560Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_16,16,P10-16_TOP1_PER_GROUP,TOP1_PER_GROUP,Keep top-1 representative feature per family/stage,compactness,Keep top-1 representative feature per family/stage,H3,AP10_16_H3_S1
0.081400,0.080900,P10_13_2_AP10_17_H1_S3,P10-17_COMMON_TEMPLATE | compactness | Fixed reusable common template across stages,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,2,run_complete,0.161600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_17_h1_s3_20260324_221033_903077_pid59462.json,2026-03-24T22:58:28.324890Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_17,17,P10-17_COMMON_TEMPLATE,COMMON_TEMPLATE,Fixed reusable common template across stages,compactness,Fixed reusable common template across stages,H1,AP10_17_H1_S3
0.081400,0.080400,P10_13_2_AP10_17_H3_S3,P10-17_COMMON_TEMPLATE | compactness | Fixed reusable common template across stages,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.162100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_17_h3_s3_20260324_222217_369338_pid59508.json,2026-03-24T23:10:20.739656Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_17,17,P10-17_COMMON_TEMPLATE,COMMON_TEMPLATE,Fixed reusable common template across stages,compactness,Fixed reusable common template across stages,H3,AP10_17_H3_S3
0.081400,0.080900,P10_13_2_AP10_17_H1_S2,P10-17_COMMON_TEMPLATE | compactness | Fixed reusable common template across stages,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_17_h1_s2_20260324_223009_441924_pid59544.json,2026-03-24T23:13:21.474886Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_17,17,P10-17_COMMON_TEMPLATE,COMMON_TEMPLATE,Fixed reusable common template across stages,compactness,Fixed reusable common template across stages,H1,AP10_17_H1_S2
0.081400,0.080300,P10_13_2_AP10_22_H1_S4,P10-22_NO_CATEGORY_NO_TIMESTAMP | availability_plus | Drop both category/theme and timestamp-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,3,run_complete,0.161300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_22_h1_s4_20260324_225157_854534_pid59667.json,2026-03-24T23:23:40.779779Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_22,22,P10-22_NO_CATEGORY_NO_TIMESTAMP,NO_CATEGORY_NO_TIMESTAMP,Drop both category/theme and timestamp-derived columns,availability_plus,Drop both category/theme and timestamp-derived columns,H1,AP10_22_H1_S4
0.081400,0.080400,P10_13_2_AP10_22_H3_S4,P10-22_NO_CATEGORY_NO_TIMESTAMP | availability_plus | Drop both category/theme and timestamp-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,7,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_22_h3_s4_20260324_223507_227880_pid59572.json,2026-03-24T23:24:35.389302Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_22,22,P10-22_NO_CATEGORY_NO_TIMESTAMP,NO_CATEGORY_NO_TIMESTAMP,Drop both category/theme and timestamp-derived columns,availability_plus,Drop both category/theme and timestamp-derived columns,H3,AP10_22_H3_S4
0.081400,0.080400,P10_13_2_AP10_22_H1_S1,P10-22_NO_CATEGORY_NO_TIMESTAMP | availability_plus | Drop both category/theme and timestamp-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.161300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_22_h1_s1_20260324_225118_228899_pid59624.json,2026-03-24T23:30:24.327194Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_22,22,P10-22_NO_CATEGORY_NO_TIMESTAMP,NO_CATEGORY_NO_TIMESTAMP,Drop both category/theme and timestamp-derived columns,availability_plus,Drop both category/theme and timestamp-derived columns,H1,AP10_22_H1_S1
0.081400,0.080400,P10_13_2_AP10_22_H3_S2,P10-22_NO_CATEGORY_NO_TIMESTAMP | availability_plus | Drop both category/theme and timestamp-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.161600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_22_h3_s2_20260324_225118_226459_pid59625.json,2026-03-24T23:31:21.894774Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_22,22,P10-22_NO_CATEGORY_NO_TIMESTAMP,NO_CATEGORY_NO_TIMESTAMP,Drop both category/theme and timestamp-derived columns,availability_plus,Drop both category/theme and timestamp-derived columns,H3,AP10_22_H3_S2
0.081400,0.080400,P10_13_2_AP10_22_H1_S3,P10-22_NO_CATEGORY_NO_TIMESTAMP | availability_plus | Drop both category/theme and timestamp-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,2,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_22_h1_s3_20260324_225835_393245_pid59717.json,2026-03-24T23:35:16.676900Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_22,22,P10-22_NO_CATEGORY_NO_TIMESTAMP,NO_CATEGORY_NO_TIMESTAMP,Drop both category/theme and timestamp-derived columns,availability_plus,Drop both category/theme and timestamp-derived columns,H1,AP10_22_H1_S3
0.081400,0.080000,P10_13_2_AP10_22_H1_S2,P10-22_NO_CATEGORY_NO_TIMESTAMP | availability_plus | Drop both category/theme and timestamp-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_22_h1_s2_20260324_231328_582235_pid59789.json,2026-03-24T23:46:14.983890Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_22,22,P10-22_NO_CATEGORY_NO_TIMESTAMP,NO_CATEGORY_NO_TIMESTAMP,Drop both category/theme and timestamp-derived columns,availability_plus,Drop both category/theme and timestamp-derived columns,H1,AP10_22_H1_S2
0.081400,0.080500,P10_13_2_AP10_17_H3_S1,P10-17_COMMON_TEMPLATE | compactness | Fixed reusable common template across stages,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.162300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_17_h3_s1_20260324_225249_513710_pid59687.json,2026-03-24T23:51:51.936447Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_17,17,P10-17_COMMON_TEMPLATE,COMMON_TEMPLATE,Fixed reusable common template across stages,compactness,Fixed reusable common template across stages,H3,AP10_17_H3_S1
0.081400,0.080400,P10_13_2_AP10_22_H3_S3,P10-22_NO_CATEGORY_NO_TIMESTAMP | availability_plus | Drop both category/theme and timestamp-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.161500,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_22_h3_s3_20260324_231027_763924_pid59761.json,2026-03-24T23:54:01.619738Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_22,22,P10-22_NO_CATEGORY_NO_TIMESTAMP,NO_CATEGORY_NO_TIMESTAMP,Drop both category/theme and timestamp-derived columns,availability_plus,Drop both category/theme and timestamp-derived columns,H3,AP10_22_H3_S3
0.081400,0.079600,P10_13_2_AP10_06_H3_S4,P10-06_Tempo_Memory | group_subset | Tempo + Memory,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,7,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_06_h3_s4_20260324_232442_467825_pid59857.json,2026-03-24T23:54:02.104212Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_06,6,P10-06_Tempo_Memory,Tempo_Memory,Tempo + Memory,group_subset,Tempo + Memory,H3,AP10_06_H3_S4
0.081400,0.080000,P10_13_2_AP10_06_H1_S4,P10-06_Tempo_Memory | group_subset | Tempo + Memory,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,3,run_complete,0.162000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_06_h1_s4_20260324_232347_872713_pid59835.json,2026-03-25T00:00:57.122482Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_06,6,P10-06_Tempo_Memory,Tempo_Memory,Tempo + Memory,group_subset,Tempo + Memory,H1,AP10_06_H1_S4
0.081400,0.080000,P10_13_2_AP10_06_H1_S3,P10-06_Tempo_Memory | group_subset | Tempo + Memory,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,2,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_06_h1_s3_20260324_233523_915238_pid59943.json,2026-03-25T00:06:00.989517Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_06,6,P10-06_Tempo_Memory,Tempo_Memory,Tempo + Memory,group_subset,Tempo + Memory,H1,AP10_06_H1_S3
0.081400,0.079900,P10_13_2_AP10_06_H3_S2,P10-06_Tempo_Memory | group_subset | Tempo + Memory,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.161700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_06_h3_s2_20260324_233129_053407_pid59914.json,2026-03-25T00:06:46.520548Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_06,6,P10-06_Tempo_Memory,Tempo_Memory,Tempo + Memory,group_subset,Tempo + Memory,H3,AP10_06_H3_S2
0.081400,0.080000,P10_13_2_AP10_06_H1_S1,P10-06_Tempo_Memory | group_subset | Tempo + Memory,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_06_h1_s1_20260324_233031_517386_pid59891.json,2026-03-25T00:11:05.313966Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_06,6,P10-06_Tempo_Memory,Tempo_Memory,Tempo + Memory,group_subset,Tempo + Memory,H1,AP10_06_H1_S1
0.081400,0.080000,P10_13_2_AP10_06_H1_S2,P10-06_Tempo_Memory | group_subset | Tempo + Memory,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_06_h1_s2_20260324_234622_121613_pid59987.json,2026-03-25T00:17:48.237088Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_06,6,P10-06_Tempo_Memory,Tempo_Memory,Tempo + Memory,group_subset,Tempo + Memory,H1,AP10_06_H1_S2
0.081400,0.079900,P10_13_2_AP10_06_H3_S3,P10-06_Tempo_Memory | group_subset | Tempo + Memory,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.162000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_06_h3_s3_20260324_235409_235704_pid60048.json,2026-03-25T00:32:31.700771Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_06,6,P10-06_Tempo_Memory,Tempo_Memory,Tempo + Memory,group_subset,Tempo + Memory,H3,AP10_06_H3_S3
0.081400,0.080300,P10_13_2_AP10_22_H3_S1,P10-22_NO_CATEGORY_NO_TIMESTAMP | availability_plus | Drop both category/theme and timestamp-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_22_h3_s1_20260324_235159_015966_pid60021.json,2026-03-25T00:32:41.134782Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_22,22,P10-22_NO_CATEGORY_NO_TIMESTAMP,NO_CATEGORY_NO_TIMESTAMP,Drop both category/theme and timestamp-derived columns,availability_plus,Drop both category/theme and timestamp-derived columns,H3,AP10_22_H3_S1
0.081400,0.079900,P10_13_2_AP10_06_H3_S1,P10-06_Tempo_Memory | group_subset | Tempo + Memory,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.162100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_06_h3_s1_20260325_003247_619159_pid60120.json,2026-03-25T01:07:43.938544Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_06,6,P10-06_Tempo_Memory,Tempo_Memory,Tempo + Memory,group_subset,Tempo + Memory,H3,AP10_06_H3_S1
0.081600,0.081600,P10_13_2_BP11_14_H3_S3,P11-14_MACRO_MICRO_MID | order_permutation | Permutation macro->micro->mid,deep,trial_new_best,KuaiRecLargeStrictPosV2_0.2,3,6,running,0.162300,,,,,,2026-03-25T04:33:23.629845Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_14,14,P11-14_MACRO_MICRO_MID,MACRO_MICRO_MID,MACRO_MICRO_MID,order_permutation,Permutation macro->micro->mid,H3,BP11_14_H3_S3
0.082600,0.082600,P10_13_2_BP11_14_H3_S2,P11-14_MACRO_MICRO_MID | order_permutation | Permutation macro->micro->mid,deep,trial_new_best,KuaiRecLargeStrictPosV2_0.2,2,5,running,0.153500,,,,,,2026-03-25T05:30:15.682126Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_14,14,P11-14_MACRO_MICRO_MID,MACRO_MICRO_MID,MACRO_MICRO_MID,order_permutation,Permutation macro->micro->mid,H3,BP11_14_H3_S2
0.083000,0.083000,P10_13_2_BP11_14_H3_S1,P11-14_MACRO_MICRO_MID | order_permutation | Permutation macro->micro->mid,deep,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,4,running,0.154100,,,,,,2026-03-25T05:37:52.250121Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_14,14,P11-14_MACRO_MICRO_MID,MACRO_MICRO_MID,MACRO_MICRO_MID,order_permutation,Permutation macro->micro->mid,H3,BP11_14_H3_S1
0.083000,0.081600,P10_13_2_BP11_14_H3_S3,P11-14_MACRO_MICRO_MID | order_permutation | Permutation macro->micro->mid,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.162300,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s3_20260325_085113_493097_pid93989.json,2026-03-25T10:30:41.226725Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_14,14,P11-14_MACRO_MICRO_MID,MACRO_MICRO_MID,MACRO_MICRO_MID,order_permutation,Permutation macro->micro->mid,H3,BP11_14_H3_S3
0.083000,0.083000,P10_13_2_BP11_14_H3_S1,P11-14_MACRO_MICRO_MID | order_permutation | Permutation macro->micro->mid,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.154100,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s1_20260325_085113_469355_pid93987.json,2026-03-25T10:31:29.859340Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_14,14,P11-14_MACRO_MICRO_MID,MACRO_MICRO_MID,MACRO_MICRO_MID,order_permutation,Permutation macro->micro->mid,H3,BP11_14_H3_S1
0.083000,0.081300,P10_13_2_BP11_00_H3_S3,P11-00_MACRO_MID_MICRO | base_ablation | Full 3-stage baseline,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,2,run_complete,0.161500,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s3_20260325_085113_454718_pid93985.json,2026-03-25T10:32:57.537671Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_00,0,P11-00_MACRO_MID_MICRO,MACRO_MID_MICRO,MACRO_MID_MICRO,base_ablation,Full 3-stage baseline,H3,BP11_00_H3_S3
0.083000,0.081300,P10_13_2_BP11_00_H3_S4,P11-00_MACRO_MID_MICRO | base_ablation | Full 3-stage baseline,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,3,run_complete,0.161700,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s4_20260325_085113_543085_pid93986.json,2026-03-25T10:33:13.066876Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_00,0,P11-00_MACRO_MID_MICRO,MACRO_MID_MICRO,MACRO_MID_MICRO,base_ablation,Full 3-stage baseline,H3,BP11_00_H3_S4
0.083000,0.081700,P10_13_2_BP11_14_H3_S4,P11-14_MACRO_MICRO_MID | order_permutation | Permutation macro->micro->mid,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,7,run_complete,0.162300,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s4_20260325_085113_515409_pid93990.json,2026-03-25T10:34:22.656868Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_14,14,P11-14_MACRO_MICRO_MID,MACRO_MICRO_MID,MACRO_MICRO_MID,order_permutation,Permutation macro->micro->mid,H3,BP11_14_H3_S4
0.083000,0.081400,P10_13_2_BP11_00_H3_S2,P11-00_MACRO_MID_MICRO | base_ablation | Full 3-stage baseline,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.161700,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s2_20260325_085113_453373_pid93984.json,2026-03-25T10:37:14.410593Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_00,0,P11-00_MACRO_MID_MICRO,MACRO_MID_MICRO,MACRO_MID_MICRO,base_ablation,Full 3-stage baseline,H3,BP11_00_H3_S2
0.083000,0.081200,P10_13_2_BP11_00_H3_S1,P11-00_MACRO_MID_MICRO | base_ablation | Full 3-stage baseline,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.161500,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s1_20260325_085113_466501_pid93983.json,2026-03-25T10:40:54.303900Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_00,0,P11-00_MACRO_MID_MICRO,MACRO_MID_MICRO,MACRO_MID_MICRO,base_ablation,Full 3-stage baseline,H3,BP11_00_H3_S1
0.083000,0.082600,P10_13_2_BP11_14_H3_S2,P11-14_MACRO_MICRO_MID | order_permutation | Permutation macro->micro->mid,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.153500,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s2_20260325_085113_556835_pid93988.json,2026-03-25T10:48:58.465871Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_14,14,P11-14_MACRO_MICRO_MID,MACRO_MICRO_MID,MACRO_MICRO_MID,order_permutation,Permutation macro->micro->mid,H3,BP11_14_H3_S2
0.083000,0.078200,P10_13_2_BP11_22_H3_S1,P11-22_LAYER_ONLY_BASELINE | extra_alignment | Pure dense layer-only baseline,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.159400,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_22_h3_s1_20260325_103137_016220_pid94391.json,2026-03-25T11:27:37.837257Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_22,22,P11-22_LAYER_ONLY_BASELINE,LAYER_ONLY_BASELINE,LAYER_ONLY_BASELINE,extra_alignment,Pure dense layer-only baseline,H3,BP11_22_H3_S1
0.083000,0.078200,P10_13_2_BP11_22_H3_S4,P11-22_LAYER_ONLY_BASELINE | extra_alignment | Pure dense layer-only baseline,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,7,run_complete,0.159200,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_22_h3_s4_20260325_103429_677047_pid94459.json,2026-03-25T11:31:53.683453Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_22,22,P11-22_LAYER_ONLY_BASELINE,LAYER_ONLY_BASELINE,LAYER_ONLY_BASELINE,extra_alignment,Pure dense layer-only baseline,H3,BP11_22_H3_S4
0.083000,0.078300,P10_13_2_BP11_22_H3_S3,P11-22_LAYER_ONLY_BASELINE | extra_alignment | Pure dense layer-only baseline,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.159300,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_22_h3_s3_20260325_103048_406225_pid94371.json,2026-03-25T11:36:18.551142Z,P10_13_2,P11,phase11_stage_semantics_v1,B,verification_wrapper,P11_22,22,P11-22_LAYER_ONLY_BASELINE,LAYER_ONLY_BASELINE,LAYER_ONLY_BASELINE,extra_alignment,Pure dense layer-only baseline,H3,BP11_22_H3_S3
