question,stage,dataset,model,family,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc,best_valid_mean,test_mean,best_valid_seen_mean,test_seen_mean,best_valid_seen_mrr20,test_seen_mrr20,test_seen_hit10,test_seen_ndcg20,avg_n_eff
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP8_R03_S3,,A07_BEAUTY_GLOBAL_TOP8_R03_S3,global_top8,Global Top-8,3,beauty_top03_rfmoe,3,860016,resume,ok,overall_seen_target,0.1836111111111111,0.15593809999771482,0.1319,0.1127,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top8_r03_s3_20260418_191730_631406_pid682856.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP8_R03_S3.log,418.5670144557953,,2026-04-19T02:51:14.869202Z,0.1836111111111111,0.1559333333333333,0.18360479021145457,0.15593809999771482,0.1318839496351952,0.11271640483529896,0.22331178961444173,0.15296657036401287,0.0
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_DENSE_R01_S3,,A07_BEAUTY_GROUP_DENSE_R01_S3,group_dense,Dense per Group,1,beauty_top01_rfmoe,3,860005,resume,ok,overall_seen_target,0.18491195111457184,0.15736854416322965,0.1334,0.1142,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_dense_r01_s3_20260418_190538_834791_pid682528.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_DENSE_R01_S3.log,621.8576436042786,,2026-04-19T02:51:14.859139Z,0.1849,0.15735555555555558,0.18491195111457184,0.15736854416322965,0.13340646259541317,0.11418911728842741,0.22754624470693113,0.15439331595951342,0.0
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_DENSE_R02_S3,,A07_BEAUTY_GROUP_DENSE_R02_S3,group_dense,Dense per Group,2,beauty_top02_rfmoe,3,860012,resume,ok,overall_seen_target,0.18842222222222219,0.15657146604861244,0.1358,0.1124,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_dense_r02_s3_20260418_191550_329660_pid682770.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_DENSE_R02_S3.log,549.3540802001953,,2026-04-19T02:51:14.865527Z,0.18842222222222219,0.15656666666666663,0.18840389958007023,0.15657146604861244,0.1357607593401508,0.11242561264066114,0.22665478047693335,0.15309722500732648,0.0
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_DENSE_R03_S3,,A07_BEAUTY_GROUP_DENSE_R03_S3,group_dense,Dense per Group,3,beauty_top03_rfmoe,3,860019,resume,ok,overall_seen_target,0.18396666666666667,0.1559555838917042,0.1315,0.1129,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_dense_r03_s3_20260418_192459_503317_pid682946.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_DENSE_R03_S3.log,440.02732849121094,,2026-04-19T02:51:14.871834Z,0.18396666666666667,0.15595555555555551,0.1839604200130126,0.1559555838917042,0.13153651163361266,0.11287832035883806,0.22197459326944508,0.15346448884951874,0.0
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP1_R01_S3,,A07_BEAUTY_GROUP_TOP1_R01_S3,group_top1,Group Top-1,1,beauty_top01_rfmoe,3,860007,resume,ok,overall_seen_target,0.17958888888888888,0.15687777777777778,0.126,0.112,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top1_r01_s3_20260418_190538_692661_pid682531.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP1_R01_S3.log,562.3603165149689,,2026-04-19T02:51:14.861059Z,0.17958888888888888,0.15687777777777778,0.17958359423120906,0.15687390172908172,0.12603368537019974,0.11201610990285422,0.2288834410519278,0.15322477451366015,0.0
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP1_R02_S3,,A07_BEAUTY_GROUP_TOP1_R02_S3,group_top1,Group Top-1,2,beauty_top02_rfmoe,3,860014,resume,ok,overall_seen_target,0.18617777777777778,0.15448888888888887,0.1335,0.1098,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top1_r02_s3_20260418_191624_968045_pid682811.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP1_R02_S3.log,550.7553923130035,,2026-04-19T02:51:14.867357Z,0.18617777777777778,0.15448888888888887,0.18615315367968854,0.15447262619008528,0.13345634662148456,0.10978689851458923,0.22197459326944508,0.15108983717810637,0.0
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP1_R03_S3,,A07_BEAUTY_GROUP_TOP1_R03_S3,group_top1,Group Top-1,3,beauty_top03_rfmoe,3,860021,resume,ok,overall_seen_target,0.18017090847136283,0.15266666666666667,0.1308,0.1119,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top1_r03_s3_20260418_192514_343991_pid682984.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP1_R03_S3.log,553.3993327617645,,2026-04-19T02:51:14.873772Z,0.18016666666666667,0.15266666666666667,0.18017090847136283,0.15266080222608955,0.1308392648962009,0.11188695129942783,0.216402941831959,0.1510658730058062,0.0
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP2_R01_S3,,A07_BEAUTY_GROUP_TOP2_R01_S3,group_top2,Group Top-2,1,beauty_top01_rfmoe,3,860006,resume,ok,overall_seen_target,0.18454444444444446,0.16010000000000002,0.1238,0.1081,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top2_r01_s3_20260418_190538_673773_pid682529.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP2_R01_S3.log,550.1517775058746,,2026-04-19T02:51:14.860104Z,0.18454444444444446,0.16010000000000002,0.18453981361252175,0.16009307789793845,0.12375274843056594,0.10809798410329623,0.2424782705593938,0.15598302933814825,0.0
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP2_R02_S3,,A07_BEAUTY_GROUP_TOP2_R02_S3,group_top2,Group Top-2,2,beauty_top02_rfmoe,3,860013,resume,ok,overall_seen_target,0.18764508669834692,0.15736666666666665,0.1328,0.1105,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top2_r02_s3_20260418_191600_849275_pid682790.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP2_R02_S3.log,553.7545294761658,,2026-04-19T02:51:14.866406Z,0.18764444444444445,0.15736666666666665,0.18764508669834692,0.1573457106856757,0.13283574181858762,0.1104546827082515,0.23088923556942278,0.15365114426503926,0.0
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP2_R03_S3,,A07_BEAUTY_GROUP_TOP2_R03_S3,group_top2,Group Top-2,3,beauty_top03_rfmoe,3,860020,resume,ok,overall_seen_target,0.17957777777777778,0.1502222222222222,0.1305,0.1085,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top2_r03_s3_20260418_192507_309949_pid682966.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP2_R03_S3.log,446.2296574115753,,2026-04-19T02:51:14.872822Z,0.17957777777777778,0.1502222222222222,0.1795590430834367,0.15022076329904677,0.13047143422803223,0.10853162035429055,0.21528861154446177,0.14789802915990977,0.0
