dataset,split,tier,group,selected_session_rows,selected_unique_sessions,full_sessions,session_pct_of_split,selection_score_mean,selection_score_median,selection_score_min,selection_score_max,core_score_mean,balance_score_mean,balanced_quota_before_cap,effective_quota_after_cap
KuaiRecLargeStrictPosV2_0.2,test,pure,focus_minus,80,80,3669,0.021804306350504225,0.8323165178539996,0.8316666666629999,0.828,0.839,0.96784821428,0.06430357143999992,80,80
KuaiRecLargeStrictPosV2_0.2,test,pure,focus_plus,80,80,3669,0.021804306350504225,0.8576590098184926,0.8857826125965,0.7231208134460999,0.946,0.9251464781860002,0.4752300224026169,80,80
KuaiRecLargeStrictPosV2_0.2,test,pure,memory_minus,80,80,3669,0.021804306350504225,0.9524379593005236,0.9523617009691,0.8645832586861,0.9943829872582,0.9958464641846752,0.7064564316236667,80,80
KuaiRecLargeStrictPosV2_0.2,test,pure,memory_plus,80,80,3669,0.021804306350504225,0.5739556034825475,0.563440440217,0.5495585986651,0.735955756092,0.553237440193925,0.6993511229210752,80,80
KuaiRecLargeStrictPosV2_0.2,test,pure,tempo_minus,80,80,3669,0.021804306350504225,0.8308388097544551,0.82306355836,0.81259120898,0.8977861350999999,0.925940329985,0.30314958404386666,80,80
KuaiRecLargeStrictPosV2_0.2,test,pure,tempo_plus,80,80,3669,0.021804306350504225,0.9075568854979397,0.9025005723366311,0.8754687994398784,0.9607054138532118,0.9354604673711375,0.7704580629268,80,80
KuaiRecLargeStrictPosV2_0.2,valid,permissive,exposure_minus,62,62,3669,0.016898337421640774,0.5547994385787737,0.5429267031358334,0.5391276997511668,0.6973095096358333,0.6253042817180967,0.1573146144207096,62,62
KuaiRecLargeStrictPosV2_0.2,valid,permissive,exposure_plus,62,62,3669,0.016898337421640774,0.637065949222716,0.6059697918781666,0.5733642129283334,0.7665028101597666,0.7235521225540001,0.15336804289006442,62,62
KuaiRecLargeStrictPosV2_0.2,valid,permissive,focus_minus,62,62,3669,0.016898337421640774,0.8085465289464486,0.805835639035,0.805835639035,0.8923288322859999,0.9388783096329036,0.0707133321470752,62,62
KuaiRecLargeStrictPosV2_0.2,valid,permissive,focus_plus,62,62,3669,0.016898337421640774,0.4433629207341645,0.43727225473769993,0.435472734769,0.507225203218,0.5032526186248387,0.11159057747647304,62,62
KuaiRecLargeStrictPosV2_0.2,valid,permissive,memory_minus,62,62,3669,0.016898337421640774,0.9688252984044868,0.9740837939691,0.8582292769861,0.9907029101323,0.9954036769460001,0.8182144866692472,62,62
KuaiRecLargeStrictPosV2_0.2,valid,permissive,memory_plus,62,62,3669,0.016898337421640774,0.17280830545727094,0.1713553417,0.166,0.2276232586524,0.04621480536787097,0.8901714726305378,62,62
KuaiRecLargeStrictPosV2_0.2,valid,permissive,tempo_minus,62,62,3669,0.016898337421640774,0.706505523496643,0.7014947865191666,0.6990634034903332,0.7750127817516667,0.8070908413301076,0.1397311580054193,62,62
KuaiRecLargeStrictPosV2_0.2,valid,permissive,tempo_plus,62,62,3669,0.016898337421640774,0.6043767700983148,0.5967851403283333,0.5926334175714666,0.6814594309616666,0.6817850581891398,0.17890442768569884,62,62
KuaiRecLargeStrictPosV2_0.2,valid,pure,exposure_minus,94,94,3669,0.025620059961842464,0.6946458881565101,0.6906104773046251,0.6783878788555,0.7677315073958333,0.7998484728318974,0.09948577861994318,94,94
KuaiRecLargeStrictPosV2_0.2,valid,pure,exposure_plus,94,94,3669,0.025620059961842464,0.6243580494513954,0.6145534047658334,0.5997742429256666,0.786719819885,0.7101776134232981,0.1413629259658155,94,94
KuaiRecLargeStrictPosV2_0.2,valid,pure,focus_minus,94,94,3669,0.025620059961842464,0.83268038669017,0.8316666666629999,0.8316666666629999,0.839,0.9685097939821279,0.0629804120357446,94,94
KuaiRecLargeStrictPosV2_0.2,valid,pure,focus_plus,94,94,3669,0.025620059961842464,0.7870331042934554,0.862,0.6279160521739999,0.99439040889,0.883443790921277,0.24192937205849646,94,94
KuaiRecLargeStrictPosV2_0.2,valid,pure,memory_minus,94,94,3669,0.025620059961842464,0.970651120047419,0.9741721915441,0.9270220162561,0.9936583424641,0.9959183673459998,0.8274700520221279,94,94
KuaiRecLargeStrictPosV2_0.2,valid,pure,memory_plus,94,94,3669,0.025620059961842464,0.32372335727865104,0.30340122107475,0.182497979395,0.615419797159,0.28543379200768093,0.7118795112058866,94,94
KuaiRecLargeStrictPosV2_0.2,valid,pure,tempo_minus,94,94,3669,0.025620059961842464,0.8253960877579859,0.82306355836,0.8185635583599999,0.8905202169516666,0.9503196085755319,0.12017311668468078,94,94
KuaiRecLargeStrictPosV2_0.2,valid,pure,tempo_plus,94,94,3669,0.025620059961842464,0.7437560350726178,0.7370176317421833,0.7135734199450333,0.8350832582102665,0.8574773228919397,0.10984974961394321,94,94
beauty,test,permissive,exposure_minus,24,24,637,0.03767660910518053,0.5816414449383397,0.5804965005031023,0.5799800076882857,0.5996620608073894,0.6709473388726916,0.07557471264367807,24,24
beauty,test,permissive,exposure_plus,24,24,637,0.03767660910518053,0.45146543808310624,0.4356260299111314,0.4340540159348013,0.5643975815835205,0.519367722964574,0.0666858237547892,24,24
beauty,test,permissive,focus_minus,24,24,637,0.03767660910518053,0.7645574961580287,0.7630231194868127,0.7614803394709974,0.7955657039333144,0.8893857782252795,0.05719723111027453,24,24
beauty,test,permissive,focus_plus,24,24,637,0.03767660910518053,0.5480996737074596,0.5439383989427062,0.537,0.5963589087120861,0.6354186541639136,0.053292117787553835,24,24
beauty,test,permissive,memory_minus,24,24,637,0.03767660910518053,0.9503765979626859,0.9483806348597044,0.9382433964995484,0.9712523373310596,0.98749957000344,0.7400130897317464,24,24
beauty,test,permissive,memory_plus,24,24,637,0.03767660910518053,0.051285853967985656,0.0521192759509086,0.0468124360677927,0.0537913720028765,0.04,0.11523902645323791,24,24
beauty,test,permissive,tempo_minus,24,24,637,0.03767660910518053,0.7997713594055624,0.798615258641334,0.7966939572680691,0.8100362813689395,0.9313477664505054,0.054171719484219415,24,24
beauty,test,pure,exposure_minus,34,34,637,0.05337519623233909,0.6052498140882655,0.6035169424630397,0.5967760137195677,0.6250766727312387,0.7013687007115158,0.060576123223181975,34,34
beauty,test,pure,exposure_plus,34,34,637,0.05337519623233909,0.5821889938822072,0.5697141183987757,0.5375826001819024,0.707384478720234,0.673346824223432,0.06562795528193444,34,34
beauty,test,pure,focus_minus,34,34,637,0.05337519623233909,0.8271899215680332,0.828,0.8094124430746801,0.8362499999999999,0.9606789562449006,0.07075205839911713,34,34
beauty,test,pure,focus_plus,34,34,637,0.05337519623233909,0.7471528141054611,0.6946785865399363,0.6627722238691484,0.862,0.8669187537061137,0.06847915636842966,34,34
beauty,test,pure,memory_minus,34,34,637,0.05337519623233909,0.9398477196378395,0.9445900254881621,0.8598133734835167,0.9768000811906704,0.9929916426865776,0.6386988223616562,34,34
beauty,test,pure,memory_plus,34,34,637,0.05337519623233909,0.1584373275907517,0.1576137830716456,0.1458769887440481,0.1727220432688179,0.04,0.8295821839383447,34,34
beauty,test,pure,tempo_minus,34,34,637,0.05337519623233909,0.8223156732922403,0.8227700310643087,0.8178532221528235,0.8284014621915567,0.9553473386415696,0.06846956964604015,34,34
beauty,test,pure,tempo_plus,34,34,637,0.05337519623233909,0.6989603300724808,0.6989603300724808,0.6989603300724808,0.6989603300724808,0.8081886236146834,0.07999999999999992,34,34
beauty,valid,permissive,exposure_minus,23,23,636,0.036163522012578615,0.5831925176916606,0.5812933487099047,0.5801012658227848,0.6058834479649046,0.6749949519776733,0.06297872340425523,23,23
beauty,valid,permissive,exposure_plus,23,23,636,0.036163522012578615,0.4579789876892524,0.4366775811971597,0.4362827004219409,0.7072614138663496,0.5282987274224106,0.05950046253469001,23,23
beauty,valid,permissive,focus_minus,23,23,636,0.036163522012578615,0.7599617299765363,0.7608410145032516,0.7572894317151153,0.7641863963109353,0.8838278299322057,0.058053830227743235,23,23
beauty,valid,permissive,focus_plus,23,23,636,0.036163522012578615,0.5508926650618601,0.5452230415440701,0.5406738586123196,0.607401885886202,0.6391183965808765,0.0509468531207661,23,23
beauty,valid,permissive,memory_minus,23,23,636,0.036163522012578615,0.9576401369196523,0.95245624349112,0.9462831437042318,0.984621077009186,0.9885514918816846,0.7824757921348052,23,23
beauty,valid,permissive,memory_plus,23,23,636,0.036163522012578615,0.05211199354341063,0.0525989834219536,0.0480849394264453,0.0555510350207493,0.040000000000000015,0.12074662362273791,23,23
beauty,valid,permissive,tempo_minus,23,23,636,0.036163522012578615,0.7941576922325566,0.7913409186698284,0.7899641893952789,0.8089526494712425,0.9249660279713374,0.05291045637946651,23,23
beauty,valid,pure,exposure_minus,26,26,636,0.040880503144654086,0.6085603179197934,0.6057972872337829,0.602158370702462,0.6249416695058478,0.7039396425978489,0.06807747807747801,26,26
beauty,valid,pure,exposure_plus,26,26,636,0.040880503144654086,0.6153159696851377,0.5919735059274163,0.5776759268955186,0.7264747226490961,0.7120556333723018,0.06712454212454205,26,26
beauty,valid,pure,focus_minus,26,26,636,0.040880503144654086,0.8288461538461538,0.828,0.828,0.8316666666666667,0.9615384615384616,0.07692307692307683,26,26
beauty,valid,pure,focus_plus,26,26,636,0.040880503144654086,0.8179844763702764,0.861,0.6770346752600519,0.862,0.9499267918512623,0.07031135531135524,26,26
beauty,valid,pure,memory_minus,26,26,636,0.040880503144654086,0.9489239967202666,0.9451541404058423,0.917244505876576,0.9841887390326244,0.9938121040025655,0.694558055453907,26,26
beauty,valid,pure,memory_plus,26,26,636,0.040880503144654086,0.1683150160164851,0.1672758031481176,0.1636324393663132,0.1727677375703232,0.04,0.8954334401099009,26,26
beauty,valid,pure,tempo_minus,26,26,636,0.040880503144654086,0.8216405744503403,0.820760821371046,0.818635397933678,0.8284570237912975,0.9544882647056364,0.06883699633699628,26,26
beauty,valid,pure,tempo_plus,26,26,636,0.040880503144654086,0.6989603300724808,0.6989603300724808,0.6989603300724808,0.6989603300724808,0.8081886236146834,0.0799999999999999,26,26
foursquare,test,permissive,exposure_minus,128,128,3806,0.033631108775617445,0.5642231877564848,0.5599806915268333,0.5515472073026666,0.6354300317833332,0.6112497445713542,0.3065052217996562,302,128
foursquare,test,permissive,exposure_plus,128,128,3806,0.033631108775617445,0.6331279102355787,0.6319407672251667,0.5983062192,0.6937485053139998,0.6527744094216146,0.5373134830312396,302,128
foursquare,test,permissive,focus_minus,128,128,3806,0.033631108775617445,0.8222872678824875,0.8142474793053,0.79699347788687,0.8998810907495999,0.9250929413289064,0.24836907269491604,302,128
foursquare,test,permissive,focus_plus,128,128,3806,0.033631108775617445,0.6952952178071992,0.63222304154,0.5811619789849999,0.857323792286,0.7606866051878124,0.32481544503167703,302,128
foursquare,test,permissive,memory_minus,128,128,3806,0.033631108775617445,0.9468760259389626,0.9463959737000001,0.93750456269,0.965312359691,0.9628622474640003,0.8562874372970833,302,128
foursquare,test,permissive,memory_plus,128,128,3806,0.033631108775617445,0.41753536013178594,0.3449348945805,0.275650889385,0.680000000017,0.4333954976668438,0.36099388169010416,302,128
foursquare,test,permissive,tempo_minus,128,128,3806,0.033631108775617445,0.7774450950958989,0.7757895832638333,0.757684902465,0.8266888962051999,0.8428806484197917,0.42707812471023954,302,128
foursquare,test,permissive,tempo_plus,128,128,3806,0.033631108775617445,0.8009324850813775,0.8239260301545833,0.6777943722668335,0.8436798345026032,0.9371874675194556,0.030012647175843742,302,128
foursquare,test,pure,exposure_minus,201,201,3806,0.05281135049921177,0.6190801371941157,0.6130451994363333,0.6104333295513332,0.708925764105,0.6952429677716417,0.19402355448255382,201,201
foursquare,test,pure,exposure_plus,201,201,3806,0.05281135049921177,0.689322877393349,0.6762069960399999,0.6426217570303333,0.83553376096,0.7560599800102821,0.31581770128339964,201,201
foursquare,test,pure,focus_minus,201,201,3806,0.05281135049921177,0.831142915681224,0.8225,0.8225,0.9412433516702,0.9521486972261689,0.14720845314713094,201,201
foursquare,test,pure,focus_plus,201,201,3806,0.05281135049921177,0.8973188081715652,0.88,0.88,0.97,1.0,0.31545872114376583,201,201
foursquare,test,pure,memory_minus,201,201,3806,0.05281135049921177,0.9517460911844502,0.9561797889853,0.8474656958869999,0.9847165807621,0.9781658581635323,0.8020340783029849,201,201
foursquare,test,pure,memory_plus,201,201,3806,0.05281135049921177,0.48654934293843627,0.4791404672109999,0.4181480265589999,0.6852154780877999,0.48177809032279595,0.6162091597257313,201,201
foursquare,test,pure,tempo_minus,201,201,3806,0.05281135049921177,0.8193944886278203,0.8100381017683334,0.80013400017,0.8981086436469999,0.8942409720262023,0.4128352521722653,201,201
foursquare,test,pure,tempo_plus,201,201,3806,0.05281135049921177,0.8569097348717342,0.8598899940593833,0.8268617980283334,0.9078320789543332,0.975320410116871,0.18941297050013925,201,201
foursquare,valid,permissive,exposure_minus,128,128,3805,0.03363994743758213,0.5923407718031521,0.5847339938969667,0.5742401125266665,0.6552379245433332,0.6496297090872396,0.2799049802230458,338,128
foursquare,valid,permissive,exposure_plus,128,128,3805,0.03363994743758213,0.6550205557702968,0.6402833123669999,0.6004572527616666,0.7894667796099999,0.7074679378520834,0.3674486188771313,338,128
foursquare,valid,permissive,focus_minus,128,128,3805,0.03363994743758213,0.8281152048851563,0.817406497483,0.7981863963239999,0.9192156375522,0.9271672655296876,0.27784496744548953,338,128
foursquare,valid,permissive,focus_plus,128,128,3805,0.03363994743758213,0.623325743131959,0.5783593019965,0.549998771009,0.8582737321499,0.6880608431126563,0.2582094348156646,338,128
foursquare,valid,permissive,memory_minus,128,128,3805,0.03363994743758213,0.950401807934586,0.950185137611,0.940533158091,0.967215541683,0.9632346754776564,0.877682225190521,338,128
foursquare,valid,permissive,memory_plus,128,128,3805,0.03363994743758213,0.4118247228476109,0.3825,0.2743890561381,0.793333333322,0.42510979521723447,0.38403160835013017,338,128
foursquare,valid,permissive,tempo_minus,128,128,3805,0.03363994743758213,0.7624742009037886,0.7607076483278333,0.7362041216606666,0.809822062159,0.8240522073703125,0.4446662453245104,338,128
foursquare,valid,permissive,tempo_plus,128,128,3805,0.03363994743758213,0.7902257744852408,0.8178248488715333,0.6731930637376665,0.8436798345026032,0.9175783169224015,0.0741665212144479,338,128
foursquare,valid,pure,exposure_minus,201,201,3805,0.05282522996057819,0.6265736677539306,0.6224089520633334,0.61233905943,0.7229480816064666,0.7058387537616915,0.18990029035196349,201,201
foursquare,valid,pure,exposure_plus,201,201,3805,0.05282522996057819,0.6686817215061126,0.6581240329033334,0.6231663800566667,0.79822651007,0.7215687511762853,0.3752607852794129,201,201
foursquare,valid,pure,focus_minus,201,201,3805,0.05282522996057819,0.8282721750592418,0.8225,0.8225,0.926274744531,0.9532202470467661,0.1208975506072503,201,201
foursquare,valid,pure,focus_plus,201,201,3805,0.05282522996057819,0.8966097751103181,0.88,0.88,0.97,1.0,0.31073183406878535,201,201
foursquare,valid,pure,memory_minus,201,201,3805,0.05282522996057819,0.9431762453751847,0.951357187781,0.8443269173089999,0.9790642144541,0.9771183818145275,0.7508374722189087,201,201
foursquare,valid,pure,memory_plus,201,201,3805,0.05282522996057819,0.49045717031980796,0.4786836037199999,0.4176470847309999,0.6464606395550001,0.4873338915306468,0.6251083732679767,201,201
foursquare,valid,pure,tempo_minus,201,201,3805,0.05282522996057819,0.8186539399084882,0.8096908007216668,0.7990033480766666,0.8898426016783333,0.8907249973149253,0.42645991011601325,201,201
foursquare,valid,pure,tempo_plus,201,201,3805,0.05282522996057819,0.8598277928615594,0.86144962703255,0.825295321954,0.94568565437775,0.9760911697133631,0.20569631249771136,201,201
lastfm0.03,test,permissive,exposure_minus,13,13,3764,0.0034537725823591925,0.5853189412579127,0.583148394084,0.5726811537123333,0.6019317309516666,0.5560717835948717,0.768982440218564,13,13
lastfm0.03,test,permissive,exposure_plus,13,13,3764,0.0034537725823591925,0.6854931454547436,0.684351444578,0.6780958076233333,0.6958627434349999,0.6615022288,0.8360231030015386,13,13
lastfm0.03,test,permissive,focus_minus,13,13,3764,0.0034537725823591925,0.7894130989867537,0.7855793514656,0.776290793323,0.8231836875809999,0.8365492658753847,0.5411591401094359,13,13
lastfm0.03,test,permissive,focus_plus,13,13,3764,0.0034537725823591925,0.8513730965995723,0.85134430298474,0.8512244897962,0.8515173916652999,1.0,0.009153977330482009,13,13
lastfm0.03,test,permissive,memory_minus,13,13,3764,0.0034537725823591925,0.9864614128526846,0.9873851852416,0.9833052415393,0.9890687259949,0.9940912609364615,0.9432256070446152,13,13
lastfm0.03,test,permissive,memory_plus,13,13,3764,0.0034537725823591925,0.35639202596129227,0.3553458917214999,0.35033542701,0.3661284836624,0.2738773315215385,0.8314997790584615,13,13
lastfm0.03,test,permissive,tempo_minus,13,13,3764,0.0034537725823591925,0.7878202302849334,0.7824183300666666,0.778068217065,0.8065210980883333,0.7959230046179487,0.750247567592718,13,13
lastfm0.03,test,permissive,tempo_plus,13,13,3764,0.0034537725823591925,0.7463269800334312,0.7452447366017699,0.7396952112200001,0.7553999581933334,0.7412787237661179,0.8164797359394871,13,13
lastfm0.03,test,pure,exposure_minus,128,128,3764,0.03400637619553666,0.6339399990731401,0.6284373434176334,0.6106905829983333,0.7046631085186333,0.7005653631928386,0.3554424007701531,128,128
lastfm0.03,test,pure,exposure_plus,128,128,3764,0.03400637619553666,0.6921383195692062,0.6821983143815,0.6602497583883332,0.8289905048466668,0.7605623315174479,0.32024260350953127,128,128
lastfm0.03,test,pure,focus_minus,128,128,3764,0.03400637619553666,0.8140932879004827,0.809424929496,0.7873638880580001,0.911113670006,0.914230194859375,0.25732511599290625,128,128
lastfm0.03,test,pure,focus_plus,128,128,3764,0.03400637619553666,0.9623755981300899,0.96080374374,0.94700299862,0.99433352254,1.0,0.7491706542005989,128,128
lastfm0.03,test,pure,memory_minus,128,128,3764,0.03400637619553666,0.9634168262034968,0.97353035890555,0.8455263157901,0.9904192685541,0.9954684416484063,0.7817910053490105,128,128
lastfm0.03,test,pure,memory_plus,128,128,3764,0.03400637619553666,0.6730038737600483,0.6544249732089,0.5772093023427001,0.826644829308,0.7334556780099688,0.42040646470255205,128,128
lastfm0.03,test,pure,tempo_minus,128,128,3764,0.03400637619553666,0.8857395059325651,0.8783026153078668,0.85892809641,0.9570767652638666,0.9763156172591145,0.4315190412400103,128,128
lastfm0.03,test,pure,tempo_plus,128,128,3764,0.03400637619553666,0.8549961913510321,0.8406808106702933,0.8066925430624999,0.9872866278161032,0.9527444676194883,0.35552460282209375,128,128
lastfm0.03,valid,permissive,exposure_minus,13,13,3763,0.0034546904065904864,0.6055015192504769,0.6033768856983334,0.5930262987683332,0.624347804452,0.5790397532564102,0.7725605753775384,13,13
lastfm0.03,valid,permissive,exposure_plus,13,13,3763,0.0034546904065904864,0.6770109815861025,0.67485957065,0.6710743869901332,0.6852452579716667,0.6572597469897435,0.8200571219005128,13,13
lastfm0.03,valid,permissive,focus_minus,13,13,3763,0.0034546904065904864,0.807474490939446,0.8067018070649999,0.799935391722,0.8302661062960001,0.8359680229907693,0.6594024406510768,13,13
lastfm0.03,valid,permissive,focus_plus,13,13,3763,0.0034546904065904864,0.8513545942488538,0.8513523042,0.8512244897962,0.8514608252,1.0,0.00903062832569227,13,13
lastfm0.03,valid,permissive,memory_minus,13,13,3763,0.0034546904065904864,0.9854359488617462,0.9848483954231,0.9826614117331,0.9888092875031,0.9942747155247695,0.9353496044379489,13,13
lastfm0.03,valid,permissive,memory_plus,13,13,3763,0.0034546904065904864,0.30960175705177223,0.30645660606,0.30209316009,0.3242831522921,0.2142951675241538,0.8496724310416102,13,13
lastfm0.03,valid,permissive,tempo_minus,13,13,3763,0.0034546904065904864,0.7960218031663436,0.7945377213166667,0.7850479942833333,0.8240939163866667,0.8060241941846156,0.760923626465436,13,13
lastfm0.03,valid,permissive,tempo_plus,13,13,3763,0.0034546904065904864,0.7312921579864541,0.7295419569533335,0.72302031002,0.7491371875363999,0.7305318959048358,0.7860912791639999,13,13
lastfm0.03,valid,pure,exposure_minus,141,141,3763,0.037470103640712196,0.6481126531073711,0.643345890899,0.6254717571025,0.7223770184528333,0.7168931017395036,0.3555617352785153,141,141
lastfm0.03,valid,pure,exposure_plus,141,141,3763,0.037470103640712196,0.6857280026877798,0.678188099115,0.6560894000399999,0.7815226447483332,0.741810323798818,0.3786189896264369,141,141
lastfm0.03,valid,pure,focus_minus,141,141,3763,0.037470103640712196,0.8156847513842959,0.8151617959134,0.789110598563,0.9144838633998,0.9152259802012765,0.2651357055320917,141,141
lastfm0.03,valid,pure,focus_plus,141,141,3763,0.037470103640712196,0.9629855031333092,0.96178942474,0.94688295804,0.99358389766,1.0,0.7532366875553949,141,141
lastfm0.03,valid,pure,memory_minus,141,141,3763,0.037470103640712196,0.9706047260305745,0.9760968008879,0.84575,0.9923951508319,0.9955943266171489,0.8289969893733191,141,141
lastfm0.03,valid,pure,memory_plus,141,141,3763,0.037470103640712196,0.6462415265465411,0.6084528767955,0.558571428569,0.8437511212157,0.6933576948424823,0.5063037244689863,141,141
lastfm0.03,valid,pure,tempo_minus,141,141,3763,0.037470103640712196,0.8895347663136408,0.8795789196966667,0.856813951665,0.9711040775783332,0.9782884345763592,0.4321543107939669,141,141
lastfm0.03,valid,pure,tempo_plus,141,141,3763,0.037470103640712196,0.8334583401459088,0.8249326443363333,0.797437189238,0.9447297273466034,0.9411435413776913,0.2696438887442932,141,141
movielens1m,test,permissive,exposure_minus,128,128,2181,0.058688674919761576,0.5740591350177342,0.5701763250143332,0.5454821159198333,0.6700228830804998,0.6751449832622239,0.01201557407690623,458,128
movielens1m,test,permissive,exposure_plus,128,128,2181,0.058688674919761576,0.5670023813109002,0.5661528072966666,0.5609369297416666,0.5900354258883334,0.6622586634059113,0.03491050917055204,458,128
movielens1m,test,permissive,focus_minus,128,128,2181,0.058688674919761576,0.7360532522323233,0.7290029916734999,0.7210426311832,0.7915934297030001,0.8639490437437499,0.013787892459989551,458,128
movielens1m,test,permissive,focus_plus,128,128,2181,0.058688674919761576,0.5811426414123094,0.5726728240997001,0.5669789033346,0.85007802666,0.6783408188075938,0.03052247996446872,458,128
movielens1m,test,permissive,memory_minus,128,128,2181,0.058688674919761576,0.8606934644733187,0.8607431357091,0.8595556466441,0.8614465185341,0.9959183673460003,0.09441901486145829,458,128
movielens1m,test,permissive,memory_plus,128,128,2181,0.058688674919761576,0.1350100636735023,0.13437996835344995,0.1247529256933999,0.1532865094861,0.006616004723109366,0.862576397725729,458,128
movielens1m,test,permissive,tempo_minus,128,128,2181,0.058688674919761576,0.7933700467356344,0.7930602132153667,0.7918597129812001,0.8028379866616666,0.930805342534375,0.014570037209437475,458,128
movielens1m,test,permissive,tempo_plus,128,128,2181,0.058688674919761576,0.613366075340189,0.6127458791301666,0.6120389325483332,0.6274577159096666,0.7187224497895313,0.016346620127249967,458,128
movielens1m,test,pure,exposure_minus,494,494,2181,0.22650160476845485,0.5772897728674418,0.5722225157785666,0.5554961194152,0.6757189518285667,0.6769860178017382,0.012344384906429135,494,494
movielens1m,test,pure,exposure_plus,494,494,2181,0.22650160476845485,0.5756701784093143,0.5714821634526334,0.5674703303774,0.6855980731516667,0.6721113269597908,0.02925567048095003,494,494
movielens1m,test,pure,focus_minus,494,494,2181,0.22650160476845485,0.7503402737223148,0.7430123197935,0.7229412561365999,0.8316666666629999,0.878008879601417,0.026979256625622103,494,494
movielens1m,test,pure,focus_plus,494,494,2181,0.22650160476845485,0.6875095357729525,0.6513362901712,0.5801380140872,0.91,0.7983625407292267,0.05934250768739864,494,494
movielens1m,test,pure,memory_minus,494,494,2181,0.22650160476845485,0.980745941585124,0.9801827480241,0.9745806595381,0.9941769746441,0.9959183673460001,0.8947688622734925,494,494
movielens1m,test,pure,memory_plus,494,494,2181,0.22650160476845485,0.1452231030758174,0.13991263120585,0.1121596798031,0.2299999999999999,0.03269357427753846,0.7828904329327315,494,494
movielens1m,test,pure,tempo_minus,494,494,2181,0.22650160476845485,0.8536839744278908,0.8520202654007334,0.8510597665112,0.8799506044883334,0.9998292470047909,0.025527429825457457,494,494
movielens1m,test,pure,tempo_plus,494,494,2181,0.22650160476845485,0.6967182998492256,0.6953997854129333,0.6630890641935334,0.8018497579998334,0.8169664569840553,0.015312076085190265,494,494
movielens1m,valid,permissive,exposure_minus,128,128,2181,0.058688674919761576,0.4950498636501703,0.47291740947040006,0.4697794072012,0.6149527893711667,0.5757669690327812,0.040083427397645824,441,128
movielens1m,valid,permissive,exposure_plus,128,128,2181,0.058688674919761576,0.5593650835476749,0.557340542073,0.5555029329588665,0.58544107657,0.6527847249070312,0.03260278952231246,441,128
movielens1m,valid,permissive,focus_minus,128,128,2181,0.058688674919761576,0.7175968148030438,0.7172085576206,0.7158527207842,0.7233609062859999,0.8413342781976563,0.01641785556690623,441,128
movielens1m,valid,permissive,focus_plus,128,128,2181,0.058688674919761576,0.6230874097008852,0.6219133095187,0.6119699658372001,0.6355804112132,0.7309052708021093,0.01211953012728123,441,128
movielens1m,valid,permissive,memory_minus,128,128,2181,0.058688674919761576,0.880859345000303,0.8808378393191,0.8801175894441,0.8815335292441,0.9959183673460003,0.2288582183746875,441,128
movielens1m,valid,permissive,memory_plus,128,128,2181,0.058688674919761576,0.13762868273589138,0.1370207644042,0.1300827026917,0.1489732427640999,0.005439313290703119,0.8867017762586251,441,128
movielens1m,valid,permissive,tempo_minus,128,128,2181,0.058688674919761576,0.6494208756883391,0.6492499804664333,0.6480898855345333,0.6576085404836666,0.7618748798984375,0.012181518497781239,441,128
