dataset,model,rank,enabled,tag,result_json,notes,config_rank,seed_count,mean_valid_score,mean_test_score,routing_mode,rank_total,rank_topk,rank_dense,use_for_default,use_for_topk_ablation,source_run_phase
beauty,featured_moe_n3,3,true,beauty_top03_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c1_seed1_20260419_031926_420186_pid271275.json,auto top3 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.076900,3,1,0.120833333333,0.106752865965,dense,3,,3,true,false,S3_BEAUTY_FEATURED_MOE_N3_C1_SEED1
beauty,featured_moe_n3,4,true,beauty_top04_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c1_seed2_20260419_031926_463563_pid271277.json,auto top4 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.076900,4,1,0.120833333333,0.106752865965,dense,4,,4,true,false,S3_BEAUTY_FEATURED_MOE_N3_C1_SEED2
beauty,featured_moe_n3,5,true,beauty_top05_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c1_seed3_20260419_031926_463892_pid271279.json,auto top5 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.076900,5,1,0.120833333333,0.106752865965,dense,5,,5,true,false,S3_BEAUTY_FEATURED_MOE_N3_C1_SEED3
beauty,featured_moe_n3,6,true,beauty_top06_rfmoe,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,auto top6 by test_mean from rfmoe orig_model=FeaturedMoE_N3 test_mrr20=0.080600,6,1,0.110222222222,0.106688888889,dense,6,,6,true,false,S1_BEAUTY_FEATURED_MOE_N3_R03
beauty,featured_moe_n3,7,true,beauty_top07_rfmoe,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r11_20260418_044011_428513_pid53472.json,auto top7 by test_mean from rfmoe orig_model=FeaturedMoE_N3 test_mrr20=0.079600,7,1,0.119030408849,0.105196248086,dense,7,,7,true,false,S1_BEAUTY_FEATURED_MOE_N3_R11
beauty,featured_moe_n3,8,true,beauty_top08_rfmoe,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r15_20260418_044142_358328_pid54286.json,auto top8 by test_mean from rfmoe orig_model=FeaturedMoE_N3 test_mrr20=0.078000,8,1,0.115322222222,0.104466666667,dense,8,,8,true,false,S1_BEAUTY_FEATURED_MOE_N3_R15
foursquare,featured_moe_n3,1,true,foursquare_top01_rfmoe,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json,auto top1 by test_mean from rfmoe orig_model=FeaturedMoE_N3 test_mrr20=0.173600,1,1,0.266377777778,0.229977777778,dense,1,,1,true,false,S2_FOURSQUARE_FEATURED_MOE_N3_R01
foursquare,featured_moe_n3,2,true,foursquare_top02_rfmoe,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json,auto top2 by test_mean from rfmoe orig_model=FeaturedMoE_N3 test_mrr20=0.169800,2,1,0.267755555556,0.227466666667,dense,2,,2,true,false,S1_FOURSQUARE_FEATURED_MOE_N3_R02
foursquare,featured_moe_n3,3,true,foursquare_top03_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json,auto top3 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.169800,3,1,0.263233333333,0.227388888889,dense,3,,3,true,false,S1_FOURSQUARE_FEATURED_MOE_N3_R05
lastfm0.03,featured_moe_n3,1,true,lastfm0_03_top01_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json,auto top1 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.314100,1,1,0.341733333333,0.345169352000,dense,1,,1,true,false,S2_LASTFM0_03_FEATURED_MOE_N3_R10
lastfm0.03,featured_moe_n3,2,true,lastfm0_03_top02_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json,auto top2 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.312900,2,1,0.341722222222,0.345066666667,dense,2,,2,true,false,S1_LASTFM0_03_FEATURED_MOE_N3_R01
lastfm0.03,featured_moe_n3,3,true,lastfm0_03_top03_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json,auto top3 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.312900,3,1,0.341722222222,0.345066666667,dense,3,,3,true,false,S1_LASTFM0_03_FEATURED_MOE_N3_R01
movielens1m,featured_moe_n3,1,true,movielens1m_top01_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/movielens1m_FeaturedMoE_N3_s1_movielens1m_featured_moe_n3_r11_20260418_170216_646743_pid186049.json,auto top1 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.065500,1,1,0.144605142173,0.102313901112,dense,1,,1,true,false,S1_MOVIELENS1M_FEATURED_MOE_N3_R11
movielens1m,featured_moe_n3,2,true,movielens1m_top03_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/movielens1m_FeaturedMoE_N3_s1_movielens1m_featured_moe_n3_r01_20260419_051909_531266_pid295344.json,auto top3 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.063000,2,1,0.137977777778,0.100200000000,dense,3,,2,true,false,S1_MOVIELENS1M_FEATURED_MOE_N3_R01
movielens1m,featured_moe_n3,3,true,movielens1m_top07_23090_results,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/movielens1m_FeaturedMoE_N3_s1_movielens1m_featured_moe_n3_r07_20260418_164839_863922_pid184051.json,auto top7 by test_mean from 23090_results orig_model=FeaturedMoE_N3 test_mrr20=0.062400,3,1,0.139440037682,0.099066666667,dense,7,,3,true,false,S1_MOVIELENS1M_FEATURED_MOE_N3_R07
