best_mrr20_seen,best_run_result_file,combo_id,dataset,early_valid.overall.count,early_valid.overall.hit@20,early_valid.overall.mrr@20,early_valid.overall.ndcg@20,latest_best_mrr20,latest_result_file,latest_special_log_file,latest_special_result_file,latest_test_mrr20,model,run_count,test.overall.count,test.overall.hit@20,test.overall.mrr@20,test.overall.ndcg@20,valid.overall.count,valid.overall.hit@20,valid.overall.mrr@20,valid.overall.ndcg@20
0.0796,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_e41_20260313_184257_959350_pid232879.json,E41,KuaiRecLargeStrictPosV2_0.2,37922,0.037761721428194714,0.01560728902381408,0.02030904356418333,0.0796,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_e41_20260313_184257_959350_pid232879.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/E41/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_e41_20260313_184257_959350_pid232879_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/E41/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_e41_20260313_184257_959350_pid232879_special_metrics.json,0.1606,FeaturedMoE_N3,1,37939,0.2180342128153088,0.16063738442848802,0.17291015505903828,37922,0.14582564210748378,0.07958227931130119,0.09380788026387088
0.0797,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_e42_20260313_184048_783859_pid232859.json,E42,KuaiRecLargeStrictPosV2_0.2,37922,0.047175781868044935,0.020016248943104872,0.025873844583862774,0.0797,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_e42_20260313_184048_783859_pid232859.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/E42/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_e42_20260313_184048_783859_pid232859_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/E42/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_e42_20260313_184048_783859_pid232859_special_metrics.json,0.1605,FeaturedMoE_N3,1,37939,0.21703260497113788,0.16052114220447086,0.17261419563204347,37922,0.1468013290438268,0.07967105677051639,0.09404735318009068
0.0783,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m20_20260313_175457_597792_pid232724.json,M20,KuaiRecLargeStrictPosV2_0.2,37922,0.07792310532144929,0.056128248283340426,0.06090584586046208,0.0783,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m20_20260313_175457_597792_pid232724.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/M20/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m20_20260313_175457_597792_pid232724_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/M20/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m20_20260313_175457_597792_pid232724_special_metrics.json,0.1589,FeaturedMoE_N3,1,37939,0.2156092675083687,0.15889237871238762,0.17104434315638084,37922,0.14242392278888244,0.07825131236516258,0.09199991178288754
0.0792,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m21_20260313_175030_283588_pid232700.json,M21,KuaiRecLargeStrictPosV2_0.2,37922,0.09577553926480671,0.0482014615932938,0.0585952084013464,0.0792,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m21_20260313_175030_283588_pid232700.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/M21/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m21_20260313_175030_283588_pid232700_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/M21/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m21_20260313_175030_283588_pid232700_special_metrics.json,0.1606,FeaturedMoE_N3,1,37939,0.21682174016183875,0.16064389802851517,0.17266052011208496,37922,0.14553557301830072,0.07924423498371631,0.09345875574980889
0.0798,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m22_20260313_174153_727619_pid232671.json,M22,KuaiRecLargeStrictPosV2_0.2,37922,0.05527134644797215,0.02256140857355362,0.029632781135712764,0.0798,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m22_20260313_174153_727619_pid232671.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/M22/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m22_20260313_174153_727619_pid232671_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/M22/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_m22_20260313_174153_727619_pid232671_special_metrics.json,0.1603,FeaturedMoE_N3,1,37939,0.2162155038351037,0.16027734712663322,0.17222387009813367,37922,0.14909551184009281,0.07978006298180532,0.09463010477033272
0.0778,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p00_20260313_164019_772211_pid232389.json,P00,KuaiRecLargeStrictPosV2_0.2,37922,0.10555877854543537,0.06248150873915705,0.07175299111767651,0.0778,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p00_20260313_164019_772211_pid232389.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/P00/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p00_20260313_164019_772211_pid232389_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/P00/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p00_20260313_164019_772211_pid232389_special_metrics.json,0.158,FeaturedMoE_N3,1,37939,0.21126018081657397,0.15803984683501396,0.1694097421169218,37922,0.1398924107378303,0.07780526176220358,0.09108073179799227
0.0785,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p01_20260313_164019_907407_pid232388.json,P01,KuaiRecLargeStrictPosV2_0.2,37922,0.1048204208638785,0.05892845046302307,0.0688228221665888,0.0785,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p01_20260313_164019_907407_pid232388.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/P01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p01_20260313_164019_907407_pid232388_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/P01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p01_20260313_164019_907407_pid232388_special_metrics.json,0.1595,FeaturedMoE_N3,1,37939,0.2135269775165397,0.15946430035553885,0.170990174902884,37922,0.14268762196086704,0.07845097021387147,0.09217904178906729
0.0784,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r30_20260313_181435_062396_pid232779.json,R30,KuaiRecLargeStrictPosV2_0.2,37922,0.05569326512314751,0.025716595096676405,0.03216735469599287,0.0784,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r30_20260313_181435_062396_pid232779.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/R30/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r30_20260313_181435_062396_pid232779_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/R30/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r30_20260313_181435_062396_pid232779_special_metrics.json,0.1591,FeaturedMoE_N3,1,37939,0.2145813015630354,0.15911432125383068,0.17098225413819748,37922,0.14342597964242393,0.07836227918744251,0.09227995593099804
0.0783,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r31_20260313_181920_245309_pid232804.json,R31,KuaiRecLargeStrictPosV2_0.2,37922,0.08401455619429354,0.034889428926194954,0.04546607435959866,0.0783,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r31_20260313_181920_245309_pid232804.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/R31/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r31_20260313_181920_245309_pid232804_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/R31/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r31_20260313_181920_245309_pid232804_special_metrics.json,0.1599,FeaturedMoE_N3,1,37939,0.21426500434908669,0.15994074029237768,0.17153974839589603,37922,0.1431095406360424,0.07826475733491801,0.09212830253556449
0.0611,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r32_20260313_184315_956474_pid232894.json,R32,KuaiRecLargeStrictPosV2_0.2,37922,0.07019671958230052,0.06110746597710176,0.06317266090556191,0.0611,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r32_20260313_184315_956474_pid232894.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/R32/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r32_20260313_184315_956474_pid232894_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/R32/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r32_20260313_184315_956474_pid232894_special_metrics.json,0.1243,FeaturedMoE_N3,1,37939,0.14858061625240518,0.1242579125147173,0.1299040073034442,37922,0.07019671958230052,0.06110746597710176,0.06317266090556191
0.0801,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r33_20260313_181343_995460_pid232758.json,R33,KuaiRecLargeStrictPosV2_0.2,37922,0.08709983650651337,0.056147833087324725,0.06318437245791675,0.0801,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r33_20260313_181343_995460_pid232758.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/R33/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r33_20260313_181343_995460_pid232758_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/R33/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r33_20260313_181343_995460_pid232758_special_metrics.json,0.1606,FeaturedMoE_N3,1,37939,0.21766519939903528,0.1605663248336946,0.1727443933223785,37922,0.14893729233690206,0.0800566358005414,0.0948070867494889
0.0786,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r34_20260313_183142_284252_pid232839.json,R34,KuaiRecLargeStrictPosV2_0.2,37922,0.061705606244396395,0.027701951686054566,0.03505893782457843,0.0786,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r34_20260313_183142_284252_pid232839.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/core_ablation_v2/R34/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r34_20260313_183142_284252_pid232839_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/core_ablation_v2/R34/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r34_20260313_183142_284252_pid232839_special_metrics.json,0.1598,FeaturedMoE_N3,1,37939,0.21542476080023196,0.15977525069289233,0.17167656526852051,37922,0.1436369389800116,0.07855839117975211,0.09249920222351656
