run_name,run_phase,best_valid_mrr20,expert_count,moe_top_k,active_cap,macro_n_eff,macro_n_eff_norm,macro_cv_usage,macro_top1_max_frac,macro_top1_x_cap,macro_knn_js,micro_n_eff,micro_n_eff_norm,micro_cv_usage,micro_top1_max_frac,micro_top1_x_cap,micro_knn_js
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_b_s3_20260317_193715_847967_pid289652,P6_CAND_B_S3,0.0809,12.0,0.0,12.0,11.59946044570614,0.9666217038088449,0.18582469244901031,0.24785051245393955,2.9742061494472747,0.022877975088855546,10.45479013456778,0.8712325112139817,0.3844466392860818,0.24762901959205041,2.971548235104605,0.02652039288229646
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_c_s1_20260317_194731_518128_pid289680,P6_CAND_C_S1,0.0803,12.0,0.0,12.0,11.397908819431972,0.9498257349526643,0.2298358032303091,0.24205366391702296,2.9046439670042754,0.012760735986529633,10.345360525962038,0.8621133771635031,0.3999257385620085,0.5900927808988136,7.081113370785763,0.005233530366755847
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_c_s2_20260317_195243_809834_pid289704,P6_CAND_C_S2,0.0801,12.0,0.0,12.0,10.667772195732056,0.8889810163110047,0.3533886714759865,0.2907060252770339,3.4884723033244063,0.023723552601855866,10.495642303206113,0.8746368586005094,0.37859167925069803,0.20343560039108033,2.441227204692964,0.021430641907842392
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_c_s3_20260317_203219_288991_pid289792,P6_CAND_C_S3,0.08,12.0,0.0,12.0,10.564727209041015,0.8803939340867513,0.36858542970332087,0.17731286649797412,2.127754397975689,0.024697607513294147,11.432939758239744,0.952744979853312,0.2227079852049342,0.19731210581541814,2.3677452697850176,0.021462445570681832
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_exp_20260318_041026_723950_pid371841,P6_FEAT_W10_EXP,0.0792,12.0,0.0,12.0,2.9562881326215686,0.2463573443851307,0.12159781913167778,0.40657363966467325,4.878883675976079,0.025828242811194252,2.97681918624602,0.24806826552050165,0.08824333055396907,0.3944765497229102,4.7337185966749225,0.017335172683074437
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_foc_20260318_040405_363307_pid367968,P6_FEAT_W10_FOC,0.0794,12.0,0.0,12.0,2.9706974754442976,0.24755812295369148,0.09931669833312337,0.4239932701966812,5.087919242360174,0.025134258371862856,2.7979714509522435,0.23316428757935362,0.26871050838498745,0.5433331767222188,6.519998120666626,0.01775695505439465
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_foc_exp_20260318_041739_105038_pid376102,P6_FEAT_W10_FOC_EXP,0.0798,12.0,0.0,12.0,5.866334302447302,0.4888611918706085,0.15094762218154603,0.3454617454979898,4.145540945975878,0.025403766301128283,5.576751855603974,0.4647293213003312,0.27549082192723884,0.31679743694724666,3.80156924336696,0.02642197863197196
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_20260318_004244_033219_pid290718,P6_FEAT_W10_MEM,0.0795,12.0,0.0,12.0,2.9564881806315775,0.24637401505263146,0.1213154272343091,0.39783921408068157,4.774070568968179,0.019968843316737626,2.9585454519804646,0.24654545433170538,0.11837171410406488,0.3777549573010983,4.53305948761318,0.014843610663258334
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_20260318_033951_791226_pid354503,P6_FEAT_W10_MEM,0.0794,12.0,0.0,12.0,2.9479058312857394,0.2456588192738116,0.13293458870248231,0.4815500920649623,5.778601104779548,0.027161965119449544,2.999413426193515,0.24995111884945956,0.013988595504653588,0.35104157577628775,4.212498909315453,0.013068955769852479
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_exp_20260318_041800_188691_pid376196,P6_FEAT_W10_MEM_EXP,0.0801,12.0,0.0,12.0,5.885662385464001,0.49047186545533344,0.13937857460251896,0.32362568153801063,3.8835081784561276,0.022456243919500112,5.494425982009155,0.45786883183409627,0.3033411114412215,0.37179702304644413,4.461564276557329,0.024924638936378918
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_foc_20260318_042915_956793_pid380787,P6_FEAT_W10_MEM_FOC,0.0798,12.0,0.0,12.0,5.8214492852187165,0.4851207737682264,0.1751320049127339,0.32622766333979913,3.9147319600775896,0.025214625941469136,5.383509464219031,0.44862578868491926,0.3383999883055701,0.38387397727349,4.60648772728188,0.021685639361239746
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_20260318_004702_225640_pid290742,P6_FEAT_W10_TEM,0.0793,12.0,0.0,12.0,2.865306701028727,0.2387755584190606,0.21681419113832143,0.5353661455991158,6.42439374718939,0.0321264883101436,2.7270370531409407,0.22725308776174505,0.3163779432660954,0.42634691151695764,5.116162938203492,0.01789111255134537
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_20260318_033554_474044_pid353014,P6_FEAT_W10_TEM,0.0793,12.0,0.0,12.0,2.861289613713821,0.2384408011428184,0.22017761408753353,0.5420154060590603,6.5041848727087235,0.028851220140124693,2.771682286399462,0.23097352386662184,0.28701059409944435,0.4264252170741912,5.117102604890294,0.015302052761166604
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_exp_20260318_042257_498641_pid378128,P6_FEAT_W10_TEM_EXP,0.0801,12.0,0.0,12.0,5.847224451309161,0.48726870427576346,0.16164152870201,0.27523060986605274,3.302767318392633,0.030105368257744593,4.56120226382465,0.38010018865205414,0.5616426151501352,0.39150988775457696,4.698118653054923,0.02297152600756904
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_foc_20260318_005935_945321_pid291470,P6_FEAT_W10_TEM_FOC,0.0797,12.0,0.0,12.0,5.895903345259173,0.49132527877159776,0.13287504366412628,0.33138688091067126,3.976642570928055,0.027937918925020025,4.738460178432065,0.3948716815360054,0.515978632452651,0.33934943743050383,4.072193249166046,0.020426635205019538
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_foc_20260318_035625_657689_pid364926,P6_FEAT_W10_TEM_FOC,0.0797,12.0,0.0,12.0,5.91980665342487,0.49331722111873916,0.11639041106729474,0.30948369790163477,3.7138043748196172,0.03155700517011326,4.641700062665049,0.3868083385554208,0.5409525918676676,0.33588609449914647,4.030633133989758,0.02264447984523923
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_mem_20260318_011504_048455_pid293317,P6_FEAT_W10_TEM_MEM,0.0797,12.0,0.0,12.0,5.936937176834636,0.4947447647362197,0.10306319855890292,0.30959780028503225,3.715173603420387,0.021700374009167744,5.45287489840182,0.454406241533485,0.3167601580393267,0.2949636102889028,3.539563323466833,0.020457935298044315
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_mem_20260318_035701_932857_pid365013,P6_FEAT_W10_TEM_MEM,0.0798,12.0,0.0,12.0,5.914738365567337,0.4928948637972781,0.12006348386217702,0.2873813950470616,3.4485767405647394,0.023344170688218528,5.590722525853051,0.4658935438210876,0.2705671110580232,0.29071497448357486,3.4885796938028983,0.02733473986250509
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_exp_20260317_235820_105038_pid290507,P6_FEAT_W5_EXP,0.0794,12.0,0.0,12.0,2.974203280285755,0.24785027335714627,0.09313191842329016,0.4042088118362206,4.850505742034647,0.033194255693056535,2.9980927322071285,0.2498410610172607,0.02522259037278323,0.394089496540013,4.729073958480156,0.020244885230327192
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_exp_20260318_025118_675592_pid335693,P6_FEAT_W5_EXP,0.0794,12.0,0.0,12.0,2.977013042297102,0.24808442019142518,0.08787232189260955,0.4012600482809693,4.815120579371632,0.033769938847817586,2.968573111783466,0.24738109264862218,0.10289081997004688,0.441099678499755,5.29319614199706,0.016606056000523586
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_foc_20260318_000741_758427_pid290539,P6_FEAT_W5_FOC,0.0794,12.0,0.0,12.0,2.9592308885612657,0.24660257404677213,0.11737500526383504,0.49258446372998455,5.9110135647598145,0.03225613857559197,2.950420922412772,0.24586841020106434,0.12963086725381412,0.4200242970957587,5.040291565149104,0.011977923582213933
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_foc_20260318_025118_742663_pid335692,P6_FEAT_W5_FOC,0.0793,12.0,0.0,12.0,2.9297005770005664,0.2441417147500472,0.15490437209891164,0.46831869019413064,5.619824282329567,0.041259283330657925,2.8431629522182087,0.23693024601818405,0.23486784890687917,0.48774965489622274,5.852995858754673,0.015490361114046466
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_foc_exp_20260318_034139_837745_pid355377,P6_FEAT_W5_FOC_EXP,0.0798,12.0,0.0,12.0,5.885173592758913,0.4904311327299094,0.13968275816193942,0.30610089782914623,3.673210773949755,0.03277435733273489,5.565380310328073,0.4637816925273394,0.2794519281550667,0.32723221177402356,3.9267865412882825,0.030850300462705777
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_mem_20260318_025118_643183_pid335691,P6_FEAT_W5_MEM,0.0796,12.0,0.0,12.0,2.9645325293487503,0.24704437744572919,0.10938016744315125,0.4596648074690078,5.515977689628094,0.025417081226207845,2.9912173234842125,0.24926811029035104,0.05418630900423798,0.36497772766222114,4.379732731946653,0.01554894878620224
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_mem_exp_20260318_033824_645514_pid354105,P6_FEAT_W5_MEM_EXP,0.08,12.0,0.0,12.0,5.861140582766715,0.4884283818972262,0.15392054903744015,0.39457722829649616,4.734926739557954,0.021960109454985315,5.868268734356265,0.48902239452968876,0.149826872353945,0.2657645866473364,3.1891750397680365,0.022012266351492508
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_mem_foc_20260318_002415_727927_pid290617,P6_FEAT_W5_MEM_FOC,0.0797,12.0,0.0,12.0,5.8731928970882965,0.4894327414240247,0.14693795451706784,0.31721581235303725,3.806589748236447,0.02842807774805053,5.769186178511838,0.48076551487598645,0.20001998692691364,0.27118780581116725,3.254253669734007,0.026262839002314013
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_mem_foc_20260318_031022_794926_pid344157,P6_FEAT_W5_MEM_FOC,0.08,12.0,0.0,12.0,5.850368559407571,0.4875307132839643,0.15992643147268482,0.2512154141133462,3.014584969360154,0.02809835912482056,5.605936662953537,0.46716138857946143,0.26513002903044397,0.30030181199059436,3.6036217438871323,0.023066317140474506
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_20260318_001630_281603_pid290587,P6_FEAT_W5_TEM,0.0792,12.0,0.0,12.0,2.874897721136969,0.23957481009474743,0.20860310022225678,0.5532399483630782,6.638879380356938,0.03324719661336226,2.793097673086752,0.232758139423896,0.27216946267576625,0.4982783963916799,5.979340756700159,0.01407992428009611
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_20260318_025118_672622_pid335690,P6_FEAT_W5_TEM,0.0793,12.0,0.0,12.0,2.871272075069355,0.23927267292244625,0.2117383789498097,0.5460582101139457,6.552698521367349,0.035631276781464306,2.7332056919737857,0.22776714099781548,0.3124294634929459,0.49081028353323625,5.889723402398835,0.01646917408625855
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_exp_20260318_002603_847174_pid290639,P6_FEAT_W5_TEM_EXP,0.0799,12.0,0.0,12.0,5.729345279532069,0.47744543996100575,0.2173476572243963,0.26973132244662357,3.236775869359483,0.033873869833215164,4.852322617889358,0.40436021815744655,0.4863344149190885,0.37964323988124404,4.555718878574929,0.0227689943725528
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_exp_20260318_031158_880852_pid344554,P6_FEAT_W5_TEM_EXP,0.08,12.0,0.0,12.0,5.6077701562472715,0.4673141796872726,0.26446937726529307,0.2562784277139028,3.075341132566834,0.03389701774858308,4.640629924831725,0.3867191604026437,0.5412280547252877,0.35473312347443997,4.25679748169328,0.02236052501504038
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_foc_20260318_031347_115143_pid345295,P6_FEAT_W5_TEM_FOC,0.08,12.0,0.0,12.0,5.901949294440843,0.4918291078700703,0.12889255571685565,0.30864918439168887,3.7037902127002664,0.03143472622721062,4.577382572734449,0.3814485477278708,0.5574879182133698,0.45069099061004503,5.408291887320541,0.01829770514057329
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_mem_20260318_004058_775554_pid290696,P6_FEAT_W5_TEM_MEM,0.0799,12.0,0.0,12.0,5.922082744659578,0.4935068953882982,0.1147036257474534,0.28598979342994,3.4318775211592802,0.023422031172229345,5.408827475148673,0.45073562292905606,0.3306020325242867,0.309045186781127,3.7085422413735243,0.02207910367616539
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_mem_20260318_031956_650589_pid347426,P6_FEAT_W5_TEM_MEM,0.0799,12.0,0.0,12.0,5.921177740512324,0.49343147837602697,0.1153773295766911,0.27506728684667997,3.30080744216016,0.024359915164834645,5.194139493527611,0.43284495779396753,0.3938883276615045,0.3381927524850828,4.058313029820994,0.02522740417640613
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_fac_gat_20260317_221910_986953_pid290071,P6_RXI_X1_FAC_GAT,0.0808,12.0,1.0,1.0,9.484470383141073,9.484470383141073,0.5150014184417454,0.3063022549763182,0.3063022549763182,0.10166718216549966,9.553192295022832,9.553192295022832,0.5060876760535047,0.2090982108298823,0.2090982108298823,0.053319737388265204
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_fac_gro_20260317_231359_320399_pid290306,P6_RXI_X1_FAC_GRO,0.0808,12.0,1.0,1.0,10.527879743881575,10.527879743881575,0.37393937635602426,0.2065834837918683,0.2065834837918683,0.08004769352969789,8.71690800285061,8.71690800285061,0.6137055768125562,0.24000877022241016,0.24000877022241016,0.046347016404496295
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_sta_gat_20260317_215921_810654_pid290011,P6_RXI_X1_STA_GAT,0.0812,12.0,1.0,1.0,10.509318114426346,10.509318114426346,0.3766217307222921,0.2648965136128618,0.2648965136128618,0.09622240094191464,10.309780108070939,10.309780108070939,0.4048995020925702,0.18298890074658755,0.18298890074658755,0.05756200385316251
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_sta_gro_20260317_214608_947938_pid289957,P6_RXI_X1_STA_GRO,0.0802,12.0,1.0,1.0,9.293212177485216,9.293212177485216,0.5396898079010901,0.2479802759487837,0.2479802759487837,0.06651973176132016,7.562178192093846,7.562178192093846,0.7660579630818908,0.24106253929260996,0.24106253929260996,0.042433529323644074
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x2_fac_gat_20260317_224557_758408_pid290177,P6_RXI_X2_FAC_GAT,0.0799,12.0,2.0,2.0,9.01952853047069,4.509764265235345,0.5748447604523671,0.35093642259943125,0.7018728451988625,0.08886229967393237,9.199527993577906,4.599763996788953,0.5517380222160213,0.18747245322361605,0.3749449064472321,0.060196336893383745
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x2_fac_gro_20260317_234413_229436_pid290395,P6_RXI_X2_FAC_GRO,0.0796,12.0,2.0,2.0,9.476476060972717,4.738238030486358,0.5160364354838003,0.18801388021934506,0.37602776043869013,0.07175630014485042,8.513046391496907,4.2565231957484535,0.6400010943414411,0.34524025263610064,0.6904805052722013,0.05623615301709708
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x2_sta_gat_20260317_222559_324538_pid290119,P6_RXI_X2_STA_GAT,0.0798,12.0,2.0,2.0,8.899799701385513,4.4498998506927565,0.5902074616900133,0.2247816952929411,0.4495633905858822,0.11308807776224625,9.020077101391966,4.510038550695983,0.574774122265086,0.22541708895735033,0.45083417791470065,0.07872120935852395
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x2_sta_gro_20260317_221410_557534_pid290042,P6_RXI_X2_STA_GRO,0.0792,12.0,2.0,2.0,9.838230712834468,4.919115356417234,0.4687550850206512,0.1810737705468189,0.3621475410936378,0.06474715846920621,5.746707297628302,2.873353648814151,1.043145387078959,0.3398394064886222,0.6796788129772444,0.06079654262058469
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m0_20260317_224806_746454_pid290200,P6_SPEC_A_M0,0.0812,12.0,0.0,12.0,11.0366419095901,0.9197201591325084,0.295444602992809,0.2357377614007298,2.8288531368087577,0.04291025381740604,11.050918657126806,0.9209098880939005,0.29305768654610015,0.18884839372929096,2.2661807247514916,0.036449986038300554
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m1_20260317_223930_151780_pid290149,P6_SPEC_A_M1,0.0811,12.0,0.0,12.0,10.27293685136733,0.8560780709472775,0.41002154618437453,0.23729939794212995,2.8475927753055594,0.05295623552760874,11.312675957569077,0.9427229964640897,0.24648959168729734,0.16017737327364212,1.9221284792837054,0.034870518290614924
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m2_20260317_231729_627901_pid290332,P6_SPEC_A_M2,0.0811,12.0,0.0,12.0,11.61369975975277,0.9678083133127308,0.18237961798188793,0.3829432597932286,4.595319117518743,0.02043103746746444,11.761853058650594,0.9801544215542162,0.14229351975639107,0.14802882539426848,1.7763459047312218,0.01776706296603807
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m3_20260318_000741_770063_pid290538,P6_SPEC_A_M3,0.0813,12.0,0.0,12.0,3.46631466095656,0.28885955507971334,1.5690409073519436,0.5176400047430795,6.211680056916954,0.07158323287662087,4.155521556196408,0.3462934630163674,1.3739446290151884,0.40051502683643314,4.806180322037198,0.047072464048809014
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m4_20260317_230947_086647_pid290281,P6_SPEC_A_M4,0.0809,12.0,0.0,12.0,11.323124519864228,0.9435937099886856,0.24449548141671773,0.19849787568209734,2.381974508185168,0.02797531577380333,11.02855443129921,0.9190462026082674,0.29679041961460056,0.1518546111905353,1.8222553342864236,0.030059481388870834
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m0_20260317_230637_854572_pid290257,P6_SPEC_B_M0,0.0807,12.0,0.0,12.0,11.682027955003848,0.973502329583654,0.16498117402252035,0.24849932992816023,2.9819919591379227,0.022841137639141227,8.623391696089621,0.7186159746741351,0.6257506832927873,0.3455601867699405,4.146722241239286,0.02782670438468824
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m1_20260317_234737_524461_pid290437,P6_SPEC_B_M1,0.0806,12.0,0.0,12.0,11.688521663494114,0.9740434719578429,0.16324330721755667,0.22118187696183386,2.6541825235420062,0.023531375432541322,9.958579266127392,0.8298816055106161,0.45275950572611373,0.24743213704814898,2.969185644577788,0.02083757679256594
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m2_20260318_003655_647173_pid290670,P6_SPEC_B_M2,0.0805,12.0,0.0,12.0,11.768662857525658,0.9807219047938048,0.1402029265221445,0.26594133347652066,3.191296001718248,0.015963411187831376,10.51594981310799,0.8763291510923326,0.37566410375642467,0.2609163540037631,3.1309962480451574,0.017387864886566993
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m3_20260317_234455_352619_pid290415,P6_SPEC_B_M3,0.0803,12.0,0.0,12.0,3.7214587122924896,0.31012155935770747,1.4914897533807232,0.6971073927157934,8.365288712589521,0.040588665395828935,3.3011946680204205,0.27509955566836836,1.6232828610157113,0.44874230088574774,5.384907610628973,0.0479801265092271
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m4_20260317_232918_327533_pid290362,P6_SPEC_B_M4,0.0803,12.0,0.0,12.0,11.053095532660425,0.9210912943883688,0.2926922055276571,0.30700700499142,3.6840840598970397,0.022440864871206,8.11537302718031,0.6762810855983591,0.691863411907452,0.32278893072642945,3.8734671687171534,0.028313142917219217
