tier,selected_family,expert_name,expert_index,minus,plus,usage_plus,usage_minus,usage_delta
permissive,focus,Focus_d,7,0.051232635974884,0.0711550489068031,0.0711550489068031,0.051232635974884,0.019922412931919105
permissive,focus,Memory_a,8,0.0649397745728492,0.0422456599771976,0.0422456599771976,0.0649397745728492,-0.022694114595651606
permissive,focus,Memory_b,9,0.0755104646086692,0.0786920115351677,0.0786920115351677,0.0755104646086692,0.0031815469264984964
permissive,focus,Memory_c,10,0.0390300378203392,0.0413671918213367,0.0413671918213367,0.0390300378203392,0.0023371540009974948
permissive,focus,Memory_d,11,0.0594377256929874,0.0715114176273346,0.0715114176273346,0.0594377256929874,0.012073691934347194
permissive,focus,Exposure_a,12,0.0518743768334388,0.0619552209973335,0.0619552209973335,0.0518743768334388,0.010080844163894702
permissive,focus,Exposure_b,13,0.0891627967357635,0.0807963237166404,0.0807963237166404,0.0891627967357635,-0.008366473019123091
permissive,focus,Exposure_c,14,0.0735502541065216,0.0581321567296981,0.0581321567296981,0.0735502541065216,-0.015418097376823509
permissive,focus,Exposure_d,15,0.039778959006071,0.0711007639765739,0.0711007639765739,0.039778959006071,0.0313218049705029
permissive,memory,Tempo_a,0,0.0680072754621505,0.0669516772031784,0.0669516772031784,0.0680072754621505,-0.0010555982589720986
permissive,memory,Tempo_b,1,0.0953589081764221,0.093092493712902,0.093092493712902,0.0953589081764221,-0.0022664144635201056
permissive,memory,Tempo_c,2,0.1231469959020614,0.1038497388362884,0.1038497388362884,0.1231469959020614,-0.01929725706577301
permissive,memory,Tempo_d,3,0.0511272251605987,0.0350009240210056,0.0350009240210056,0.0511272251605987,-0.016126301139593097
permissive,memory,Focus_a,4,0.0388783514499664,0.0488843880593776,0.0488843880593776,0.0388783514499664,0.010006036609411198
permissive,memory,Focus_b,5,0.0574259459972381,0.0488879419863224,0.0488879419863224,0.0574259459972381,-0.008538004010915694
permissive,memory,Focus_c,6,0.0525542758405208,0.0562176667153835,0.0562176667153835,0.0525542758405208,0.0036633908748626987
permissive,memory,Focus_d,7,0.0492557138204574,0.0431934967637062,0.0431934967637062,0.0492557138204574,-0.006062217056751203
permissive,memory,Memory_a,8,0.0499786175787448,0.0508460961282253,0.0508460961282253,0.0499786175787448,0.0008674785494805007
permissive,memory,Memory_b,9,0.0896583423018455,0.0906620919704437,0.0906620919704437,0.0896583423018455,0.0010037496685982028
permissive,memory,Memory_c,10,0.0276897605508565,0.0382924489676952,0.0382924489676952,0.0276897605508565,0.010602688416838701
permissive,memory,Memory_d,11,0.0557397156953811,0.0615363977849483,0.0615363977849483,0.0557397156953811,0.005796682089567198
permissive,memory,Exposure_a,12,0.0335419066250324,0.0641938298940658,0.0641938298940658,0.0335419066250324,0.030651923269033404
permissive,memory,Exposure_b,13,0.0885081961750984,0.0819891020655632,0.0819891020655632,0.0885081961750984,-0.006519094109535203
permissive,memory,Exposure_c,14,0.0719839632511138,0.0603945776820182,0.0603945776820182,0.0719839632511138,-0.011589385569095598
permissive,memory,Exposure_d,15,0.0471447892487049,0.056007046252489,0.056007046252489,0.0471447892487049,0.008862257003784096
permissive,tempo,Tempo_a,0,0.0693909078836441,0.0677372813224792,0.0677372813224792,0.0693909078836441,-0.0016536265611648976
permissive,tempo,Tempo_b,1,0.1041241437196731,0.0835875794291496,0.0835875794291496,0.1041241437196731,-0.0205365642905235
permissive,tempo,Tempo_c,2,0.1099724918603897,0.0949006080627441,0.0949006080627441,0.1099724918603897,-0.015071883797645597
permissive,tempo,Tempo_d,3,0.0376040190458297,0.0410832054913044,0.0410832054913044,0.0376040190458297,0.003479186445474701
permissive,tempo,Focus_a,4,0.0641060248017311,0.0481529980897903,0.0481529980897903,0.0641060248017311,-0.015953026711940793
permissive,tempo,Focus_b,5,0.052983172237873,0.0571427419781684,0.0571427419781684,0.052983172237873,0.004159569740295396
permissive,tempo,Focus_c,6,0.0615387819707393,0.060036726295948,0.060036726295948,0.0615387819707393,-0.0015020556747913014
permissive,tempo,Focus_d,7,0.0470715351402759,0.0564862005412578,0.0564862005412578,0.0470715351402759,0.009414665400981903
permissive,tempo,Memory_a,8,0.050200592726469,0.0544751584529876,0.0544751584529876,0.050200592726469,0.004274565726518603
permissive,tempo,Memory_b,9,0.075602151453495,0.0753411427140235,0.0753411427140235,0.075602151453495,-0.00026100873947149106
permissive,tempo,Memory_c,10,0.0291147027164697,0.0401007831096649,0.0401007831096649,0.0291147027164697,0.010986080393195204
permissive,tempo,Memory_d,11,0.0560401268303394,0.0636692345142364,0.0636692345142364,0.0560401268303394,0.007629107683896998
permissive,tempo,Exposure_a,12,0.0484663359820842,0.0528432503342628,0.0528432503342628,0.0484663359820842,0.004376914352178601
permissive,tempo,Exposure_b,13,0.0852669477462768,0.0829973444342613,0.0829973444342613,0.0852669477462768,-0.0022696033120155057
permissive,tempo,Exposure_c,14,0.06071787327528,0.0703350305557251,0.0703350305557251,0.06071787327528,0.009617157280445099
permissive,tempo,Exposure_d,15,0.0478001423180103,0.0511107183992862,0.0511107183992862,0.0478001423180103,0.0033105760812758983
pure,exposure,Tempo_a,0,0.0609247349202632,0.0544524639844894,0.0544524639844894,0.0609247349202632,-0.006472270935773801
pure,exposure,Tempo_b,1,0.0655807703733444,0.0459510087966918,0.0459510087966918,0.0655807703733444,-0.019629761576652596
pure,exposure,Tempo_c,2,0.0786242932081222,0.0530999638140201,0.0530999638140201,0.0786242932081222,-0.025524329394102097
pure,exposure,Tempo_d,3,0.0399430878460407,0.0329836830496788,0.0329836830496788,0.0399430878460407,-0.0069594047963618955
pure,exposure,Focus_a,4,0.0525783337652683,0.0546555519104003,0.0546555519104003,0.0525783337652683,0.0020772181451320024
pure,exposure,Focus_b,5,0.0635449290275573,0.0587437786161899,0.0587437786161899,0.0635449290275573,-0.0048011504113674025
pure,exposure,Focus_c,6,0.0629483088850975,0.0579779259860515,0.0579779259860515,0.0629483088850975,-0.004970382899046007
pure,exposure,Focus_d,7,0.0722686573863029,0.0913429036736488,0.0913429036736488,0.0722686573863029,0.0190742462873459
pure,exposure,Memory_a,8,0.0471788123250007,0.0446889623999595,0.0446889623999595,0.0471788123250007,-0.0024898499250411987
pure,exposure,Memory_b,9,0.0674289688467979,0.0563743263483047,0.0563743263483047,0.0674289688467979,-0.011054642498493202
pure,exposure,Memory_c,10,0.0446013808250427,0.0696521326899528,0.0696521326899528,0.0446013808250427,0.025050751864910098
pure,exposure,Memory_d,11,0.080640360713005,0.0819661170244216,0.0819661170244216,0.080640360713005,0.0013257563114165982
pure,exposure,Exposure_a,12,0.0771897658705711,0.1062285974621772,0.1062285974621772,0.0771897658705711,0.0290388315916061
pure,exposure,Exposure_b,13,0.0662024319171905,0.0490849688649177,0.0490849688649177,0.0662024319171905,-0.017117463052272797
pure,exposure,Exposure_c,14,0.0636807605624198,0.0604007877409458,0.0604007877409458,0.0636807605624198,-0.003279972821473992
pure,exposure,Exposure_d,15,0.0566643923521041,0.082396887242794,0.082396887242794,0.0566643923521041,0.0257324948906899
pure,focus,Tempo_a,0,0.0731285661458969,0.0613953694701194,0.0613953694701194,0.0731285661458969,-0.011733196675777498
pure,focus,Tempo_b,1,0.0688877776265144,0.0740091577172279,0.0740091577172279,0.0688877776265144,0.005121380090713501
pure,focus,Tempo_c,2,0.0866384282708168,0.0745227709412574,0.0745227709412574,0.0866384282708168,-0.01211565732955941
pure,focus,Tempo_d,3,0.044886291027069,0.0335777066648006,0.0335777066648006,0.044886291027069,-0.0113085843622684
pure,focus,Focus_a,4,0.0387847907841205,0.0590673945844173,0.0590673945844173,0.0387847907841205,0.020282603800296804
pure,focus,Focus_b,5,0.0561181046068668,0.0614094696938991,0.0614094696938991,0.0561181046068668,0.005291365087032297
pure,focus,Focus_c,6,0.0608684308826923,0.0739233866333961,0.0739233866333961,0.0608684308826923,0.01305495575070379
pure,focus,Focus_d,7,0.051538486033678,0.07745973020792,0.07745973020792,0.051538486033678,0.025921244174242006
pure,focus,Memory_a,8,0.0681725144386291,0.0375703833997249,0.0375703833997249,0.0681725144386291,-0.030602131038904197
pure,focus,Memory_b,9,0.071810133755207,0.0586300119757652,0.0586300119757652,0.071810133755207,-0.013180121779441806
pure,focus,Memory_c,10,0.0565864779055118,0.0464083515107631,0.0464083515107631,0.0565864779055118,-0.010178126394748702
pure,focus,Memory_d,11,0.0628103166818618,0.0748969241976738,0.0748969241976738,0.0628103166818618,0.012086607515812003
pure,focus,Exposure_a,12,0.0584785491228103,0.0797561183571815,0.0797561183571815,0.0584785491228103,0.021277569234371192
pure,focus,Exposure_b,13,0.0792721360921859,0.0568016208708286,0.0568016208708286,0.0792721360921859,-0.022470515221357304
pure,focus,Exposure_c,14,0.078650414943695,0.0594438984990119,0.0594438984990119,0.078650414943695,-0.019206516444683096
pure,focus,Exposure_d,15,0.0433685891330242,0.0711277201771736,0.0711277201771736,0.0433685891330242,0.0277591310441494
pure,memory,Tempo_a,0,0.0625898763537406,0.075737364590168,0.075737364590168,0.0625898763537406,0.013147488236427404
pure,memory,Tempo_b,1,0.1063302531838417,0.0786701515316963,0.0786701515316963,0.1063302531838417,-0.0276601016521454
pure,memory,Tempo_c,2,0.1121777445077896,0.0869895070791244,0.0869895070791244,0.1121777445077896,-0.025188237428665203
pure,memory,Tempo_d,3,0.0436181612312793,0.0409632064402103,0.0409632064402103,0.0436181612312793,-0.002654954791068996
pure,memory,Focus_a,4,0.0482473149895668,0.0479984730482101,0.0479984730482101,0.0482473149895668,-0.00024884194135670057
pure,memory,Focus_b,5,0.0592271015048027,0.0523224584758281,0.0523224584758281,0.0592271015048027,-0.0069046430289745955
pure,memory,Focus_c,6,0.060663167387247,0.0656728968024253,0.0656728968024253,0.060663167387247,0.005009729415178299
pure,memory,Focus_d,7,0.0471123233437538,0.0477467365562915,0.0477467365562915,0.0471123233437538,0.0006344132125376961
pure,memory,Memory_a,8,0.0540451668202877,0.0560067780315876,0.0560067780315876,0.0540451668202877,0.001961611211299903
pure,memory,Memory_b,9,0.0838844329118728,0.0716252997517585,0.0716252997517585,0.0838844329118728,-0.012259133160114288
pure,memory,Memory_c,10,0.027525033801794,0.0491072051227092,0.0491072051227092,0.027525033801794,0.021582171320915198
pure,memory,Memory_d,11,0.0518067330121994,0.0561314411461353,0.0561314411461353,0.0518067330121994,0.004324708133935901
pure,memory,Exposure_a,12,0.0379258692264556,0.0545626953244209,0.0545626953244209,0.0379258692264556,0.016636826097965303
pure,memory,Exposure_b,13,0.0975728183984756,0.0903959199786186,0.0903959199786186,0.0975728183984756,-0.007176898419857011
pure,memory,Exposure_c,14,0.0631616786122322,0.0751311406493187,0.0751311406493187,0.0631616786122322,0.0119694620370865
pure,memory,Exposure_d,15,0.0441123023629188,0.050938744097948,0.050938744097948,0.0441123023629188,0.0068264417350292
pure,tempo,Tempo_a,0,0.0693333223462104,0.0666076615452766,0.0666076615452766,0.0693333223462104,-0.0027256608009337963
pure,tempo,Tempo_b,1,0.108214721083641,0.0633393377065658,0.0633393377065658,0.108214721083641,-0.044875383377075195
pure,tempo,Tempo_c,2,0.1237213686108589,0.0709349662065506,0.0709349662065506,0.1237213686108589,-0.052786402404308305
pure,tempo,Tempo_d,3,0.0458611398935318,0.0391110144555568,0.0391110144555568,0.0458611398935318,-0.006750125437974999
pure,tempo,Focus_a,4,0.0457105301320552,0.0471917353570461,0.0471917353570461,0.0457105301320552,0.0014812052249909002
pure,tempo,Focus_b,5,0.0534560196101665,0.0523735620081424,0.0523735620081424,0.0534560196101665,-0.0010824576020240992
pure,tempo,Focus_c,6,0.0464932322502136,0.0663181766867637,0.0663181766867637,0.0464932322502136,0.019824944436550092
pure,tempo,Focus_d,7,0.0420087464153766,0.0634009167551994,0.0634009167551994,0.0420087464153766,0.021392170339822804
pure,tempo,Memory_a,8,0.0467262007296085,0.0533884093165397,0.0533884093165397,0.0467262007296085,0.006662208586931201
pure,tempo,Memory_b,9,0.0886235386133194,0.0731108710169792,0.0731108710169792,0.0886235386133194,-0.015512667596340193
pure,tempo,Memory_c,10,0.0312019456177949,0.0604019053280353,0.0604019053280353,0.0312019456177949,0.0291999597102404
pure,tempo,Memory_d,11,0.0588205121457576,0.0677275881171226,0.0677275881171226,0.0588205121457576,0.008907075971364996
pure,tempo,Exposure_a,12,0.0358690842986106,0.0782847702503204,0.0782847702503204,0.0358690842986106,0.04241568595170981
pure,tempo,Exposure_b,13,0.0834575146436691,0.0686098337173461,0.0686098337173461,0.0834575146436691,-0.014847680926323006
pure,tempo,Exposure_c,14,0.0684045702219009,0.0684264227747917,0.0684264227747917,0.0684045702219009,2.1852552890805343e-05
pure,tempo,Exposure_d,15,0.0520975738763809,0.0607728324830532,0.0607728324830532,0.0520975738763809,0.0086752586066723
