dataset,model,config_rank,seed_count,mean_valid_score,mean_test_score,config_json,result_paths_json
foursquare,duorec,1,3,0.24807508358148955,0.21419627792099658,"{""MAX_ITEM_LIST_LENGTH"": 20, ""attn_dropout_prob"": 0.15, ""dropout_ratio"": 0.12, ""embedding_size"": 160, ""hidden_dropout_prob"": 0.1, ""hidden_size"": 128, ""inner_size"": 256, ""learning_rate"": 0.00082255, ""lmd"": 0.02, ""lmd_sem"": 0.02, ""n_heads"": 1, ""n_layers"": 3, ""tau"": 0.18, ""weight_decay"": 0.0}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_DuoRec_s3_foursquare_duorec_c1_seed2_20260418_125550_956180_pid628808.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_DuoRec_s3_foursquare_duorec_c1_seed1_20260418_125550_853590_pid628807.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_DuoRec_s3_foursquare_duorec_c1_seed3_20260418_125711_582831_pid629065.json""]"
foursquare,fame,1,3,0.20192316875501537,0.17000305119962075,"{""MAX_ITEM_LIST_LENGTH"": 10, ""attn_dropout_prob"": 0.12, ""dropout_ratio"": 0.12, ""embedding_size"": 96, ""hidden_dropout_prob"": 0.1, ""hidden_size"": 160, ""inner_size"": 256, ""learning_rate"": 0.00113349, ""num_experts"": 5, ""num_heads"": 1, ""num_layers"": 1, ""weight_decay"": 0.0001}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FAME_s3_foursquare_fame_c1_seed1_20260418_125726_363020_pid629217.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FAME_s3_foursquare_fame_c1_seed2_20260418_125731_537393_pid629276.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FAME_s3_foursquare_fame_c1_seed3_20260418_130044_210669_pid630118.json""]"
foursquare,fdsa,1,2,0.2591531750764693,0.21599444444444443,"{""MAX_ITEM_LIST_LENGTH"": 50, ""attn_dropout_prob"": 0.15, ""attribute_hidden_size"": 144, ""dropout_ratio"": 0.12, ""embedding_size"": 160, ""eval_batch_size"": 2048, ""hidden_dropout_prob"": 0.12, ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.1, ""learning_rate"": 0.00019668, ""n_heads"": 8, ""n_layers"": 4, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""train_batch_size"": 2048, ""weight_decay"": 0.0}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FDSA_s3_foursquare_fdsa_c1_seed1_20260418_130407_657828_pid631241.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FDSA_s3_foursquare_fdsa_c1_seed2_20260418_130413_860248_pid631277.json""]"
foursquare,fearec,1,3,0.2450979634925834,0.21275006145853018,"{""MAX_ITEM_LIST_LENGTH"": 30, ""attn_dropout_prob"": 0.15, ""dropout_ratio"": 0.12, ""embedding_size"": 96, ""hidden_dropout_prob"": 0.12, ""hidden_size"": 128, ""inner_size"": 256, ""learning_rate"": 0.00056307, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""n_heads"": 4, ""n_layers"": 2, ""tau"": 0.25, ""weight_decay"": 0.00015}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FEARec_s3_foursquare_fearec_c1_seed1_20260418_125535_141893_pid628601.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FEARec_s3_foursquare_fearec_c1_seed2_20260418_125537_209742_pid628635.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FEARec_s3_foursquare_fearec_c1_seed3_20260418_125538_653649_pid628655.json""]"
foursquare,gru4rec,1,4,0.20024303979382566,0.15603800553723074,"{""MAX_ITEM_LIST_LENGTH"": 10, ""dropout_prob"": 0.23578510204832642, ""embedding_size"": 160, ""hidden_dropout_prob"": 0.23578510204832642, ""hidden_size"": 128, ""inner_size"": 384, ""learning_rate"": 0.00535443, ""num_layers"": 1, ""weight_decay"": 6.411039793489007e-05}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_GRU4Rec_s3_foursquare_gru4rec_c2_seed1_20260418_130528_888271_pid631969.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_GRU4Rec_s3_foursquare_gru4rec_c2_seed2_20260418_130539_630507_pid632063.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_GRU4Rec_s3_foursquare_gru4rec_c2_seed3_20260418_130606_943234_pid632187.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_GRU4Rec_s3_foursquare_gru4rec_c2_seed4_20260418_130614_005120_pid632255.json""]"
lastfm0.03,duorec,1,2,0.3193443566438079,0.322,"{""MAX_ITEM_LIST_LENGTH"": 20, ""attn_dropout_prob"": 0.15, ""dropout_ratio"": 0.1, ""embedding_size"": 112, ""hidden_dropout_prob"": 0.05, ""hidden_size"": 96, ""inner_size"": 224, ""learning_rate"": 0.00012372, ""lmd"": 0.05, ""lmd_sem"": 0.0, ""n_heads"": 1, ""n_layers"": 1, ""tau"": 0.2, ""weight_decay"": 0.00015}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_DuoRec_s3_lastfm0_03_duorec_c1_seed2_20260418_131809_000493_pid635499.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_DuoRec_s3_lastfm0_03_duorec_c1_seed1_20260418_131802_883568_pid635451.json""]"
lastfm0.03,fame,1,3,0.2941151631024162,0.2910027565956905,"{""MAX_ITEM_LIST_LENGTH"": 30, ""attn_dropout_prob"": 0.12, ""dropout_ratio"": 0.1, ""embedding_size"": 64, ""hidden_dropout_prob"": 0.05, ""hidden_size"": 64, ""inner_size"": 256, ""learning_rate"": 0.00026706, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0001}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FAME_s3_lastfm0_03_fame_c2_seed1_20260418_134739_732754_pid641232.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FAME_s3_lastfm0_03_fame_c2_seed2_20260418_134845_565953_pid641468.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FAME_s3_lastfm0_03_fame_c2_seed3_20260418_135415_578277_pid643017.json""]"
lastfm0.03,fdsa,1,2,0.33438339234517944,0.33472777777777774,"{""MAX_ITEM_LIST_LENGTH"": 20, ""attn_dropout_prob"": 0.12, ""attribute_hidden_size"": 96, ""dropout_ratio"": 0.15, ""embedding_size"": 160, ""hidden_dropout_prob"": 0.2, ""hidden_size"": 112, ""inner_size"": 320, ""lambda_attr"": 0.16, ""learning_rate"": 0.00050234, ""n_heads"": 2, ""n_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""weight_decay"": 1e-06}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FDSA_s3_lastfm0_03_fdsa_c1_seed1_20260418_135658_024014_pid643629.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FDSA_s3_lastfm0_03_fdsa_c1_seed2_20260418_140057_315958_pid644537.json""]"
lastfm0.03,fearec,1,1,0.3322801809141594,0.33732222222222225,"{""MAX_ITEM_LIST_LENGTH"": 50, ""attn_dropout_prob"": 0.08, ""dropout_ratio"": 0.12, ""embedding_size"": 96, ""hidden_dropout_prob"": 0.1, ""hidden_size"": 128, ""inner_size"": 256, ""learning_rate"": 0.00052422, ""lmd"": 0.03, ""lmd_sem"": 0.0, ""n_heads"": 2, ""n_layers"": 3, ""tau"": 0.2, ""weight_decay"": 1e-05}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FEARec_s3_lastfm0_03_fearec_c1_seed1_20260418_131801_491453_pid635442.json""]"
lastfm0.03,gru4rec,1,2,0.27855463607823616,0.26408888888888893,"{""MAX_ITEM_LIST_LENGTH"": 10, ""dropout_prob"": 0.25, ""dropout_ratio"": 0.0, ""embedding_size"": 192, ""hidden_dropout_prob"": 0.3, ""hidden_size"": 256, ""inner_size"": 384, ""learning_rate"": 0.0029, ""num_layers"": 2, ""weight_decay"": 1e-05}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_GRU4Rec_s3_lastfm0_03_gru4rec_c2_seed1_20260418_140557_961693_pid645677.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_GRU4Rec_s3_lastfm0_03_gru4rec_c2_seed2_20260418_140708_679291_pid645907.json""]"
movielens1m,duorec,1,2,0.1355040482918437,0.09685687516646206,"{""MAX_ITEM_LIST_LENGTH"": 30, ""attn_dropout_prob"": 0.12, ""dropout_ratio"": 0.12, ""embedding_size"": 112, ""hidden_dropout_prob"": 0.15, ""hidden_size"": 96, ""inner_size"": 256, ""learning_rate"": 0.00049613, ""lmd"": 0.05, ""lmd_sem"": 0.0, ""n_heads"": 4, ""n_layers"": 2, ""tau"": 0.22, ""weight_decay"": 0.00010229593556023368}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_DuoRec_s3_movielens1m_duorec_c1_seed2_20260418_142310_596428_pid647841.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_DuoRec_s3_movielens1m_duorec_c1_seed1_20260418_142253_499823_pid647766.json""]"
movielens1m,fame,1,2,0.1379469236121375,0.09499520012634394,"{""MAX_ITEM_LIST_LENGTH"": 10, ""attn_dropout_prob"": 0.15, ""dropout_ratio"": 0.15, ""embedding_size"": 192, ""hidden_dropout_prob"": 0.15, ""hidden_size"": 96, ""inner_size"": 320, ""learning_rate"": 0.00075359, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 4, ""weight_decay"": 1e-05}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_FAME_s3_movielens1m_fame_c2_seed2_20260418_145537_596406_pid651662.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_FAME_s3_movielens1m_fame_c2_seed1_20260418_145519_844752_pid651629.json""]"
movielens1m,fdsa,1,1,0.15012222222222218,0.10462222222222223,"{""MAX_ITEM_LIST_LENGTH"": 10, ""attn_dropout_prob"": 0.15, ""attribute_hidden_size"": 192, ""dropout_ratio"": 0.15, ""embedding_size"": 112, ""hidden_dropout_prob"": 0.12, ""hidden_size"": 128, ""inner_size"": 320, ""lambda_attr"": 0.15, ""learning_rate"": 0.00057119, ""n_heads"": 1, ""n_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""weight_decay"": 5e-05}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_FDSA_s3_movielens1m_fdsa_c1_seed1_20260418_150024_722129_pid652119.json""]"
movielens1m,fearec,1,3,0.09285054873485556,0.0699279622865181,"{""MAX_ITEM_LIST_LENGTH"": 20, ""attn_dropout_prob"": 0.12, ""dropout_ratio"": 0.1, ""embedding_size"": 96, ""hidden_dropout_prob"": 0.05, ""hidden_size"": 112, ""inner_size"": 224, ""learning_rate"": 0.00035026, ""lmd"": 0.04, ""lmd_sem"": 0.02, ""n_heads"": 2, ""n_layers"": 2, ""tau"": 0.192, ""weight_decay"": 1e-05}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_FEARec_s3_movielens1m_fearec_c1_seed3_20260418_140748_111096_pid646118.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_FEARec_s3_movielens1m_fearec_c1_seed2_20260418_140737_559148_pid646077.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_FEARec_s3_movielens1m_fearec_c1_seed1_20260418_140711_499968_pid645936.json""]"
movielens1m,gru4rec,1,2,0.14150900579983158,0.09763516300183447,"{""MAX_ITEM_LIST_LENGTH"": 10, ""dropout_prob"": 0.2, ""embedding_size"": 224, ""hidden_dropout_prob"": 0.3, ""hidden_size"": 192, ""inner_size"": 384, ""learning_rate"": 0.00405413, ""num_layers"": 1, ""weight_decay"": 0.0001}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_GRU4Rec_s3_movielens1m_gru4rec_c1_seed1_20260418_150454_328452_pid652437.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_GRU4Rec_s3_movielens1m_gru4rec_c1_seed2_20260418_150522_714378_pid652496.json""]"
retail_rocket,duorec,1,2,0.4407671323762341,0.4326972937037998,"{""MAX_ITEM_LIST_LENGTH"": 20, ""attn_dropout_prob"": 0.15, ""dropout_ratio"": 0.1, ""embedding_size"": 128, ""hidden_dropout_prob"": 0.05, ""hidden_size"": 128, ""inner_size"": 224, ""learning_rate"": 0.00046005, ""lmd"": 0.06, ""lmd_sem"": 0.0, ""n_heads"": 2, ""n_layers"": 3, ""tau"": 0.2, ""weight_decay"": 1e-05}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_DuoRec_s3_retail_rocket_duorec_c1_seed1_20260418_151036_211825_pid653501.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_DuoRec_s3_retail_rocket_duorec_c1_seed2_20260418_151239_249726_pid653703.json""]"
retail_rocket,fame,1,2,0.4103284517786929,0.4075765669208882,"{""MAX_ITEM_LIST_LENGTH"": 10, ""attn_dropout_prob"": 0.15, ""dropout_ratio"": 0.12, ""embedding_size"": 64, ""hidden_dropout_prob"": 0.15, ""hidden_size"": 64, ""inner_size"": 256, ""learning_rate"": 0.00050177, ""num_experts"": 3, ""num_heads"": 2, ""num_layers"": 2, ""weight_decay"": 0.0}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FAME_s3_retail_rocket_fame_c1_seed2_20260418_151931_541534_pid654678.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FAME_s3_retail_rocket_fame_c1_seed1_20260418_151911_474203_pid654561.json""]"
retail_rocket,fdsa,1,2,0.4234444444444444,0.41446666666666665,"{""MAX_ITEM_LIST_LENGTH"": 30, ""attn_dropout_prob"": 0.12, ""attribute_hidden_size"": 112, ""dropout_ratio"": 0.15, ""embedding_size"": 128, ""eval_batch_size"": 2048, ""hidden_dropout_prob"": 0.12, ""hidden_size"": 64, ""inner_size"": 224, ""lambda_attr"": 0.0, ""learning_rate"": 0.00020145, ""n_heads"": 1, ""n_layers"": 2, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""train_batch_size"": 1024, ""weight_decay"": 5e-05}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FDSA_s3_retail_rocket_fdsa_c1_seed1_20260418_153914_004801_pid656929.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FDSA_s3_retail_rocket_fdsa_c1_seed2_20260418_154031_713967_pid657072.json""]"
retail_rocket,fearec,1,1,0.43917817034759865,0.43266666666666675,"{""MAX_ITEM_LIST_LENGTH"": 30, ""attn_dropout_prob"": 0.12, ""dropout_ratio"": 0.12, ""embedding_size"": 96, ""hidden_dropout_prob"": 0.1, ""hidden_size"": 160, ""inner_size"": 256, ""learning_rate"": 0.00078559, ""lmd"": 0.05, ""lmd_sem"": 0.0, ""n_heads"": 2, ""n_layers"": 3, ""tau"": 0.16, ""weight_decay"": 5e-05}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FEARec_s3_retail_rocket_fearec_c1_seed1_20260418_150918_207593_pid653398.json""]"
retail_rocket,gru4rec,1,3,0.3824067158581137,0.37693696186752007,"{""MAX_ITEM_LIST_LENGTH"": 50, ""dropout_prob"": 0.15, ""embedding_size"": 224, ""hidden_dropout_prob"": 0.2, ""hidden_size"": 128, ""inner_size"": 320, ""learning_rate"": 0.0042987, ""num_layers"": 1, ""weight_decay"": 1e-06}","[""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_GRU4Rec_s3_retail_rocket_gru4rec_c1_seed1_20260418_155319_986496_pid659994.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_GRU4Rec_s3_retail_rocket_gru4rec_c1_seed2_20260418_155546_409960_pid660455.json"", ""/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_GRU4Rec_s3_retail_rocket_gru4rec_c1_seed3_20260418_155621_640168_pid660520.json""]"
