dataset,dataset_raw,model,metric,metric_value,run_group,run_axis,run_phase,timestamp,source_type,source_file,n_completed,n_trials,parent_result,best_params_json
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.096900,fmoe_v3,hparam,P2ESLR,2026-03-10T11:18:05.119461,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2ESLR/ML1/FMoEv3/20260310_093607_463_hparam_P2ESLR_S3.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096800,fmoe_v2,hparam,P1S,2026-03-05T15:04:20.704768,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_134534_841_hparam_P1S_G6_C2_parallel_L28.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096700,fmoe_v2,hparam,P2DB,2026-03-05T23:53:00.424333,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_200355_404_hparam_P2DB_G0_C2_serial_L7_E128_R64_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096600,fmoe_v2,hparam,P1S,2026-03-05T13:21:52.156768,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_120800_838_hparam_P1S_G4_C1_parallel_L23.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096600,fmoe_v2,hparam,P2DB,2026-03-06T00:31:30.270498,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_203332_773_hparam_P2DB_G1_C2_serial_L7_E160_R96_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096600,fmoe_v2,hparam,P2DB,2026-03-06T20:24:54.549530,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_170647_622_hparam_P2DB_G0_C3_parallel_L13_E128_R64_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.096600,fmoe_v3,hparam,P2DISTILL,2026-03-10T09:10:43.877430,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2DISTILL/ML1/FMoEv3/20260310_071758_362_hparam_P2DISTILL_base_gclone_cmp.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096500,fmoe_v2,hparam,P2DB,2026-03-05T20:20:41.063837,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_162951_588_hparam_P2DB_G2_C1_serial_L7_E128_R64_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096500,fmoe_v2,hparam,P2DB,2026-03-06T18:22:08.006004,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_152043_862_hparam_P2DB_G2_C3_parallel_L13_E128_R64_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096400,fmoe_v2,hparam,P1S,2026-03-05T14:14:45.407919,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_125502_282_hparam_P1S_G2_C2_parallel_L20.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096400,fmoe_v2,hparam,P2DB,2026-03-05T21:49:55.894478,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_162951_585_hparam_P2DB_G7_C1_serial_L7_E160_R80_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096300,fmoe_v2,hparam,P1S,2026-03-05T13:48:53.565365,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_124729_409_hparam_P1S_G3_C2_parallel_L22.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096300,fmoe_v2,hparam,P2DB,2026-03-06T07:03:47.614551,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_033121_408_hparam_P2DB_G2_C4_serial_L7_E160_R96_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.096300,fmoe_v3,hparam,P2DISTILL,2026-03-10T09:30:36.423071,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2DISTILL/ML1/FMoEv3/20260310_070250_655_hparam_P2DISTILL_base_clone_cmp.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096200,fmoe_v2,hparam,P2DB,2026-03-06T01:10:33.290003,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_200037_790_hparam_P2DB_G3_C2_serial_L7_E192_R96_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096200,fmoe_v2,hparam,P2DB,2026-03-06T06:41:37.773595,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_025559_320_hparam_P2DB_G5_C3_serial_L7_E96_R192_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096100,fmoe_v2,hparam,P1S,2026-03-05T11:40:27.806859,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_102451_642_hparam_P1S_G2_C2_serial_L5.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096100,fmoe_v2,hparam,P2DB,2026-03-06T18:47:49.996690,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_151319_829_hparam_P2DB_G3_C3_parallel_L13_E160_R96_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096000,fmoe_v2,hparam,P1S,2026-03-05T10:46:23.262031,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_094113_016_hparam_P1S_G1_C1_serial_L2.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096000,fmoe_v2,hparam,P1S,2026-03-05T11:59:14.959731,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_104624_985_hparam_P1S_G1_C2_serial_L3.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096000,fmoe_v2,hparam,P2DB,2026-03-06T00:01:17.857444,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_200805_330_hparam_P2DB_G6_C2_serial_L7_E128_R64_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.096000,fmoe_v2,hparam,P2DB,2026-03-06T15:20:42.535600,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_115425_955_hparam_P2DB_G2_C2_parallel_L13_E192_R96_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095900,fmoe_v2,hparam,P1S,2026-03-05T10:42:41.526209,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_094113_017_hparam_P1S_G4_C1_serial_L8.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095900,fmoe_v2,hparam,P1S,2026-03-05T13:45:32.830251,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_122546_038_hparam_P1S_G6_C1_parallel_L27.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095900,fmoe_v2,hparam,P2DB,2026-03-06T02:55:57.937608,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_221648_247_hparam_P2DB_G5_C2_serial_L7_E192_R128_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095900,fmoe_v2,hparam,P2DB,2026-03-06T16:33:41.850582,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_121607_836_hparam_P2DB_G1_C2_parallel_L13_E160_R80_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095800,fmoe_v2,hparam,P2DB,2026-03-06T03:37:45.348744,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_235301_860_hparam_P2DB_G0_C3_serial_L7_E128_R64_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095800,fmoe_v2,hparam,P2DB,2026-03-06T07:03:47.598551,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_033746_643_hparam_P2DB_G0_C4_serial_L7_E160_R80_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.095800,fmoe_hgr,hparam,P3HGR,2026-03-10T01:05:57.258317,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_213415_665_hparam_P3HGR_router16_C14_A1_M6_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.095800,fmoe_v3,hparam,P2DISTILL,2026-03-10T10:43:46.299139,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2DISTILL/ML1/FMoEv3/20260310_091045_167_hparam_P2DISTILL_legacy_hybrid_cmp.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095700,fmoe_v2,hparam,P2DB,2026-03-05T20:03:54.054227,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_162951_584_hparam_P2DB_G0_C1_serial_L7_E128_R64_B3072.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095700,fmoe_v2,hparam,P2DB,2026-03-06T15:13:18.439496,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_120418_507_hparam_P2DB_G3_C2_parallel_L13_E160_R80_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095600,fmoe_v2,hparam,P2DB,2026-03-05T20:40:02.310780,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_162951_582_hparam_P2DB_G4_C1_serial_L7_E192_R96_B8192.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095600,fmoe_v2,hparam,P2DB,2026-03-06T04:07:44.029486,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_003131_520_hparam_P2DB_G1_C3_serial_L7_E192_R96_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095600,fmoe_v2,hparam,P2DB,2026-03-06T06:54:40.115292,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_034219_781_hparam_P2DB_G6_C4_serial_L7_E160_R80_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095600,fmoe_v2,hparam,P2DB,2026-03-06T07:03:47.598551,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_053710_598_hparam_P2DB_G3_C4_serial_L7_E160_R96_B8192.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095600,fmoe_v2,hparam,P2DB,2026-03-06T11:54:24.544475,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_084522_061_hparam_P2DB_G2_C1_parallel_L13_E192_R96_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095600,fmoe_rule,hparam,RULE,2026-03-06T16:45:41.499742,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_rule/hparam/RULE/ML1/FMoEv2/20260306_141701_721_hparam_RULE_R1_P2DB_G7_C3_movielens1m_E160_R96_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.095600,fmoe_hgr,hparam,P2HGR,2026-03-09T14:58:43.329297,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P2HGR/ML1/FMoEHGR/20260309_123510_607_hparam_P2HGR_dim8_C00_L15H_D0_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.095600,fmoe_hgr,hparam,P3HGR,2026-03-09T18:36:37.379531,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_150436_126_hparam_P3HGR_router16_C08_A1_M0_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.095600,fmoe_v3,hparam,P2DISTILL,2026-03-10T07:02:49.213241,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2DISTILL/ML1/FMoEv3/20260310_052958_730_hparam_P2DISTILL_base_group_cmp.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.095600,fmoe_v3,hparam,P2DISTILL,2026-03-10T11:06:50.851051,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2DISTILL/ML1/FMoEv3/20260310_093037_818_hparam_P2DISTILL_clone_router_cmp.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095500,fmoe_v2,hparam,P2DB,2026-03-05T23:31:50.064276,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_202042_403_hparam_P2DB_G2_C2_serial_L7_E128_R64_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095500,fmoe_rule,hparam,RULE,2026-03-06T16:23:22.791762,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_rule/hparam/RULE/ML1/FMoEv2/20260306_135453_272_hparam_RULE_R1_P2DB_G5_C3_movielens1m_E192_R96_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095400,fmoe_v2,hparam,P2DB,2026-03-05T20:00:36.375068,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_162951_582_hparam_P2DB_G3_C1_serial_L7_E192_R96_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095400,fmoe_v2,hparam,P2DB,2026-03-05T20:08:04.020415,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_162951_586_hparam_P2DB_G6_C1_serial_L7_E128_R64_B3072.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095400,fmoe_v2,hparam,P2DB,2026-03-06T04:37:43.131348,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_005426_523_hparam_P2DB_G4_C3_serial_L7_E128_R64_B8192.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095400,fmoe_v2,hparam,P2DB,2026-03-06T20:09:27.695852,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_163343_083_hparam_P2DB_G1_C3_parallel_L13_E160_R96_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.095400,fmoe_hgr,hparam,P3HGR,2026-03-09T18:16:06.236256,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_150436_126_hparam_P3HGR_router16_C00_A0_M0_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.095400,fmoe_v3,hparam,P2ROUTER,2026-03-10T09:15:30.712096,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2ROUTER/ML1/FMoEv3/20260310_072437_930_hparam_P2ROUTER_C03_HGCLONE.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095300,fmoe_v2,hparam,P1S,2026-03-05T13:48:09.274423,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_122625_974_hparam_P1S_G5_C1_parallel_L25.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095300,fmoe_v2,hparam,P2DB,2026-03-05T20:33:31.373305,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_162951_583_hparam_P2DB_G1_C1_serial_L7_E160_R80_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095300,fmoe_v2,hparam,P2DB,2026-03-06T05:27:43.112708,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_014355_351_hparam_P2DB_G7_C3_serial_L7_E192_R96_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.095300,fmoe_hgr,hparam,P3HGR,2026-03-09T17:56:21.620417,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_150436_134_hparam_P3HGR_router16_C04_A0_M4_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.095300,fmoe_v3,hparam,P2DISTILL,2026-03-10T07:17:57.096297,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2DISTILL/ML1/FMoEv3/20260310_052958_730_hparam_P2DISTILL_base_plain_cmp.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.095300,fmoe_v3,hparam,P2ROUTER,2026-03-10T11:41:58.419102,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2ROUTER/ML1/FMoEv3/20260310_091531_937_hparam_P2ROUTER_C05_GCOMBO.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095200,fmoe_v2,hparam,P1S,2026-03-05T12:07:59.415603,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_104242_872_hparam_P1S_G4_C2_serial_L9.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.095200,fmoe_v2,hparam,P2DB,2026-03-06T12:16:06.497403,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_084522_056_hparam_P2DB_G1_C1_parallel_L13_E160_R80_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.095100,fmoe_hgr,hparam,P3HGR,2026-03-09T21:34:14.261378,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_181305_506_hparam_P3HGR_router16_C13_A1_M5_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.095100,fmoe_hgr,hparam,P3HGR,2026-03-10T00:20:00.105044,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_211009_161_hparam_P3HGR_router16_C06_A0_M6_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.095000,fmoe_hgr,hparam,P3HGR,2026-03-09T21:14:10.138715,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_181607_687_hparam_P3HGR_router16_C01_A0_M1_serial_hybrid.log,0,0,,
