global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,phase_id,axis_id,axis_desc,setting_id,setting_key,setting_desc,setting_group,setting_detail,run_id
0.172200,0.171400,P17AS_03_S2,ABLS-03_LAYOUT_NO_MACRO_SKIP | Remove macro_ffn without dense replacement,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,6,run_complete,0.168900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_03_s2_20260414_030511_861082_pid895245.json,2026-04-14T03:27:24.697498Z,P17AS,AS,kuairec_a12_ablation12_specify,03,ABLS-03_LAYOUT_NO_MACRO_SKIP,LAYOUT_NO_MACRO_SKIP,layout,Remove macro_ffn without dense replacement,03_S2
0.172200,0.169400,P17AS_04_S2,ABLS-04_LAYOUT_NO_MID_DENSE | Replace mid_ffn with dense_plain,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.167800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_04_s2_20260414_031212_610211_pid897167.json,2026-04-14T03:29:28.949771Z,P17AS,AS,kuairec_a12_ablation12_specify,04,ABLS-04_LAYOUT_NO_MID_DENSE,LAYOUT_NO_MID_DENSE,layout,Replace mid_ffn with dense_plain,04_S2
0.172200,0.170200,P17AS_04_S3,ABLS-04_LAYOUT_NO_MID_DENSE | Replace mid_ffn with dense_plain,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,0,run_complete,0.168500,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_04_s3_20260414_031246_785616_pid897284.json,2026-04-14T03:34:45.478535Z,P17AS,AS,kuairec_a12_ablation12_specify,04,ABLS-04_LAYOUT_NO_MID_DENSE,LAYOUT_NO_MID_DENSE,layout,Replace mid_ffn with dense_plain,04_S3
0.172300,0.172300,P17AS_05_S1,ABLS-05_LAYOUT_NO_MID_SKIP | Remove mid_ffn without dense replacement,wide,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,5,running,0.169900,,,,,,2026-04-14T03:39:48.858064Z,P17AS,AS,kuairec_a12_ablation12_specify,05,ABLS-05_LAYOUT_NO_MID_SKIP,LAYOUT_NO_MID_SKIP,layout,Remove mid_ffn without dense replacement,05_S1
0.172300,0.172300,P17AS_05_S1,ABLS-05_LAYOUT_NO_MID_SKIP | Remove mid_ffn without dense replacement,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.169900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_05_s1_20260414_032351_650627_pid898200.json,2026-04-14T03:42:32.173916Z,P17AS,AS,kuairec_a12_ablation12_specify,05,ABLS-05_LAYOUT_NO_MID_SKIP,LAYOUT_NO_MID_SKIP,layout,Remove mid_ffn without dense replacement,05_S1
0.172400,0.172400,P17AS_05_S2,ABLS-05_LAYOUT_NO_MID_SKIP | Remove mid_ffn without dense replacement,wide,trial_new_best,KuaiRecLargeStrictPosV2_0.2,2,4,running,0.169800,,,,,,2026-04-14T03:44:50.347018Z,P17AS,AS,kuairec_a12_ablation12_specify,05,ABLS-05_LAYOUT_NO_MID_SKIP,LAYOUT_NO_MID_SKIP,layout,Remove mid_ffn without dense replacement,05_S2
0.172400,0.169600,P17AS_06_S1,ABLS-06_LAYOUT_NO_MICRO_DENSE | Replace micro_ffn with dense_plain,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,6,run_complete,0.168200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_06_s1_20260414_032731_289527_pid898661.json,2026-04-14T03:45:00.456856Z,P17AS,AS,kuairec_a12_ablation12_specify,06,ABLS-06_LAYOUT_NO_MICRO_DENSE,LAYOUT_NO_MICRO_DENSE,layout,Replace micro_ffn with dense_plain,06_S1
0.172400,0.172000,P17AS_05_S2,ABLS-05_LAYOUT_NO_MID_SKIP | Remove mid_ffn without dense replacement,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,4,run_complete,0.169300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_05_s2_20260414_032458_990465_pid898329.json,2026-04-14T03:45:31.632520Z,P17AS,AS,kuairec_a12_ablation12_specify,05,ABLS-05_LAYOUT_NO_MID_SKIP,LAYOUT_NO_MID_SKIP,layout,Remove mid_ffn without dense replacement,05_S2
0.172400,0.172400,P17AS_05_S3,ABLS-05_LAYOUT_NO_MID_SKIP | Remove mid_ffn without dense replacement,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,7,run_complete,0.169800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_05_s3_20260414_032636_112717_pid898534.json,2026-04-14T03:46:02.784417Z,P17AS,AS,kuairec_a12_ablation12_specify,05,ABLS-05_LAYOUT_NO_MID_SKIP,LAYOUT_NO_MID_SKIP,layout,Remove mid_ffn without dense replacement,05_S3
0.172400,0.170100,P17AS_06_S2,ABLS-06_LAYOUT_NO_MICRO_DENSE | Replace micro_ffn with dense_plain,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.168500,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_06_s2_20260414_032935_602615_pid898868.json,2026-04-14T03:48:19.086323Z,P17AS,AS,kuairec_a12_ablation12_specify,06,ABLS-06_LAYOUT_NO_MICRO_DENSE,LAYOUT_NO_MICRO_DENSE,layout,Replace micro_ffn with dense_plain,06_S2
0.172400,0.169300,P17AS_06_S3,ABLS-06_LAYOUT_NO_MICRO_DENSE | Replace micro_ffn with dense_plain,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,0,run_complete,0.167600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_06_s3_20260414_033452_103657_pid899309.json,2026-04-14T03:49:14.277953Z,P17AS,AS,kuairec_a12_ablation12_specify,06,ABLS-06_LAYOUT_NO_MICRO_DENSE,LAYOUT_NO_MICRO_DENSE,layout,Replace micro_ffn with dense_plain,06_S3
0.172400,0.170600,P17AS_07_S1,ABLS-07_LAYOUT_NO_MICRO_SKIP | Remove micro_ffn without dense replacement,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.169900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_07_s1_20260414_034238_830013_pid899993.json,2026-04-14T04:01:55.333289Z,P17AS,AS,kuairec_a12_ablation12_specify,07,ABLS-07_LAYOUT_NO_MICRO_SKIP,LAYOUT_NO_MICRO_SKIP,layout,Remove micro_ffn without dense replacement,07_S1
0.172400,0.170500,P17AS_07_S2,ABLS-07_LAYOUT_NO_MICRO_SKIP | Remove micro_ffn without dense replacement,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,6,run_complete,0.169100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_07_s2_20260414_034507_166144_pid900201.json,2026-04-14T04:05:02.663258Z,P17AS,AS,kuairec_a12_ablation12_specify,07,ABLS-07_LAYOUT_NO_MICRO_SKIP,LAYOUT_NO_MICRO_SKIP,layout,Remove micro_ffn without dense replacement,07_S2
0.172400,0.170100,P17AS_07_S3,ABLS-07_LAYOUT_NO_MICRO_SKIP | Remove micro_ffn without dense replacement,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,4,run_complete,0.169000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_07_s3_20260414_034538_351586_pid900313.json,2026-04-14T04:05:21.833230Z,P17AS,AS,kuairec_a12_ablation12_specify,07,ABLS-07_LAYOUT_NO_MICRO_SKIP,LAYOUT_NO_MICRO_SKIP,layout,Remove micro_ffn without dense replacement,07_S3
0.172400,0.170700,P17AS_08_S1,ABLS-08_LAYOUT_ATTN_BEFORE_MID | Insert attention block before mid_ffn,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,7,run_complete,0.168800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_08_s1_20260414_034609_521442_pid900380.json,2026-04-14T04:12:56.527106Z,P17AS,AS,kuairec_a12_ablation12_specify,08,ABLS-08_LAYOUT_ATTN_BEFORE_MID,LAYOUT_ATTN_BEFORE_MID,layout,Insert attention block before mid_ffn,08_S1
0.172400,0.170500,P17AS_08_S3,ABLS-08_LAYOUT_ATTN_BEFORE_MID | Insert attention block before mid_ffn,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,0,run_complete,0.168200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_08_s3_20260414_034921_115767_pid901405.json,2026-04-14T04:19:37.135928Z,P17AS,AS,kuairec_a12_ablation12_specify,08,ABLS-08_LAYOUT_ATTN_BEFORE_MID,LAYOUT_ATTN_BEFORE_MID,layout,Insert attention block before mid_ffn,08_S3
0.172400,0.158700,P17AS_10_S1,"ABLS-10_LAYOUT_DENSE_FULL_ONLY | All MoE removed, dense FFN only (macro/mid/micro)",wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,7,run_complete,0.160000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_10_s1_20260414_041303_205315_pid908054.json,2026-04-14T04:20:56.403588Z,P17AS,AS,kuairec_a12_ablation12_specify,10,ABLS-10_LAYOUT_DENSE_FULL_ONLY,LAYOUT_DENSE_FULL_ONLY,layout,"All MoE removed, dense FFN only (macro/mid/micro)",10_S1
0.172400,0.171600,P17AS_09_S3,ABLS-09_LAYOUT_NO_ATTN_ONLY_MOEFFN | Drop attention blocks and keep only MoE FFN blocks,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,4,run_complete,0.170200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_09_s3_20260414_040528_431520_pid905731.json,2026-04-14T04:24:27.814738Z,P17AS,AS,kuairec_a12_ablation12_specify,09,ABLS-09_LAYOUT_NO_ATTN_ONLY_MOEFFN,LAYOUT_NO_ATTN_ONLY_MOEFFN,layout,Drop attention blocks and keep only MoE FFN blocks,09_S3
0.172400,0.171400,P17AS_09_S2,ABLS-09_LAYOUT_NO_ATTN_ONLY_MOEFFN | Drop attention blocks and keep only MoE FFN blocks,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,6,run_complete,0.169200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_09_s2_20260414_040509_274750_pid905573.json,2026-04-14T04:24:31.919293Z,P17AS,AS,kuairec_a12_ablation12_specify,09,ABLS-09_LAYOUT_NO_ATTN_ONLY_MOEFFN,LAYOUT_NO_ATTN_ONLY_MOEFFN,layout,Drop attention blocks and keep only MoE FFN blocks,09_S2
0.172400,0.170200,P17AS_08_S2,ABLS-08_LAYOUT_ATTN_BEFORE_MID | Insert attention block before mid_ffn,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.168500,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_08_s2_20260414_034825_766018_pid901127.json,2026-04-14T04:26:09.223016Z,P17AS,AS,kuairec_a12_ablation12_specify,08,ABLS-08_LAYOUT_ATTN_BEFORE_MID,LAYOUT_ATTN_BEFORE_MID,layout,Insert attention block before mid_ffn,08_S2
0.172400,0.158700,P17AS_10_S2,"ABLS-10_LAYOUT_DENSE_FULL_ONLY | All MoE removed, dense FFN only (macro/mid/micro)",wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,0,run_complete,0.160200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_10_s2_20260414_041943_961982_pid910225.json,2026-04-14T04:27:37.470738Z,P17AS,AS,kuairec_a12_ablation12_specify,10,ABLS-10_LAYOUT_DENSE_FULL_ONLY,LAYOUT_DENSE_FULL_ONLY,layout,"All MoE removed, dense FFN only (macro/mid/micro)",10_S2
0.172400,0.171600,P17AS_09_S1,ABLS-09_LAYOUT_NO_ATTN_ONLY_MOEFFN | Drop attention blocks and keep only MoE FFN blocks,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.169200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_09_s1_20260414_040201_995091_pid904364.json,2026-04-14T04:28:41.704195Z,P17AS,AS,kuairec_a12_ablation12_specify,09,ABLS-09_LAYOUT_NO_ATTN_ONLY_MOEFFN,LAYOUT_NO_ATTN_ONLY_MOEFFN,layout,Drop attention blocks and keep only MoE FFN blocks,09_S1
0.172400,0.157600,P17AS_10_S3,"ABLS-10_LAYOUT_DENSE_FULL_ONLY | All MoE removed, dense FFN only (macro/mid/micro)",wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,7,run_complete,0.158300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_10_s3_20260414_042103_090941_pid910596.json,2026-04-14T04:28:54.854226Z,P17AS,AS,kuairec_a12_ablation12_specify,10,ABLS-10_LAYOUT_DENSE_FULL_ONLY,LAYOUT_DENSE_FULL_ONLY,layout,"All MoE removed, dense FFN only (macro/mid/micro)",10_S3
0.172400,0.163500,P17AS_11_S1,ABLS-11_LAYOUT_DENSE_MACRO_MID_ONLY | Dense macro/mid only (drop micro stage),wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_11_s1_20260414_042434_536201_pid911790.json,2026-04-14T04:30:32.112358Z,P17AS,AS,kuairec_a12_ablation12_specify,11,ABLS-11_LAYOUT_DENSE_MACRO_MID_ONLY,LAYOUT_DENSE_MACRO_MID_ONLY,layout,Dense macro/mid only (drop micro stage),11_S1
0.172400,0.164200,P17AS_11_S2,ABLS-11_LAYOUT_DENSE_MACRO_MID_ONLY | Dense macro/mid only (drop micro stage),wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,6,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_11_s2_20260414_042438_740021_pid911819.json,2026-04-14T04:32:12.345127Z,P17AS,AS,kuairec_a12_ablation12_specify,11,ABLS-11_LAYOUT_DENSE_MACRO_MID_ONLY,LAYOUT_DENSE_MACRO_MID_ONLY,layout,Dense macro/mid only (drop micro stage),11_S2
0.172400,0.163100,P17AS_11_S3,ABLS-11_LAYOUT_DENSE_MACRO_MID_ONLY | Dense macro/mid only (drop micro stage),wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,1,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_11_s3_20260414_042615_937844_pid912325.json,2026-04-14T04:33:22.592395Z,P17AS,AS,kuairec_a12_ablation12_specify,11,ABLS-11_LAYOUT_DENSE_MACRO_MID_ONLY,LAYOUT_DENSE_MACRO_MID_ONLY,layout,Dense macro/mid only (drop micro stage),11_S3
0.172400,0.169400,P17AS_12_S2,ABLS-12_LAYOUT_DENSE_MACRO_ONLY | Dense macro only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.169300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_12_s2_20260414_042848_426852_pid912799.json,2026-04-14T04:34:53.869738Z,P17AS,AS,kuairec_a12_ablation12_specify,12,ABLS-12_LAYOUT_DENSE_MACRO_ONLY,LAYOUT_DENSE_MACRO_ONLY,layout,Dense macro only,12_S2
0.172400,0.169300,P17AS_12_S1,ABLS-12_LAYOUT_DENSE_MACRO_ONLY | Dense macro only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.169300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_12_s1_20260414_042744_172005_pid912667.json,2026-04-14T04:35:07.070511Z,P17AS,AS,kuairec_a12_ablation12_specify,12,ABLS-12_LAYOUT_DENSE_MACRO_ONLY,LAYOUT_DENSE_MACRO_ONLY,layout,Dense macro only,12_S1
0.172400,0.167700,P17AS_12_S3,ABLS-12_LAYOUT_DENSE_MACRO_ONLY | Dense macro only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,7,run_complete,0.166300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_12_s3_20260414_042901_602042_pid912845.json,2026-04-14T04:35:38.241408Z,P17AS,AS,kuairec_a12_ablation12_specify,12,ABLS-12_LAYOUT_DENSE_MACRO_ONLY,LAYOUT_DENSE_MACRO_ONLY,layout,Dense macro only,12_S3
0.172400,0.170500,P17AS_13_S1,ABLS-13_FEATURE_DROP_CATEGORY | Drop category-derived features,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.168800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_13_s1_20260414_043038_883631_pid913256.json,2026-04-14T04:46:22.189672Z,P17AS,AS,kuairec_a12_ablation12_specify,13,ABLS-13_FEATURE_DROP_CATEGORY,FEATURE_DROP_CATEGORY,feature_drop,Drop category-derived features,13_S1
0.172400,0.170600,P17AS_13_S2,ABLS-13_FEATURE_DROP_CATEGORY | Drop category-derived features,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,6,run_complete,0.168700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_13_s2_20260414_043219_222424_pid913768.json,2026-04-14T04:50:17.583406Z,P17AS,AS,kuairec_a12_ablation12_specify,13,ABLS-13_FEATURE_DROP_CATEGORY,FEATURE_DROP_CATEGORY,feature_drop,Drop category-derived features,13_S2
