pair_id,setting_id,transfer_mode,policy,n,mean_gain_mrr20,win_rate
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,feature_encoder_init,std,5,0.0016999999999999904,0.8
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,full_except_feature_router_init,loaded_lr_0.05,5,-0.02458000000000001,0.0
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,full_except_feature_router_init,loaded_lr_0.35,5,-0.001980000000000004,0.4
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,full_except_feature_router_init,std,5,0.0024799999999999935,1.0
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,full_model_init,loaded_lr_0.05,5,-0.023799999999999998,0.0
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,full_model_init,loaded_lr_0.35,5,-0.0013800000000000034,0.4
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,full_model_init,std,5,0.0013999999999999902,1.0
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,group_router_init,loaded_lr_0.05,5,0.0015800000000000037,0.8
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,group_router_init,loaded_lr_0.35,5,0.0022600000000000064,0.8
beauty_to_retail_rocket,retail_r15_h13_width_lr_validate,group_router_init,std,5,0.0015799999999999924,0.6
foursquare_to_KuaiRec,kuairec_h10_long_context,feature_encoder_a12_router_init,loaded_lr_0.05,5,-0.00421999999999999,0.2
foursquare_to_KuaiRec,kuairec_h10_long_context,feature_encoder_a12_router_init,loaded_lr_0.35,5,-0.000859999999999983,0.4
foursquare_to_KuaiRec,kuairec_h10_long_context,feature_encoder_a12_router_init,std,5,-0.0007199999999999874,0.4
foursquare_to_KuaiRec,kuairec_h10_long_context,feature_encoder_group_router_init,loaded_lr_0.05,5,-0.0011800000000000033,0.4
foursquare_to_KuaiRec,kuairec_h10_long_context,feature_encoder_group_router_init,loaded_lr_0.35,5,-0.0010399999999999964,0.2
foursquare_to_KuaiRec,kuairec_h10_long_context,feature_encoder_group_router_init,std,5,-0.0018399999999999862,0.4
foursquare_to_KuaiRec,kuairec_h10_long_context,feature_encoder_init,loaded_lr_0.05,5,0.0003800000000000137,0.6
foursquare_to_KuaiRec,kuairec_h10_long_context,feature_encoder_init,loaded_lr_0.35,5,0.0006200000000000205,0.6
foursquare_to_KuaiRec,kuairec_h10_long_context,feature_encoder_init,std,5,-0.00011999999999998679,0.2
foursquare_to_KuaiRec,kuairec_h10_long_context,full_except_feature_router_init,loaded_lr_0.05,5,-0.0069799999999999975,0.2
foursquare_to_KuaiRec,kuairec_h10_long_context,full_except_feature_router_init,loaded_lr_0.35,5,-0.00043999999999998484,0.6
foursquare_to_KuaiRec,kuairec_h10_long_context,full_except_feature_router_init,std,5,0.00015999999999999348,0.6
foursquare_to_KuaiRec,kuairec_h10_long_context,full_model_init,loaded_lr_0.05,5,-0.00955999999999998,0.0
foursquare_to_KuaiRec,kuairec_h10_long_context,full_model_init,loaded_lr_0.35,5,-0.0010599999999999943,0.4
foursquare_to_KuaiRec,kuairec_h10_long_context,full_model_init,std,5,0.00018000000000001348,0.6
foursquare_to_KuaiRec,kuairec_h10_long_context,group_router_init,loaded_lr_0.05,5,-0.0005800000000000027,0.4
foursquare_to_KuaiRec,kuairec_h10_long_context,group_router_init,loaded_lr_0.35,5,-0.00046000000000000484,0.6
foursquare_to_KuaiRec,kuairec_h10_long_context,group_router_init,std,5,-0.00023999999999999578,0.6
foursquare_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_a12_router_init,loaded_lr_0.05,5,-0.002939999999999987,0.4
foursquare_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_a12_router_init,loaded_lr_0.35,5,-0.000639999999999985,0.4
foursquare_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_a12_router_init,std,5,0.0007199999999999984,0.6
foursquare_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_group_router_init,loaded_lr_0.05,5,0.001319999999999999,0.8
foursquare_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_group_router_init,loaded_lr_0.35,5,0.0013800000000000145,0.8
foursquare_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_group_router_init,std,5,0.0019000000000000017,1.0
foursquare_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_init,loaded_lr_0.05,5,0.002200000000000002,0.6
foursquare_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_init,loaded_lr_0.35,5,0.0023599999999999953,0.6
foursquare_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_init,std,5,0.0018399999999999972,0.6
foursquare_to_KuaiRec,kuairec_h14_feature_strong,full_except_feature_router_init,loaded_lr_0.05,5,-0.00925999999999999,0.0
foursquare_to_KuaiRec,kuairec_h14_feature_strong,full_except_feature_router_init,loaded_lr_0.35,5,-0.00035999999999998257,0.2
foursquare_to_KuaiRec,kuairec_h14_feature_strong,full_except_feature_router_init,std,5,-0.001959999999999995,0.2
foursquare_to_KuaiRec,kuairec_h14_feature_strong,full_model_init,loaded_lr_0.05,5,-0.01818000000000001,0.0
foursquare_to_KuaiRec,kuairec_h14_feature_strong,full_model_init,loaded_lr_0.35,5,-0.001859999999999995,0.2
foursquare_to_KuaiRec,kuairec_h14_feature_strong,full_model_init,std,5,-0.0018399999999999972,0.2
foursquare_to_KuaiRec,kuairec_h14_feature_strong,group_router_init,loaded_lr_0.05,5,4.00000000000067e-05,0.4
foursquare_to_KuaiRec,kuairec_h14_feature_strong,group_router_init,loaded_lr_0.35,5,0.00018000000000000237,0.6
foursquare_to_KuaiRec,kuairec_h14_feature_strong,group_router_init,std,5,-0.0004199999999999982,0.4
lastfm_to_KuaiRec,kuairec_h10_long_context,feature_encoder_a12_router_init,loaded_lr_0.05,5,-0.001979999999999993,0.4
lastfm_to_KuaiRec,kuairec_h10_long_context,feature_encoder_a12_router_init,loaded_lr_0.35,5,-0.000639999999999985,0.4
lastfm_to_KuaiRec,kuairec_h10_long_context,feature_encoder_a12_router_init,std,5,0.0006000000000000117,0.6
lastfm_to_KuaiRec,kuairec_h10_long_context,feature_encoder_group_router_init,loaded_lr_0.05,5,0.0016000000000000124,0.8
lastfm_to_KuaiRec,kuairec_h10_long_context,feature_encoder_group_router_init,loaded_lr_0.35,5,0.001960000000000006,1.0
lastfm_to_KuaiRec,kuairec_h10_long_context,feature_encoder_group_router_init,std,5,0.0028000000000000026,1.0
lastfm_to_KuaiRec,kuairec_h10_long_context,feature_encoder_init,loaded_lr_0.05,5,-0.00017999999999999128,0.4
lastfm_to_KuaiRec,kuairec_h10_long_context,feature_encoder_init,loaded_lr_0.35,5,-0.0005399999999999849,0.4
lastfm_to_KuaiRec,kuairec_h10_long_context,feature_encoder_init,std,5,-5.9999999999993395e-05,0.6
lastfm_to_KuaiRec,kuairec_h10_long_context,full_except_feature_router_init,loaded_lr_0.05,5,-0.005579999999999996,0.0
lastfm_to_KuaiRec,kuairec_h10_long_context,full_except_feature_router_init,loaded_lr_0.35,5,-7.999999999999118e-05,0.6
lastfm_to_KuaiRec,kuairec_h10_long_context,full_except_feature_router_init,std,5,0.000660000000000005,0.6
lastfm_to_KuaiRec,kuairec_h10_long_context,full_model_init,loaded_lr_0.05,5,-0.015219999999999989,0.0
lastfm_to_KuaiRec,kuairec_h10_long_context,full_model_init,loaded_lr_0.35,5,-0.005580000000000007,0.0
lastfm_to_KuaiRec,kuairec_h10_long_context,full_model_init,std,5,-0.00011999999999998679,0.4
lastfm_to_KuaiRec,kuairec_h10_long_context,group_router_init,loaded_lr_0.05,5,0.00030000000000000024,0.8
lastfm_to_KuaiRec,kuairec_h10_long_context,group_router_init,loaded_lr_0.35,5,-0.0005400000000000072,0.6
lastfm_to_KuaiRec,kuairec_h10_long_context,group_router_init,std,5,-3.999999999999559e-05,0.4
lastfm_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_a12_router_init,loaded_lr_0.05,5,0.00024000000000000686,0.4
lastfm_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_a12_router_init,loaded_lr_0.35,5,0.0007800000000000029,0.8
lastfm_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_a12_router_init,std,5,-5.9999999999993395e-05,0.2
lastfm_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_group_router_init,loaded_lr_0.05,5,0.0014600000000000058,0.6
lastfm_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_group_router_init,loaded_lr_0.35,5,0.0005800000000000139,0.6
lastfm_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_group_router_init,std,5,0.0012600000000000055,0.6
lastfm_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_init,loaded_lr_0.05,5,0.0016800000000000148,0.6
lastfm_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_init,loaded_lr_0.35,5,0.002080000000000004,0.8
lastfm_to_KuaiRec,kuairec_h14_feature_strong,feature_encoder_init,std,5,0.0017800000000000149,0.8
lastfm_to_KuaiRec,kuairec_h14_feature_strong,full_except_feature_router_init,loaded_lr_0.05,5,-0.013800000000000002,0.0
lastfm_to_KuaiRec,kuairec_h14_feature_strong,full_except_feature_router_init,loaded_lr_0.35,5,-0.0015999999999999903,0.4
lastfm_to_KuaiRec,kuairec_h14_feature_strong,full_except_feature_router_init,std,5,-0.0007399999999999851,0.2
lastfm_to_KuaiRec,kuairec_h14_feature_strong,full_model_init,loaded_lr_0.05,5,-0.016400000000000005,0.0
lastfm_to_KuaiRec,kuairec_h14_feature_strong,full_model_init,loaded_lr_0.35,5,-0.0014399999999999747,0.2
lastfm_to_KuaiRec,kuairec_h14_feature_strong,full_model_init,std,5,-0.00043999999999999595,0.4
lastfm_to_KuaiRec,kuairec_h14_feature_strong,group_router_init,loaded_lr_0.05,5,0.0005200000000000204,0.4
lastfm_to_KuaiRec,kuairec_h14_feature_strong,group_router_init,loaded_lr_0.35,5,0.000780000000000014,0.6
lastfm_to_KuaiRec,kuairec_h14_feature_strong,group_router_init,std,5,0.00046000000000000484,0.6
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,feature_encoder_a12_router_init,loaded_lr_0.05,5,0.0056999999999999985,0.8
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,feature_encoder_a12_router_init,loaded_lr_0.35,5,0.0040199999999999975,0.6
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,feature_encoder_a12_router_init,std,5,0.0009999999999999968,0.4
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,feature_encoder_group_router_init,loaded_lr_0.05,5,0.0003799999999999998,0.8
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,feature_encoder_group_router_init,loaded_lr_0.35,5,3.999999999999837e-05,0.6
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,feature_encoder_group_router_init,std,5,0.000559999999999998,0.6
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,feature_encoder_init,loaded_lr_0.05,5,0.0015399999999999956,0.8
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,feature_encoder_init,loaded_lr_0.35,5,-0.00020000000000000155,0.6
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,feature_encoder_init,std,5,-8.000000000000368e-05,0.6
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,full_except_feature_router_init,loaded_lr_0.05,5,-0.007240000000000003,0.4
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,full_except_feature_router_init,loaded_lr_0.35,5,-0.008060000000000003,0.2
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,full_except_feature_router_init,std,5,-0.009260000000000001,0.2
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,full_model_init,loaded_lr_0.05,5,-0.00552,0.2
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,full_model_init,loaded_lr_0.35,5,-0.004740000000000003,0.2
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,full_model_init,std,5,-0.004700000000000003,0.2
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,group_router_init,loaded_lr_0.05,5,-0.0012600000000000014,0.6
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,group_router_init,loaded_lr_0.35,5,-0.0020200000000000023,0.6
retail_rocket_to_beauty,beauty_ab_h13_low_feat_dropout,group_router_init,std,5,-0.002200000000000002,0.6
retail_rocket_to_beauty,beauty_h13_final,feature_encoder_a12_router_init,loaded_lr_0.05,5,0.0016200000000000006,0.6
retail_rocket_to_beauty,beauty_h13_final,feature_encoder_a12_router_init,loaded_lr_0.35,5,-0.0016,0.4
retail_rocket_to_beauty,beauty_h13_final,feature_encoder_a12_router_init,std,5,-0.00344,0.2
retail_rocket_to_beauty,beauty_h13_final,feature_encoder_group_router_init,loaded_lr_0.05,5,-0.006000000000000001,0.2
retail_rocket_to_beauty,beauty_h13_final,feature_encoder_group_router_init,loaded_lr_0.35,5,-0.0032799999999999995,0.4
retail_rocket_to_beauty,beauty_h13_final,feature_encoder_group_router_init,std,5,-0.0062,0.2
retail_rocket_to_beauty,beauty_h13_final,feature_encoder_init,loaded_lr_0.05,5,-0.004839999999999999,0.2
retail_rocket_to_beauty,beauty_h13_final,feature_encoder_init,loaded_lr_0.35,5,-0.0041400000000000005,0.2
retail_rocket_to_beauty,beauty_h13_final,feature_encoder_init,std,5,-0.006860000000000001,0.2
retail_rocket_to_beauty,beauty_h13_final,full_except_feature_router_init,loaded_lr_0.05,5,-0.019319999999999997,0.0
retail_rocket_to_beauty,beauty_h13_final,full_except_feature_router_init,loaded_lr_0.35,5,-0.01286,0.2
retail_rocket_to_beauty,beauty_h13_final,full_except_feature_router_init,std,5,-0.013940000000000003,0.0
retail_rocket_to_beauty,beauty_h13_final,full_model_init,loaded_lr_0.05,5,-0.013100000000000004,0.0
retail_rocket_to_beauty,beauty_h13_final,full_model_init,loaded_lr_0.35,5,-0.006279999999999998,0.2
retail_rocket_to_beauty,beauty_h13_final,full_model_init,std,5,-0.01006,0.0
retail_rocket_to_beauty,beauty_h13_final,group_router_init,loaded_lr_0.05,5,-0.00846,0.0
retail_rocket_to_beauty,beauty_h13_final,group_router_init,loaded_lr_0.35,5,-0.006460000000000002,0.0
retail_rocket_to_beauty,beauty_h13_final,group_router_init,std,5,-0.006719999999999999,0.0
