best_mrr20_seen,best_run_result_file,combo_id,dataset,latest_best_mrr20,latest_result_file,latest_test_mrr20,model,run_count
0.0802,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l05_20260314_102935_364707_pid265096.json,L05,KuaiRecLargeStrictPosV2_0.2,0.0802,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l05_20260314_102935_364707_pid265096.json,0.16,FeaturedMoE_N3,1
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l06_20260314_105534_414181_pid265206.json,L06,KuaiRecLargeStrictPosV2_0.2,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l06_20260314_105534_414181_pid265206.json,0.161,FeaturedMoE_N3,1
0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l07_20260314_110255_758225_pid265254.json,L07,KuaiRecLargeStrictPosV2_0.2,0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l07_20260314_110255_758225_pid265254.json,0.1605,FeaturedMoE_N3,1
0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l08_20260314_121737_509544_pid271080.json,L08,KuaiRecLargeStrictPosV2_0.2,0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l08_20260314_121737_509544_pid271080.json,0.161,FeaturedMoE_N3,1
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30a_20260314_064040_123768_pid264391.json,N30A,KuaiRecLargeStrictPosV2_0.2,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30a_20260314_064040_123768_pid264391.json,0.1599,FeaturedMoE_N3,1
0.0808,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30b_20260314_064031_061372_pid264379.json,N30B,KuaiRecLargeStrictPosV2_0.2,0.0808,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30b_20260314_064031_061372_pid264379.json,0.1609,FeaturedMoE_N3,1
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30c_20260314_081549_685431_pid264676.json,N30C,KuaiRecLargeStrictPosV2_0.2,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30c_20260314_081549_685431_pid264676.json,0.1601,FeaturedMoE_N3,1
0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30d_20260314_082256_330401_pid264771.json,N30D,KuaiRecLargeStrictPosV2_0.2,0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30d_20260314_082256_330401_pid264771.json,0.1599,FeaturedMoE_N3,1
0.0802,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n50a_20260314_082954_035672_pid264816.json,N50A,KuaiRecLargeStrictPosV2_0.2,0.0802,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n50a_20260314_082954_035672_pid264816.json,0.1607,FeaturedMoE_N3,1
0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s01_20260314_135939_821663_pid283697.json,S01,KuaiRecLargeStrictPosV2_0.2,0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s01_20260314_135939_821663_pid283697.json,0.1602,FeaturedMoE_N3,1
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s02_20260314_133911_026689_pid280517.json,S02,KuaiRecLargeStrictPosV2_0.2,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s02_20260314_133911_026689_pid280517.json,0.1618,FeaturedMoE_N3,1
0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s03_20260314_132852_197461_pid279476.json,S03,KuaiRecLargeStrictPosV2_0.2,0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s03_20260314_132852_197461_pid279476.json,0.1621,FeaturedMoE_N3,1
0.0799,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_x64_20260314_135421_318537_pid282542.json,X64,KuaiRecLargeStrictPosV2_0.2,0.0799,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_x64_20260314_135421_318537_pid282542.json,0.1602,FeaturedMoE_N3,1
0.0799,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_x65_20260314_152207_822613_pid294124.json,X65,KuaiRecLargeStrictPosV2_0.2,0.0799,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_x65_20260314_152207_822613_pid294124.json,0.1628,FeaturedMoE_N3,1
