dataset,model,base_rank,base_tag,split,metric,value,result_json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,valid,ndcg@20,0.4367,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,valid,mrr@5,0.3595,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,valid,mrr@10,0.3701,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,valid,mrr@20,0.3753,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,test,hit@5,0.4853,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,test,hit@10,0.5604,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,test,hit@20,0.6321,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,test,ndcg@5,0.3901,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,test,ndcg@10,0.4144,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,test,ndcg@20,0.4325,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,test,mrr@5,0.3583,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,test,mrr@10,0.3683,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,test,mrr@20,0.3733,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,valid,hit@5,0.4928,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,valid,hit@10,0.575,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,valid,hit@20,0.6469,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,valid,ndcg@5,0.3924,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,valid,ndcg@10,0.4191,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,valid,ndcg@20,0.4373,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,valid,mrr@5,0.359,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,valid,mrr@10,0.3701,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,valid,mrr@20,0.3751,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,test,hit@5,0.484,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,test,hit@10,0.5614,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,test,hit@20,0.6322,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,test,ndcg@5,0.3893,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,test,ndcg@10,0.4143,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,test,ndcg@20,0.4323,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,test,mrr@5,0.3578,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,test,mrr@10,0.3681,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,3,retail_rocket_top03_23090_results,test,mrr@20,0.373,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105339_063708_pid370816.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,valid,hit@5,0.4928,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,valid,hit@10,0.575,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,valid,hit@20,0.6469,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,valid,ndcg@5,0.3924,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,valid,ndcg@10,0.4191,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,valid,ndcg@20,0.4373,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,valid,mrr@5,0.359,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,valid,mrr@10,0.3701,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,valid,mrr@20,0.3751,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,test,hit@5,0.484,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,test,hit@10,0.5614,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,test,hit@20,0.6322,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,test,ndcg@5,0.3893,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,test,ndcg@10,0.4143,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,test,ndcg@20,0.4323,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,test,mrr@5,0.3578,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,test,mrr@10,0.3681,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
retail_rocket,featured_moe_n3,4,retail_rocket_top04_23090_results,test,mrr@20,0.373,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/normal/topk_stage1_short/S1/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_s1_retail_rocket_topk_g4k2_20260419_105523_593308_pid371499.json
