family,dataset_target,model,candidate_rank,score_mean9,test_mrr20,test_hr10,test_ndcg10,valid_mrr20,epochs_run,source_file,learning_rate,weight_decay,MAX_ITEM_LIST_LENGTH,hidden_size,embedding_size,inner_size,num_layers,num_heads,hidden_dropout_prob,attn_dropout_prob,dropout_prob,attribute_hidden_size,bsarec_alpha,bsarec_c,contrast,conv_kernel,d_expert_hidden,d_feat_emb,d_ff,d_router_hidden,dropout,dropout_ratio,eval_batch_size,expert_scale,fame_moe_last_k_layers,fixed_hidden_dropout_prob,fmoe_v2_parallel_stage_gate_temperature,fmoe_v2_parallel_stage_gate_top_k,fusion_type,global_ratio,group_top_k,lambda_attr,lmd,lmd_sem,moe_top_k,n_heads,n_layers,num_experts,pooling_mode,remaining_ratio,route_consistency_lambda,router_feature_proj_dim,router_feature_proj_layers,router_feature_scale,router_group_feature_scale,router_hidden_scale,router_impl,router_use_feature,router_use_hidden,selected_features,semantic_sample_max_tries,stage_feature_dropout_prob,state_size,tau,time_span,train_batch_size,use_attribute_predictor,z_loss_lambda
baseline,retail_rocket,bsarec,2,0.422133,0.3672,0.5096,0.3988,0.3673,24,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_BSARec_s3_retail_rocket_bsarec_c1_seed2_20260418_134327_655991_pid1702266.json,0.00137668,5e-05,20.0,96.0,160.0,256.0,1.0,4.0,0.15,0.1,,,0.5,3.0,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,bsarec,3,0.4199,0.3575,0.519,0.3933,0.3607,32,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_BSARec_s1_retail_rocket_bsarec_20260418_064738_901078_pid1655705.json,0.00087962,0.0001,30.0,64.0,96.0,256.0,3.0,1.0,0.05,0.1,,,0.5,2.0,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,bsarec,4,0.413656,0.3789,0.4658,0.3994,0.3774,37,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_BSARec_baseline2_addtune_retail_rocket_bsarec_k3_20260416_020015_586788_pid1234080.json,0.00041128197538406567,0.0,25.0,,,,2.0,4.0,,,,,0.7,2.0,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,bsarec,5,0.413444,0.3762,0.472,0.3985,0.3736,40,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_addtuning/BASELINE2/retail_rocket/BSARec/retail_rocket_BSARec_baseline2_addtune_retail_rocket_bsarec_k1_20260416_015804_367256_pid1233765.json,0.0004461727438184317,0.00011580390045833165,30.0,,,,3.0,4.0,,,,,0.3,2.0,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,bsarec,6,0.412444,0.3743,0.4703,0.3963,0.3739,33,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_addtuning/BASELINE2/retail_rocket/BSARec/retail_rocket_BSARec_baseline2_addtune_retail_rocket_bsarec_k1_20260416_015804_367256_pid1233765.json,0.000590818099154998,0.000118883377172673,25.0,,,,3.0,4.0,,,,,0.5,2.0,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,bsarec,7,0.411011,0.3783,0.4598,0.3976,0.3768,23,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_BSARec_baseline2_addtune_retail_rocket_bsarec_k3_20260416_020015_586788_pid1234080.json,0.0006576697054748959,0.0,25.0,,,,2.0,4.0,,,,,0.5,4.0,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,bsarec,8,0.409922,0.3773,0.459,0.3969,0.3762,30,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_addtuning/BASELINE2/retail_rocket/BSARec/retail_rocket_BSARec_baseline2_addtune_retail_rocket_bsarec_k3_20260416_020015_586788_pid1234080.json,0.0004118445048684483,0.0,25.0,,,,2.0,4.0,,,,,0.5,3.0,,,,,,,,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,bsarec,9,0.409889,0.3775,0.4581,0.3968,0.376,20,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_BSARec_baseline2_addtune_retail_rocket_bsarec_k3_20260416_020015_586788_pid1234080.json,0.0007702342767425876,0.0,20.0,,,,2.0,4.0,,,,,0.7,3.0,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,bsarec,10,0.4063,0.3703,0.4606,0.3914,0.3676,37,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_addtuning/BASELINE2/retail_rocket/BSARec/retail_rocket_BSARec_baseline2_addtune_retail_rocket_bsarec_k2_20260416_015824_966459_pid1233880.json,0.0005832182477374598,0.0,50.0,,,,1.0,4.0,,,,,0.5,2.0,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,difsr,1,0.4126,0.3755,0.4685,0.3973,0.3735,20,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_DIFSR_s1_retail_rocket_difsr_20260418_065910_376058_pid1657367.json,0.00068518,1e-06,20.0,128.0,,320.0,2.0,2.0,0.15,0.15,,192.0,,,,,,,,,,0.12,2048.0,,,,,,concat,,,0.1,,,,,,,,,,,,,,,,,,['category'],,,,,,1024.0,True,
baseline,retail_rocket,difsr,2,0.401056,0.3728,0.4421,0.3898,0.3708,13,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage1_broad_search/S1/retail_rocket/DIFSR/retail_rocket_DIFSR_s1_retail_rocket_difsr_20260418_065910_376058_pid1657367.json,0.00043779,1e-06,50.0,192.0,,320.0,2.0,2.0,0.12,0.1,,160.0,,,,,,,,,,0.12,2048.0,,,,,,gate,,,0.14,,,,,,,,,,,,,,,,,,['category'],,,,,,1024.0,True,
baseline,retail_rocket,difsr,3,0.400122,0.3744,0.4376,0.3903,0.3703,20,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_DIFSR_pair60_v4_revised_long12h_dretail_rocket_mdifsr_p017_c1_s1_rev1_20260415_135400_245445_pid1211675.json,0.0001288856466016508,0.0002,30.0,160.0,160.0,320.0,2.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,1536.0,,,,,,gate,,,0.0,,,,4.0,2.0,,,,,,,,,,,,,['category'],,,,,,768.0,False,
baseline,retail_rocket,difsr,4,0.399878,0.3744,0.4365,0.39,0.3705,19,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_DIFSR_pair60_v4_revised_long12h_dretail_rocket_mdifsr_p017_c1_s1_rev1_20260415_135400_245445_pid1211675.json,0.00013778664841418819,0.0002,30.0,160.0,160.0,320.0,2.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,1536.0,,,,,,gate,,,0.0,,,,4.0,2.0,,,,,,,,,,,,,['category'],,,,,,768.0,False,
baseline,retail_rocket,difsr,5,0.399733,0.3736,0.4374,0.3895,0.3695,14,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v4_revised_long12h/PAIR60/retail_rocket/DIFSR/retail_rocket_DIFSR_pair60_v4_revised_long12h_dretail_rocket_mdifsr_p017_c1_s1_rev1_20260415_135400_245445_pid1211675.json,0.0003013620804448767,0.0002,30.0,160.0,160.0,320.0,2.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,1536.0,,,,,,gate,,,0.0,,,,4.0,2.0,,,,,,,,,,,,,['category'],,,,,,768.0,False,
baseline,retail_rocket,difsr,6,0.399422,0.3734,0.4371,0.3892,0.3699,18,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_DIFSR_pair60_v4_revised_long12h_dretail_rocket_mdifsr_p017_c1_s1_rev1_20260415_135400_245445_pid1211675.json,0.00016867410797915768,0.0002,30.0,160.0,160.0,320.0,2.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,1536.0,,,,,,gate,,,0.0,,,,4.0,2.0,,,,,,,,,,,,,['category'],,,,,,768.0,False,
baseline,retail_rocket,difsr,7,0.3994,0.3734,0.437,0.3892,0.3699,18,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v4_revised_long12h/PAIR60/retail_rocket/DIFSR/retail_rocket_DIFSR_pair60_v4_revised_long12h_dretail_rocket_mdifsr_p017_c1_s1_rev1_20260415_135400_245445_pid1211675.json,0.00016627662817284914,0.0002,30.0,160.0,160.0,320.0,2.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,1536.0,,,,,,gate,,,0.0,,,,4.0,2.0,,,,,,,,,,,,,['category'],,,,,,768.0,False,
baseline,retail_rocket,difsr,8,0.3993,0.373,0.4376,0.389,0.3689,14,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_DIFSR_pair60_v4_revised_long12h_dretail_rocket_mdifsr_p017_c1_s1_rev1_20260415_135400_245445_pid1211675.json,0.00032520957887963446,0.0002,30.0,160.0,160.0,320.0,2.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,1536.0,,,,,,gate,,,0.0,,,,4.0,2.0,,,,,,,,,,,,,['category'],,,,,,768.0,False,
baseline,retail_rocket,difsr,9,0.399222,0.3707,0.4405,0.3882,0.3721,12,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/retail_rocket_DIFSR_p22_sg_d05_m08_c01_difsr_xfer_foursquare_fad_h3_r1_c2_s2_20260408_103520_425511_pid386559.json,0.0006918259832711309,0.0002,10.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,sum,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,retail_rocket,difsr,10,0.399122,0.3709,0.44,0.3883,0.3726,12,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/DIFSR/retail_rocket_DIFSR_p22_sg_d05_m08_c01_difsr_xfer_foursquare_fad_h3_r1_c2_s2_20260408_103520_425511_pid386559.json,0.0006579795688885792,0.0002,10.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,sum,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,retail_rocket,duorec,1,0.433033,0.359,0.5493,0.4008,0.3623,29,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_DuoRec_s3_retail_rocket_duorec_c1_seed1_20260418_151036_211825_pid653501.json,0.00046005,1e-05,20.0,128.0,128.0,224.0,,,0.05,0.15,,,,,,,,,,,,0.1,,,,,,,,,,,0.06,0.0,,2.0,3.0,,,,,,,,,,,,,,,,,0.2,,,,
baseline,retail_rocket,duorec,2,0.421622,0.3471,0.5388,0.389,0.3509,85,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/retail_rocket/DuoRec/retail_rocket_DuoRec_full_history_v4_c4_dretail_rocket_mduorec_p034_c1_s1_20260416_131917_996729_pid365008.json,0.00018359713422418404,8.446361737140917e-05,20.0,112.0,112.0,224.0,1.0,2.0,0.1,0.1,,,,,un,,,,,,,0.1,,,,,,,,,,,0.04,0.0,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,duorec,3,0.419689,0.3441,0.5377,0.3864,0.3483,63,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_DuoRec_pair60_v4_dretail_rocket_mduorec_p014_c1_s1_20260415_051724_556723_pid1147185.json,0.0003039332714709762,0.0001,20.0,112.0,112.0,224.0,1.0,2.0,0.1,0.1,,,,,un,,,,,,,0.1,,,,,,,,,,,0.04,0.0,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,duorec,4,0.419433,0.3436,0.538,0.3861,0.3483,46,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v4/PAIR60/retail_rocket/DuoRec/retail_rocket_DuoRec_pair60_v4_dretail_rocket_mduorec_p014_c1_s1_20260415_051724_556723_pid1147185.json,0.0003783890076090566,0.0001,20.0,112.0,112.0,224.0,1.0,2.0,0.1,0.1,,,,,un,,,,,,,0.1,,,,,,,,,,,0.04,0.0,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,duorec,5,0.419111,0.3432,0.5371,0.3855,0.3481,37,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_DuoRec_pair60_v4_dretail_rocket_mduorec_p014_c1_s1_20260415_051724_556723_pid1147185.json,0.000524866648598949,0.0001,20.0,112.0,112.0,224.0,1.0,2.0,0.1,0.1,,,,,un,,,,,,,0.1,,,,,,,,,,,0.04,0.0,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,duorec,6,0.419033,0.3443,0.5366,0.3864,0.3493,67,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/retail_rocket/DuoRec/retail_rocket_DuoRec_full_history_v4_c4_dretail_rocket_mduorec_p034_c1_s1_20260416_131917_996729_pid365008.json,0.0003343792115831954,0.00011627128875302641,20.0,112.0,112.0,224.0,1.0,2.0,0.1,0.1,,,,,un,,,,,,,0.1,,,,,,,,,,,0.04,0.0,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,duorec,7,0.418922,0.3449,0.5349,0.3863,0.3494,64,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/retail_rocket/DuoRec/retail_rocket_DuoRec_full_history_v4_c4_dretail_rocket_mduorec_p034_c1_s1_20260416_131917_996729_pid365008.json,0.0003422674312210804,0.00011615519959911107,20.0,112.0,112.0,224.0,1.0,2.0,0.1,0.1,,,,,un,,,,,,,0.1,,,,,,,,,,,0.04,0.0,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,duorec,8,0.4188,0.3429,0.5377,0.3855,0.3478,45,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_DuoRec_pair60_v4_dretail_rocket_mduorec_p014_c1_s1_20260415_051724_556723_pid1147185.json,0.0004110299756773514,0.0001,20.0,112.0,112.0,224.0,1.0,2.0,0.1,0.1,,,,,un,,,,,,,0.1,,,,,,,,,,,0.04,0.0,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,duorec,9,0.418333,0.3432,0.5364,0.3854,0.3487,54,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_DuoRec_pair60_v4_dretail_rocket_mduorec_p014_c2_s1_20260415_051725_051432_pid1147186.json,0.00035697051982863925,0.00015,22.0,128.0,128.0,256.0,2.0,2.0,0.12,0.12,,,,,un,,,,,,,0.12,,,,,,,,,,,0.04,0.0,,2.0,2.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,duorec,10,0.417967,0.3428,0.5373,0.3854,0.3483,44,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v4/PAIR60/retail_rocket/DuoRec/retail_rocket_DuoRec_pair60_v4_dretail_rocket_mduorec_p014_c2_s1_20260415_051725_051432_pid1147186.json,0.00043088299267335335,0.00015,22.0,128.0,128.0,256.0,2.0,2.0,0.12,0.12,,,,,un,,,,,,,0.12,,,,,,,,,,,0.04,0.0,,2.0,2.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,fame,1,0.409778,0.371,0.4697,0.3934,0.372,15,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FAME_baseline2_addtune4_retail_rocket_fame_k4_20260416_100522_030302_pid1332670.json,0.00207850920748637,,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fame,2,0.408644,0.3728,0.4615,0.3937,0.3742,34,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FAME_baseline2_addtune_retail_rocket_fame_k2_20260416_020133_568877_pid1234243.json,0.0005045941571466413,0.0,20.0,,,,2.0,4.0,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fame,3,0.407867,0.3774,0.4523,0.3957,0.3755,35,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FAME_s3_retail_rocket_fame_c2_seed1_20260418_152541_738583_pid655549.json,0.00028161,5e-05,10.0,160.0,160.0,256.0,2.0,2.0,0.05,0.08,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fame,4,0.407689,0.3619,0.4785,0.3883,0.3629,75,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage3_seed_confirm/S3/retail_rocket/FAME/retail_rocket_FAME_s3_retail_rocket_fame_c1_seed1_20260418_151911_474203_pid654561.json,0.00050177,0.0,10.0,64.0,64.0,256.0,2.0,2.0,0.15,0.15,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fame,5,0.407322,0.3765,0.4528,0.3949,0.3753,29,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FAME_s1_retail_rocket_fame_20260417_191016_661868_pid525301.json,0.00028161,0.0,30.0,160.0,192.0,256.0,2.0,8.0,0.05,0.15,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fame,6,0.407222,0.3793,0.4481,0.3963,0.3742,21,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FAME_s2_retail_rocket_fame_20260418_094202_489246_pid597484.json,0.0003548,0.0,10.0,192.0,96.0,256.0,2.0,8.0,0.1,0.12,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fame,7,0.405833,0.3753,0.4507,0.3935,0.3736,22,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FAME_baseline2_addtune_retail_rocket_fame_k1_20260416_020129_408206_pid1234216.json,0.00046648860839541037,0.0,23.0,,,,2.0,4.0,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fame,8,0.401833,0.3671,0.4532,0.3875,0.368,45,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FAME_baseline2_addtune_retail_rocket_fame_k3_20260416_020154_382578_pid1234276.json,0.00032366793871845353,0.0,18.0,,,,1.0,4.0,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fame,9,0.401144,0.372,0.4446,0.3895,0.3684,25,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/retail_rocket/FAME/retail_rocket_FAME_full_history_v4_c4_dretail_rocket_mfame_p037_c1_s1_20260416_133600_465226_pid368233.json,0.0006829316989101422,0.00015625040856937,28.0,160.0,160.0,320.0,2.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fame,10,0.401044,0.3691,0.4491,0.3883,0.3666,36,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FAME_baseline2_addtune_retail_rocket_fame_k3_20260416_020154_382578_pid1234276.json,0.0003571800190251699,0.0,23.0,,,,1.0,4.0,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
baseline,retail_rocket,fdsa,1,0.422044,0.3476,0.5402,0.39,0.3511,35,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage1_broad_search/S1/retail_rocket/FDSA/retail_rocket_FDSA_s1_retail_rocket_fdsa_20260418_034500_615165_pid552306.json,0.00013594,1e-05,30.0,96.0,64.0,224.0,,,0.1,0.1,,64.0,,,,,,,,,,0.15,2048.0,,,,,,,,,0.0,,,,1.0,1.0,,mean,,,,,,,,,,,['category'],,,,,,1024.0,,
baseline,retail_rocket,fdsa,2,0.416922,0.3397,0.5397,0.3836,0.343,32,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FDSA_s1_retail_rocket_fdsa_20260418_034500_615165_pid552306.json,0.00029853,1e-05,50.0,64.0,128.0,224.0,,,0.2,0.15,,96.0,,,,,,,,,,0.15,2048.0,,,,,,,,,0.1,,,,1.0,1.0,,mean,,,,,,,,,,,['category'],,,,,,1024.0,,
baseline,retail_rocket,fdsa,3,0.415611,0.3415,0.532,0.3831,0.3447,35,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FDSA_s1_retail_rocket_fdsa_20260418_034500_615165_pid552306.json,0.00013594,5e-05,10.0,128.0,64.0,224.0,,,0.2,0.15,,128.0,,,,,,,,,,0.15,2048.0,,,,,,,,,0.12,,,,1.0,2.0,,mean,,,,,,,,,,,['category'],,,,,,1024.0,,
baseline,retail_rocket,fdsa,4,0.415122,0.3407,0.5327,0.3828,0.3461,50,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage3_seed_confirm/S3/retail_rocket/FDSA/retail_rocket_FDSA_s3_retail_rocket_fdsa_c1_seed1_20260418_153914_004801_pid656929.json,0.00020145,5e-05,30.0,64.0,128.0,224.0,,,0.12,0.12,,112.0,,,,,,,,,,0.15,2048.0,,,,,,,,,0.0,,,,1.0,2.0,,mean,,,,,,,,,,,category,,,,,,1024.0,,
baseline,retail_rocket,fdsa,5,0.411678,0.3387,0.527,0.3797,0.3409,17,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FDSA_s1_retail_rocket_fdsa_20260418_034500_615165_pid552306.json,0.00044239,5e-05,50.0,96.0,128.0,224.0,,,0.15,0.1,,64.0,,,,,,,,,,0.15,2048.0,,,,,,,,,0.08,,,,4.0,2.0,,mean,,,,,,,,,,,['category'],,,,,,1024.0,,
baseline,retail_rocket,fdsa,6,0.406933,0.3319,0.5262,0.3744,0.3336,33,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FDSA_s3_retail_rocket_fdsa_c2_seed1_20260418_154429_807944_pid657922.json,0.00044239,0.0001,20.0,64.0,64.0,224.0,,,0.1,0.15,,64.0,,,,,,,,,,0.15,2048.0,,,,,,,,,0.1,,,,4.0,2.0,,mean,,,,,,,,,,,category,,,,,,1024.0,,
baseline,retail_rocket,fdsa,7,0.4067,0.3324,0.5234,0.3741,0.3362,10,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FDSA_s1_retail_rocket_fdsa_20260418_034500_615165_pid552306.json,0.00065559,5e-05,30.0,128.0,128.0,224.0,,,0.1,0.15,,112.0,,,,,,,,,,0.15,2048.0,,,,,,,,,0.12,,,,4.0,1.0,,mean,,,,,,,,,,,['category'],,,,,,1024.0,,
baseline,retail_rocket,fdsa,8,0.397333,0.3239,0.5133,0.3651,0.3294,23,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FDSA_pair60_v4_revised_long12h_dretail_rocket_mfdsa_p019_c2_s1_rev1_20260415_135400_408993_pid1211679.json,0.00036421723835767985,0.0002,50.0,112.0,112.0,224.0,2.0,4.0,0.15,0.15,,112.0,,,,,,,,,,0.15,1536.0,,,,,,concat,,,0.0,,,,4.0,2.0,,mean,,,,,,,,,,,['category'],,,,,,768.0,True,
baseline,retail_rocket,fdsa,9,0.396933,0.3253,0.5103,0.3655,0.3284,37,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v4_revised_long12h/PAIR60/retail_rocket/FDSA/retail_rocket_FDSA_pair60_v4_revised_long12h_dretail_rocket_mfdsa_p019_c2_s1_rev1_20260415_135400_408993_pid1211679.json,0.00017475073092222343,0.0002,50.0,112.0,112.0,224.0,2.0,4.0,0.15,0.15,,112.0,,,,,,,,,,0.15,1536.0,,,,,,concat,,,0.0,,,,4.0,2.0,,mean,,,,,,,,,,,['category'],,,,,,768.0,True,
baseline,retail_rocket,fdsa,10,0.396878,0.3227,0.5142,0.3643,0.3239,16,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v4_revised_long12h/PAIR60/retail_rocket/FDSA/retail_rocket_FDSA_pair60_v4_revised_long12h_dretail_rocket_mfdsa_p019_c1_s1_rev1_20260415_135400_368582_pid1211676.json,0.00045152081921382065,0.0002,30.0,160.0,160.0,320.0,2.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,1536.0,,,,,,gate,,,0.15,,,,4.0,2.0,,mean,,,,,,,,,,,['category'],,,,,,768.0,True,
baseline,retail_rocket,fearec,1,0.435633,0.3619,0.551,0.4033,0.3639,23,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FEARec_s1_retail_rocket_fearec_20260418_030502_129765_pid549887.json,0.00055549,1e-05,10.0,96.0,112.0,256.0,,,0.1,0.12,,,,,,,,,,,,0.12,,,,,,,,,,,0.03,0.0,,4.0,3.0,,,,,,,,,,,,,,,,,0.22,,,,
baseline,retail_rocket,fearec,2,0.432667,0.3569,0.5512,0.3995,0.36,24,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/retail_rocket_FEARec_s3_retail_rocket_fearec_c1_seed1_20260418_150918_207593_pid653398.json,0.00078559,5e-05,30.0,160.0,96.0,256.0,,,0.1,0.12,,,,,,,,,,,,0.12,,,,,,,,,,,0.05,0.0,,2.0,3.0,,,,,,,,,,,,,,,,,0.16,,,,
baseline,retail_rocket,fearec,3,0.427922,0.3546,0.5444,0.396,0.3573,34,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/retail_rocket/FEARec/retail_rocket_FEARec_full_history_v4_c4_dretail_rocket_mfearec_p035_c1_s1_20260416_132723_813955_pid366889.json,0.0006538341489701475,0.00011031783623290965,22.0,128.0,128.0,256.0,2.0,2.0,0.12,0.12,,,,,un,,,,,,,0.12,,,,,,,,0.85,,,0.04,0.0,,2.0,2.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,retail_rocket,fearec,4,0.427611,0.3553,0.5415,0.3959,0.3593,48,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/retail_rocket/FEARec/retail_rocket_FEARec_full_history_v4_c4_dretail_rocket_mfearec_p035_c1_s1_20260416_132723_813955_pid366889.json,0.0004217241942143359,0.00010696182236363927,22.0,128.0,128.0,256.0,2.0,2.0,0.12,0.12,,,,,un,,,,,,,0.12,,,,,,,,0.85,,,0.04,0.0,,2.0,2.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
