axis_group,axis_label_x,axis_label_y,best_valid_mrr20,expert,family,loading_pc1,loading_pc2,pc1,pc1_explained_var_ratio,pc2,pc2_explained_var_ratio,phase_tag,run_phase,setting_id,source,test_mrr20,weight_norm
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_c,Focus,,,0.07045250132735897,,0.07072146981954575,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.07045250132735897
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_a,Memory,,,0.06677141899473252,,0.07456044852733612,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.06677141899473252
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_b,Memory,,,0.06814932918713688,,0.0742526724934578,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.06814932918713688
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_c,Memory,,,0.12505753960735644,,0.13570325076580048,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.12505753960735644
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_a,Memory,,,0.0740895112031522,,0.07814066112041473,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.0740895112031522
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_b,Memory,,,0.08051397784005218,,0.08484990149736404,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.08051397784005218
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_c,Memory,,,0.07279412765093332,,0.074994295835495,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.07279412765093332
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_a,Memory,,,0.06776700537790435,,0.07817169278860092,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.06776700537790435
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_b,Memory,,,0.09057204535434586,,0.07791981101036072,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.09057204535434586
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_c,Memory,,,0.08416386006452047,,0.07159870862960815,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.08416386006452047
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_a,Memory,,,0.08159181201160878,,0.08427169173955917,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.08159181201160878
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_b,Memory,,,0.11358056618834213,,0.09481535851955414,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.11358056618834213
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_c,Memory,,,0.07494880651991491,,0.07072146981954575,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.07494880651991491
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_a,Tempo,,,0.0763788930543357,,0.07456044852733612,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.0763788930543357
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_b,Tempo,,,0.07553222348629793,,0.0742526724934578,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.07553222348629793
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_c,Tempo,,,0.14013082517708148,,0.13570325076580048,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.14013082517708148
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_a,Tempo,,,0.07966198726691381,,0.07814066112041473,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.07966198726691381
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_b,Tempo,,,0.08632638941955313,,0.08484990149736404,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.08632638941955313
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_c,Tempo,,,0.0762352546680226,,0.074994295835495,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.0762352546680226
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_a,Tempo,,,0.0822691107244776,,0.07817169278860092,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.0822691107244776
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_b,Tempo,,,0.07375929401297597,,0.07791981101036072,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.07375929401297597
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_c,Tempo,,,0.06824597143206493,,0.07159870862960815,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.06824597143206493
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_a,Tempo,,,0.09078837950841089,,0.08427169173955917,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.09078837950841089
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_b,Tempo,,,0.08237785634987958,,0.09481535851955414,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.08237785634987958
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_c,Tempo,,,0.06829381489998639,,0.07072146981954575,,p10,P10_13_2_AP10_00_H1_S1,P10_00,router_family_proxy_points,0.1613,0.06829381489998639
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_a,Exposure,,,0.07324305495988434,,0.07710536569356918,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07324305495988434
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_b,Exposure,,,0.08318177539781353,,0.07816621661186218,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.08318177539781353
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_c,Exposure,,,0.1598460204707061,,0.1384739875793457,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.1598460204707061
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_a,Exposure,,,0.07765958714635961,,0.07605937868356705,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07765958714635961
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_b,Exposure,,,0.08852134448302837,,0.08659970015287399,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.08852134448302837
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_c,Exposure,,,0.07514666861855746,,0.07371621578931808,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07514666861855746
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_a,Exposure,,,0.068528765369669,,0.0741589143872261,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.068528765369669
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_b,Exposure,,,0.06716360127986595,,0.07191891968250275,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.06716360127986595
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_c,Exposure,,,0.0689424412124178,,0.07448850572109222,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.0689424412124178
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_a,Exposure,,,0.081416484964779,,0.0858556479215622,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.081416484964779
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_b,Exposure,,,0.08900083682463214,,0.09247361868619919,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.08900083682463214
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_c,Exposure,,,0.06734941927228667,,0.07098355144262314,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.06734941927228667
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_a,Focus,,,0.07739675714654351,,0.07710536569356918,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07739675714654351
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_b,Focus,,,0.07821372365490446,,0.07816621661186218,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07821372365490446
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_c,Focus,,,0.13818914259947726,,0.1384739875793457,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.13818914259947726
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_a,Focus,,,0.07657160516183695,,0.07605937868356705,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07657160516183695
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_b,Focus,,,0.08701061310673025,,0.08659970015287399,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.08701061310673025
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_c,Focus,,,0.07314003659761455,,0.07371621578931808,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07314003659761455
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_a,Focus,,,0.07503783579027752,,0.0741589143872261,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07503783579027752
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_b,Focus,,,0.07218000615267976,,0.07191891968250275,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07218000615267976
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_c,Focus,,,0.07392333771095407,,0.07448850572109222,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07392333771095407
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_a,Focus,,,0.0866230342998324,,0.0858556479215622,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.0866230342998324
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_b,Focus,,,0.09093164517188562,,0.09247361868619919,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.09093164517188562
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_c,Focus,,,0.07078226260726367,,0.07098355144262314,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07078226260726367
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_a,Memory,,,0.06941696667297322,,0.07710536569356918,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.06941696667297322
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_b,Memory,,,0.07217952446467134,,0.07816621661186218,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07217952446467134
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_c,Memory,,,0.12872998126304808,,0.1384739875793457,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.12872998126304808
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_a,Memory,,,0.07273918902142835,,0.07605937868356705,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07273918902142835
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_b,Memory,,,0.08235813237046347,,0.08659970015287399,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.08235813237046347
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_c,Memory,,,0.07207472116416705,,0.07371621578931808,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07207472116416705
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_a,Memory,,,0.06660408512668997,,0.0741589143872261,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.06660408512668997
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_b,Memory,,,0.07821093147088397,,0.07191891968250275,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07821093147088397
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_c,Memory,,,0.09054941297513434,,0.07448850572109222,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.09054941297513434
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_a,Memory,,,0.08316902440810489,,0.0858556479215622,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.08316902440810489
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_b,Memory,,,0.10903046890378311,,0.09247361868619919,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.10903046890378311
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_c,Memory,,,0.07493756215865223,,0.07098355144262314,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07493756215865223
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_a,Tempo,,,0.07890549089392518,,0.07710536569356918,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07890549089392518
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_b,Tempo,,,0.07943988213373575,,0.07816621661186218,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07943988213373575
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_c,Tempo,,,0.1425767029204399,,0.1384739875793457,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.1425767029204399
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_a,Tempo,,,0.07745709216211256,,0.07605937868356705,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07745709216211256
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_b,Tempo,,,0.08807951552750908,,0.08659970015287399,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.08807951552750908
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_c,Tempo,,,0.0747883178488517,,0.07371621578931808,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.0747883178488517
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_a,Tempo,,,0.07674158539144113,,0.0741589143872261,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07674158539144113
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_b,Tempo,,,0.06977817231241909,,0.07191891968250275,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.06977817231241909
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_c,Tempo,,,0.07005308868461374,,0.07448850572109222,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.07005308868461374
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_a,Tempo,,,0.09189440222350755,,0.0858556479215622,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.09189440222350755
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_b,Tempo,,,0.08136649238427154,,0.09247361868619919,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.08136649238427154
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_c,Tempo,,,0.06891925751717279,,0.07098355144262314,,p10,P10_13_2_AP10_00_H1_S2,P10_00,router_family_proxy_points,0.1614,0.06891925751717279
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_a,Exposure,,,0.0734851059759736,,0.07744485884904861,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.0734851059759736
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_b,Exposure,,,0.08382019478653878,,0.07862207293510437,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.08382019478653878
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_c,Exposure,,,0.1592422225238857,,0.13799050450325012,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.1592422225238857
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_a,Exposure,,,0.07748526412281921,,0.0759473443031311,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.07748526412281921
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_b,Exposure,,,0.08863670377762323,,0.08677748590707779,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.08863670377762323
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_c,Exposure,,,0.07510057171280998,,0.07372987270355225,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.07510057171280998
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_a,Exposure,,,0.06832089368129687,,0.07374483346939087,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.06832089368129687
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_b,Exposure,,,0.06685484953654633,,0.07160946726799011,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.06685484953654633
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_c,Exposure,,,0.06928446204836224,,0.0748491883277893,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.06928446204836224
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_a,Exposure,,,0.08156861775710414,,0.08600488305091858,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.08156861775710414
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_b,Exposure,,,0.08875541143702201,,0.09221220761537552,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.08875541143702201
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_c,Exposure,,,0.06744570264001791,,0.07106728106737137,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.06744570264001791
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_a,Focus,,,0.0777412914626661,,0.07744485884904861,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.0777412914626661
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_b,Focus,,,0.07866516592132539,,0.07862207293510437,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.07866516592132539
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Exposure_c,Focus,,,0.13770372768075007,,0.13799050450325012,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.13770372768075007
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_a,Focus,,,0.07643423875175763,,0.0759473443031311,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.07643423875175763
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_b,Focus,,,0.08719870720960761,,0.08677748590707779,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.08719870720960761
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Focus_c,Focus,,,0.073168345513754,,0.07372987270355225,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.073168345513754
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_a,Focus,,,0.0746141595439086,,0.07374483346939087,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.0746141595439086
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_b,Focus,,,0.07191670917925716,,0.07160946726799011,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.07191670917925716
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Memory_c,Focus,,,0.07423245047977282,,0.0748491883277893,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.07423245047977282
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_a,Focus,,,0.08676732559497029,,0.08600488305091858,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.08676732559497029
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0809,Tempo_b,Focus,,,0.09069208673664055,,0.09221220761537552,,p10,P10_13_2_AP10_00_H1_S3,P10_00,router_family_proxy_points,0.1614,0.09069208673664055
